"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",14,19136
"2",2," Nein, die kriegen Sie dazu.","","","01",14,19136
"3",3," Dr.","","","02",14,19136
"4",4," Angela Merkel, Bundeskanzlerin:","","","03",14,19136
"5",5,"Jetzt:","","","04",14,19136
"6",6," Wir teilen ja die gemeinsamen Ziele in der Koalition, Frau Kollegin Scheer, dass wir die Windenergie ausbauen wollen:","","","05",14,19136
"7",7," 65 Prozent erneuerbare Energien.","","","06",14,19136
"8",8," Dazu sind Schätzungen gemacht worden, dass wir, glaube ich, 69 bis 71 Gigawatt Windenergie im Jahre 2030 brauchen.","","","07",14,19136
"9",9," Wir haben uns gemeinsam auf diese Abstandsregelung von 1 000 Metern verständigt — auch in der Koalition.","","","08",14,19136
"10",10," Wir haben ganz viele Bundesländer, die eine ähnliche Abstandsregelung kennen.","","","09",14,19136
"11",11," Zu diesen vereinzelten Gebäuden sind wir noch im Gespräch.","","","10",14,19136
"12",12," Wie viele Häuser dort erfasst sind oder nicht, beraten die Umweltministerin und der Wirtschaftsminister.","","","11",14,19136
"13",13,"Aber das ist nicht der einzige Grund, warum wir Windenergie nicht ausreichend ausbauen.","","","12",14,19136
"14",14," Deshalb hat mich auch ein Brandbrief der id Ministerpräsidenten erreicht.","","","13",14,19136
"15",15," Wir haben verabredet, dass wir bis Marz die gesamten Fragen — Genehmigungen, festgestellte Gebiete, Abstandsregelungen, auch die Ausschreibungsmodalitäten usw.","","","14",14,19136
"16",16," — miteinander diskutieren wollen, um dann einen Weg zu finden, schneller zu Genehmigungen zu kommen und damit auch die Ausschreibung zu verbessern.","","","15",14,19136
"17",17," Man kann im Augenblick mit der Situation nicht zufrieden sein.","","","16",14,19136
"18",18,"Präsident Dr.
 Wolfgang ","","","17",14,19136
