"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",32,19136
"2",2," Danke sehr.","","","01",32,19136
"3",3," — Manuel Höferlin, FDP, stellt die nächste Frage.","","","02",32,19136
"4",4,"Manuel Höferlin:","","","03",32,19136
"5",5,"Vielen Dank, Herr Präsident.","","","04",32,19136
"6",6," — Frau Bundeskanzlerin, nach einem Referentenentwurf, der in der letzten Woche bekannt wurde, plant Ihre Regierung, dass Internetdiensteanbieter Passwörter und andere Daten aus Mailkonten, Cloud-Diensten, sozialen Netzwerken und vielem mehr ans ben müssen.","","","05",32,19136
"7",7," Aufder anderen Seite müssen aber die gleichen Anbieter die Daten ihrer Kunden — dazu gehören auch vertrauliche Informationen wie Passwörter — aus Gründen der Datensicherheit verschlüsselt abspeichern.","","","06",32,19136
"8",8," Plant die Bundesregierung, Internetdiensteanbieter zu verpflichten, Passwörter zukünftig nicht mehr zu verschlüsseln, um dem nachzukommen? Oder vertraut die Bundesregierung darauf, dass sich die Anbieter nicht an geltendes Datenschutzrecht halten, weil die Herausgabepflicht sonst ja ins Leere laufen würde?Dr.","","","07",32,19136
"9",9," Angela Merkel, Bundeskanzlerin:","","","08",32,19136
"10",10,"Die Bundesregierung plant nicht die vollständige Veränderung der Passwortpraxis gegenüber allen Kunden.","","","09",32,19136
"11",11," Sie wissen, dass das, was jetzt in Rede steht, ein Versuch ist, an Kommunikation zu kommen, wenn erhebliche Verdachtsmomente, geäußert durch richterliche Entscheidung, vorliegen, wie man es in anderen Bereichen auch hat.","","","10",32,19136
"12",12," In diesem Zusammenhang gab es mit der FDP ja viele Diskussionen über die Fragen der Telefonkommunikation.","","","11",32,19136
"13",13," Diese Möglichkeiten hat man also in den Fällen, in denen rechtsstaatlich darauf hingewiesen wird, dass man die Kommunikation überprüfen sollte.","","","12",32,19136
"14",14,"Bundeskanzlerin Dr.","","","13",32,19136
"15",15," Angela MerkelSelbstverständlich wird das dann auch — so, wie das heute schon ist — parlamentarisch abgesichert sein.","","","14",32,19136
"16",16," Insofern, finde ich, sollten wir alle nicht den Eindruck erwecken, als würde die Bundesregierung in Zukunft sozusagen in breiter Art und Weise die Kommunikation von Bürgerinnen und Bürgern überwachen wollen.","","","15",32,19136
"17",17," Das tut der Sache nicht gut.","","","16",32,19136
"18",18," Präsident Dr.
 Wolfgang ","","","17",32,19136
