"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",9,19084
"2",2," Vielen Dank, Dr.","","","01",9,19084
"3",3," Frömming.","","","02",9,19084
"4",4," — Nächster Redner:","","","03",9,19084
"5",5," Rene Röspel für die SPD-Fraktion.","","","04",9,19084
"6",6," Rene Röspel:","","","05",9,19084
"7",7,"Frau Präsidentin! Meine sehr geehrten Damen und Herren! Eigentlich ist unser Thema jetzt ja Gesundheitsforschung.","","","06",9,19084
"8",8," Trotzdem:","","","07",9,19084
"9",9," Ich kann diese Propaganda der AfD, diese Lüge hier nicht einfach so im Raum stehen lassen.","","","08",9,19084
"10",10," Wir haben seit Monaten dartiber diskutiert, ob es in Deutschland möglich ist, dass der Bund Schulen finanziell unterstützt.","","","09",9,19084
"11",11," Da ist eine breite Diskussion in der Öffentlichkeit gewesen, im Bundestag, im Bundesrat.","","","10",9,19084
"12",12," Das Verfassungsorgan Vermittlungsausschuss hat vorgestern die Entscheidung getroffen, sodass hier darüber abgestimmt werden konnte.","","","11",9,19084
"13",13," Sie haben diese Entscheidung übrigens mitgetragen, stellen sich aber jetzt hier hin und kritisieren das als undemokratisch.
 Alle Bürgerinnen, alle Bürger sind aufgerufen, sich in der Mediathek des Bundestages die gestrige Diskussion anzuschauen —Vizepräsidentin Claudia ","","","12",9,19084
