"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",88,19073
"2",2,"Vielen Dank für diese Antwort.","","","01",88,19073
"3",3," — Wir machen jetzt weiter mit der Fragestunde, weil ich durchkommen möchte.","","","02",88,19073
"4",4," — Haben Sie die zweite noch nicht gestellt? — Okay, Sie schöpfen das voll aus.","","","03",88,19073
"5",5," — Bitte sehr.","","","04",88,19073
"6",6,"Heike Hänsel:","","","05",88,19073
"7",7,"Danke schön, Herr Präsident.","","","06",88,19073
"8",8," — Es geht gar nicht um einen Antrag auf Auslieferung an Ecuador, sondern, wenn, an Schweden.","","","07",88,19073
"9",9," Aber es wäre ganz gut, wenn Sie mir die Quelle bezüglich der Garantien der britischen Regierung, nicht an die USA auszuliefern, nennen; das ist bisher nämlich nicht eindeutig.","","","08",88,19073
"10",10," Darin besteht ja auch das Problem:","","","09",88,19073
"11",11," dass ihm entweder Todesstrafe oder lebenslange Haft droht.","","","10",88,19073
"12",12,"Ich möchte noch einmal sagen:","","","11",88,19073
"13",13," Es geht hier mittlerweile auch um eine humanitäre Frage.","","","12",88,19073
"14",14," Ich habe mit meiner Kollegin vor Weihnachten Julian Assange in der ecuadorianischen Botschaft besucht; das war nach acht Monaten Totalisolation das erste Mal möglich.","","","13",88,19073
"15",15," Er hatte acht Monate lang keinen Zugang zu Internet, Telefon; er hatte keinerlei Besuche.","","","14",88,19073
"16",16," Es gibt jetzt ein ganz strenges Regime, wer ihn überhaupt besuchen kann, auch was die Familie betrifft.","","","15",88,19073
"17",17," Die Situation von Julian Assange hat mittlerweile eine humanitäre Dimension.","","","16",88,19073
"18",18," Fühlen Sie sich nicht aufgerufen, zu sagen:","","","17",88,19073
"19",19," „Wir müssen innerhalb der Vereinten Nationen nach einer humanitären Lösung suchen, die es Julian Assange ermöglicht, in ein für ihn sicheres Land zu gelangen, ohne an die USA ausgeliefert zu werden“?Michael Roth, Staatsminister im Auswärtigen Amt:","","","18",88,19073
"20",20,"Herr Präsident! Frau Abgeordnete Hänsel, Sie haben die Lebensumstände von Herrn Assange in der ecuadorianischen Botschaft beschrieben.","","","19",88,19073
"21",21," Die ecuadorianische Regierung weist darauf hin, dass sie das bislang 6 Millionen Euro gekostet hat.","","","20",88,19073
"22",22," Die ecuadorianische Regierung ist ja von Herrn Assange beklagt worden, und diese Klage gegen die beschränkte Form der Lebensführung ist von den ecuadorianischen Gerichten abgewiesen worden.","","","21",88,19073
"23",23,"Ich will darüber hinaus auch Ihre Frage beantworten, auf welche Informationen sich meine Aussage gründet, dass es eine entsprechende Garantie der britischen Regierung gibt:","","","22",88,19073
"24",24," Der Generalstaatsanwalt Ecuadors erklärte am 31.","","","23",88,19073
"25",25," Oktober 2018 im Rahmen einer Pressekonferenz, dass der ecuadorianische Staat am 7.","","","24",88,19073
"26",26," März 2018 und am 10.","","","25",88,19073
"27",27," August 2018 entsprechende Garantien durch die jeweiligen britischen Außenminister, Boris Johnson und Jeremy Hunt, erhalten habe, Julian Assange nicht an Länder auszuliefern, in denen die Todesstrafe bestehe.","","","26",88,19073
"28",28," Also kann eine Auslieferung an die Vereinigten Staaten von Amerika nur dann möglich sein, wenn die USA deutlich machen, dass ihm nicht die Todesstrafe droht.","","","27",88,19073
"29",29," Das ist eine Formulierung im Konjunktiv; das will ich hervorheben.
Vizepräsident Thomas ","","","28",88,19073
