"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",71,19081
"2",2,"Der Kollege Sebastian Hartmann hat das Wort für die SPD-Fraktion.","","","01",71,19081
"3",3," Sebastian Hartmann:","","","02",71,19081
"4",4,"Sehr geehrter Herr Präsident! Meine sehr geehrten Damen und Herren! Liebe Kolleginnen und Kollegen! Wir wollen den digitalen Fortschritt.","","","03",71,19081
"5",5," Die SPD will, dass alle von diesem digitalen Fortschritt und diesem digitalen Wandel profitieren.","","","04",71,19081
"6",6," Darum muss im Mittelpunkt dieser Digitalisierung der Mensch stehen.","","","05",71,19081
"7",7," Der Schutz seiner Souveränität, seiner Freiheit und seiner Sicherheit muss gestärkt werden.","","","06",71,19081
"8",8," Die Technologie ist nicht nur Selbstzweck, sondern sie ist Mittel zum Zweck.","","","07",71,19081
"9",9," Wir werden sie als Instrument brauchen, um die großen, neuen gesellschaftlichen Herausforderungen unserer Zeit zu bewältigen.","","","08",71,19081
"10",10," Wir stehen vor einer Wahl:","","","09",71,19081
"11",11," auf der einen Seite das chinesische Modell eines starken Staates, der — zensurgetrieben — keine Menschen- und Bürgerrechte schützt, auf der anderen Seite ein System stark privatwirtschaftlich geprägter Digitalisierung in den Vereinigten Staaten, mit starken Unternehmen, die Daten aber nicht preisgeben und den Datenschutz nicht achten.","","","10",71,19081
"12",12," Deshalb erhält der Datenschutz eine besondere Bedeutung bei der Gestaltung der Digitalisierung, die aus unserer Sicht nicht im Mittelpunkt einer reinen Digitalpolitik, sondern im Mittelpunkt der Gesellschaftspolitik steht.","","","11",71,19081
"13",13,"Meine Herren von der FDP — die wenigen, die anwesend sind, obwohl Sie den Antrag vorgelegt haben -, wir befinden uns auf dem Weg, einerseits das umzusetzen, was wir im Koalitionsvertrag dargelegt haben, und andererseits an das anzuknüpfen, was wir mit dem IT-Sicherheitsgesetz in der vergangenen Legislaturperiode auf den Weg gebracht haben.","","","12",71,19081
"14",14," Wir rücken vor allen Dingen den Verbraucherschutz in den Mittelpunkt des zukünftigen Tuns eines starken BSI.","","","13",71,19081
"15",15," Denn es ist der Mensch, den wir auf dem Weg der erfolgreichen Gestaltung der Digitalisierung stärken wollen.","","","14",71,19081
"16",16," Ob neue Stellen, mehr Geld oder die Investition vor allen Dingen in Verschlüsselungstechnologien, wir als Bürgerinnen und Bürger erwarten, dass wir in die Lage versetzt werden, vom digitalen Wandel zu profitieren — und zwar unabhängig vom Staat —, und dass wir auf die Digitalisierung positiv schauen können.","","","15",71,19081
"17",17," Meine Damen und Herren, ich finde, das kann sich sehen lassen, und es bedarf der Anträge der FDP nicht.","","","16",71,19081
"18",18," Dennoch haben Sie uns zu dieser Debatte eingeladen.","","","17",71,19081
"19",19," Aber was Sie da anbieten, meine Herren von der FDP, ist in Wirklichkeit ein alter Hut, meine Herren von der FDP, die denn dann da sind.","","","18",71,19081
"20",20," Es ist in Wirklichkeit die Diskussion darüber, ob ein Digitalministerium geschaffen werden soll.","","","19",71,19081
"21",21," Sie wollen uns außerdem eine weitere Föderalismusreform nicht ersparen; denn Sie stellen erneut die Kooperation auf der Bundesebene infrage.","","","20",71,19081
"22",22," Ich sage Ihnen in aller Klarheit:","","","21",71,19081
"23",23," Wenn wir ein Kooperationsverbot zum Ziel haben und vollkommen ausblenden, dass wir eigentlich ein Kooperationsgebot brauchen, das staatliche Ebenen dazu bringt, zu überlegen, wie sie Forschung, Technologie, aber auch die Sicherheitsbehörden neu vernetzen können, sodass es vor allen Dingen den Menschen nutzt — das Stichwort „Verbraucherschutz“ ist schon gefallen —, dann verschwenden wir eine Menge Zeit.","","","22",71,19081
"24",24," — Entschuldigen Sie mal, Herr Kollege! Was Sie von der FDP gemacht haben, ist doch Folgendes:","","","23",71,19081
"25",25," Sie haben sich der Verantwortung für dieses Land bewusst verweigert.","","","24",71,19081
"26",26," Wenn Sie hinterher beklagen, dass Sie keine Verantwortung haben, und am Spielfeldrand stehen, alles besser wissen wollen und schlaue Tipps geben, dann möchte ich Ihnen an dieser Stelle ein Angebot machen.","","","25",71,19081
"27",27," Ich würdige doch guteSebastian HartmannTeile Ihres Antrages.","","","26",71,19081
"28",28," Ich verdamme ihn doch nicht in Bausch und Bogen.","","","27",71,19081
"29",29," Ich habe doch nur kritisiert, dass Sie ein Digitalministerium schaffen und eine weitere Föderalismusreform durchführen wollen.","","","28",71,19081
"30",30," Ich wollte aber gerade würdigen, dass in Ihrem Antrag bestimmte Teile wirklich gut sind, vor allen Dingen diejenigen, die Sie aus dem Koalitionsvertrag von SPD und CDU und CSU abgeschrieben haben, und der Teil, in dem Sie würdigen, dass wir die Mittel für die entsprechenden Stellen schon eingestellt haben.","","","29",71,19081
"31",31,"Das ist doch ein guter Weg, meine Herren.","","","30",71,19081
"32",32," Wir kümmern uns darum.","","","31",71,19081
"33",33," Seien Sie versichert:","","","32",71,19081
"34",34," Das Thema ist bei uns in guten Händen; denn Digitalpolitik ist Gesellschaftspolitik und darf nicht dem Klein-Klein staatlicher Souveränität oder einem Kooperationszwang unterliegen.","","","33",71,19081
"35",35," Herzlichen Dank.","","","34",71,19081
"36",36,"Vizepräsident Dr.
 Hans-Peter ","","","35",71,19081
