"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",103,19083
"2",2," Herr Kollege, der Kollege Hocker würde gerne eine Zwischenfrage stellen.","","","01",103,19083
"3",3," Gestatten Sie das?Carsten Träger:","","","02",103,19083
"4",4," Ja bitte, gerne.","","","03",103,19083
"5",5,"Dr.","","","04",103,19083
"6",6," Gero Clemens Hocker:","","","05",103,19083
"7",7,"Vielen Dank, Herr Kollege Träger, dass Sie mir erlauben, diese Zwischenfrage zu stellen.","","","06",103,19083
"8",8," — Sie haben eben erklärt, dass das Abschießen einzelner Tiere ja bereits wunderbar funktioniert.","","","07",103,19083
"9",9," Ich möchte Sie fragen, ob Sie mit mir einer Meinung sind, dass es alles andere als wunderbar ist, was Ihr Parteikollege Olaf Lies als Umweltminister in Niedersachsen gerade erleben muss.","","","08",103,19083
"10",10," Er hat die Anweisung zum Abschuss eines Tieres erteilt.","","","09",103,19083
"11",11," Dennoch musste durch ein Verwaltungsgericht festgestellt werden, dass diese Abschusserteilung rechtmäßig ist.","","","10",103,19083
"12",12," Sind Sie mit mir einer Meinung, dass das alles andere als ein einfaches Verfahren ist? Carsten Träger:","","","11",103,19083
"13",13,"Ihnen tönt es aus den Reihen des Hauses entgegen, dass wir uns in einem Rechtsstaat befinden.","","","12",103,19083
"14",14," Wenn das Verwaltungsgericht das entscheidet, dann ist das nun mal so.","","","13",103,19083
"15",15,"Wir haben aber dennoch die Situation — das werden Sie nicht bestreiten —, dass es die Méglichkeit gibt, Problemwolfe zu entnehmen.","","","14",103,19083
"16",16," Es ist unsere Aufgabe, dafür zu sorgen, dass es gar nicht so weit kommt, dass wir in solche Situationen geraten.","","","15",103,19083
"17",17," Sie wollten eine Antwort haben, die habe ich Ihnen gegeben.","","","16",103,19083
"18",18," — Vielen Dank.","","","17",103,19083
"19",19,"Dritte Feststellung.","","","18",103,19083
"20",20," Für Lösungen echter Probleme stehen wir zur Verfügung.","","","19",103,19083
"21",21," Zweifelsohne sind Risse von Nutztieren Probleme.","","","20",103,19083
"22",22," Wir haben uns bereits in der Vergangenheit damit beschäftigt, und wir werden es auch weiterhin tun.","","","21",103,19083
"23",23,"Wir hatten erst im letzten Jahr zwei Anhörungen - sowohl im Umweltausschuss als auch im Landwirtschaftsausschuss -, bei denen uns alle Sachverständigen unisono bestätigt haben, dass die Lösung nicht im Abschießen von Wölfen, sondern in der Verbesserung der Maßnahmen des Herdenschutzes besteht.","","","22",103,19083
"24",24," Daran sollten wir arbeiten.","","","23",103,19083
"25",25," Wir müssen die Schäfer unterstützen, die ohnehin keine besonders gut verdienende Gruppe in der deutschen Landwirtschaft sind.","","","24",103,19083
"26",26," Dann wird den Leuten wirklich geholfen.","","","25",103,19083
"27",27," Frau Klöckner, wir haben einiges zu tun.","","","26",103,19083
"28",28," Sie haben sich in der Vergangenheit wiederholt dazu bekannt, dass Sie den Berufsstand der Schäfer besser unterstützen wollen.","","","27",103,19083
"29",29," Sie können sich sicher sein, dass Sie dabei die SPD-Fraktion an Ihrer Seite haben.","","","28",103,19083
"30",30," Lassen Sie uns das gemeinsam in den Haushaltsberatungen angehen.","","","29",103,19083
"31",31," An der Stelle möchte ich auch das Umweltministerium loben.","","","30",103,19083
"32",32," Frau Schulze ist es zu verdanken, dass vonseiten der EU die Übernahme von 100 Prozent der Kosten durch die Bundesländer gebilligt wurde:","","","31",103,19083
"33",33," 100 Prozent Kostenübernahme für Herdenschutzmaßnahmen, für Schadensregulierungen — übrigens auch von indirekten Schäden.","","","32",103,19083
"34",34," Das ist der Weg, den wir gehen müssen, um die Konflikte zu minimieren.","","","33",103,19083
"35",35," Carsten TragerLassen Sie mich noch ein Wort zum Thema Fütterungsverbot sagen.","","","34",103,19083
"36",36," Ich finde, das müssen wir als eine vordringliche Maßnahme anpacken.","","","35",103,19083
"37",37," Der Wolf muss ein scheues Wildtier bleiben, das letztendlich Angst vor dem Menschen hat.","","","36",103,19083
"38",38," Anders ist das, was Sie suggerieren wollen:","","","37",103,19083
"39",39," dass mehr Menschen Angst vor dem Wolf hätten.","","","38",103,19083
"40",40," Zusammenfassend:","","","39",103,19083
"41",41," Für vernünftige Lösungen, für Gespräche stehen wir immer gerne zur Verfügung, für Panikmache nicht.","","","40",103,19083
"42",42," Liebe Liberale, Sie sollten sich gut überlegen, mit wem Sie ins Bett steigen.","","","41",103,19083
"43",43," Setzen Sie lieber die Tradition als eine stolze, faktenbasierte, wissenschaftsorientierte Partei fort.","","","42",103,19083
"44",44," Bei Ihnen habe ich noch Hoffnungen.","","","43",103,19083
"45",45," Bei anderen habe ich diese Hoffnung aufgegeben.","","","44",103,19083
"46",46," Vizepräsident Dr.
 Hans-Peter ","","","45",103,19083
