"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",6,19092
"2",2," Nächster Redner ist der Kollege Markus Herbrand, DP.","","","01",6,19092
"3",3," Markus Herbrand:","","","02",6,19092
"4",4,"Herr Prasident! Meine Damen und Herren! Dass wir Sozialleistungsbetrug, Schwarzarbeit und auch Lohnausbeutung beim sogenannten Arbeiterstrich bekämpfenMarkus Herbrandmüssen, ist doch selbstverständlich.","","","03",6,19092
"5",5," Wir begrüßen auch ausdrücklich, dass der Missbrauch beim Kindergeldbezug endlich bekämpft wird; da hat sich ja eine regelrechte Industrie entwickelt.","","","04",6,19092
"6",6," Insofern benennt und identifiziert der Gesetzentwurf selbstverständlich bestehende Schwachstellen.","","","05",6,19092
"7",7,"Es stimmt auch:","","","06",6,19092
"8",8," Der Zoll nimmt elementare Aufgaben für den Staat wahr.","","","07",6,19092
"9",9," In letzter Zeit kommt aber eines viel zu kurz:","","","08",6,19092
"10",10," Weil er viel zu lange stiefmütterlich behandelt wurde, krankt er inzwischen massiv an mehreren Stellen.","","","09",6,19092
"11",11," Dabei denke ich vor allem an die halbherzigen Übertragungen immer neuer Aufgaben in den letzten Jahren:","","","10",6,19092
"12",12," die Verwaltung der Kfz-Steuer, die Überprüfung im Falle von Schwarzarbeit, die Bekämpfung der Geldwäsche und die Überprüfung der viel zu bürokratischen Mindestlohndokumentation.","","","11",6,19092
"13",13," Das alles führt zu strukturellen Problemen.","","","12",6,19092
"14",14," In den Chor der Koalition, der nur Lobeshymnen auf diesen Gesetzentwurf singt, werden wir aber nicht einstimmen.","","","13",6,19092
"15",15," Denn auch wenn Sie durchaus relevante Probleme identifiziert haben, ist Ihr Gesetzentwurf aus unserer Sicht noch kein großer Wurf.","","","14",6,19092
"16",16," Unsere Skepsis beruht auf mehreren Gründen.","","","15",6,19092
"17",17,"Erstens.","","","16",6,19092
"18",18," Zunächst hat die FDP Bedenken, ob die zusätzlichen Ermittlungs- und Prüfungskompetenzen rechtsstaatlich angemessen und diesbezüglich verhältnismäßig ausgestattet sind.","","","17",6,19092
"19",19," Die FDP ist die Partei der Bürgerrechte.","","","18",6,19092
"20",20," Deshalb werden wir diesen Bedenken im Gesetzgebungsverfahren nachgehen.","","","19",6,19092
"21",21,"Zweitens.","","","20",6,19092
"22",22," Der Finanzminister denkt leider nicht im Traum daran, den bestehenden Verwaltungswahn einzustampfen.","","","21",6,19092
"23",23," Verwaltungsvereinfachungen werden nicht ernsthaft angegangen.","","","22",6,19092
"24",24," Gestern hat mein Kollege Dr.","","","23",6,19092
"25",25," Hoffmann hierzu eine Frage gestellt.","","","24",6,19092
"26",26," 34 000 Meldungen werden an der deutsch-schweizerischen Grenze taglich manuell abgestempelt.","","","25",6,19092
"27",27," Ein Wahnsinn! Bevor wir immer mehr Personal in die Prüfung stecken, wäre es für den Staat doch ratsam, alle Möglichkeiten von Effizienzsteigerungen auszuloten.","","","26",6,19092
"28",28," Zunächst sollten Arbeitsabläufe hinterfragt und auch Digitalisierungspotenziale ausgeschöpft werden.","","","27",6,19092
"29",29," Wer einmal eine Prüfung der Finanzkontrolle Schwarzarbeit miterlebt hat, der weiß, dass dort immer noch in ganz hohem Maße analog gearbeitet wird.","","","28",6,19092
"30",30," Die Finanzkontrolle Schwarzarbeit könnte viel schlagfertiger sein, wenn die bereits seit Jahren bestehenden Vorgaben des Schwarzarbeitsbekämpfungsgesetzes endlich umgesetzt wären.","","","29",6,19092
"31",31," Zum Beispiel ist immer noch nicht sichergestellt, dass die eine Behörde auf die Daten der anderen Behörde zugreifen darf.","","","30",6,19092
"32",32," Das darf nicht weiter so sein.","","","31",6,19092
"33",33," Vielleicht wäre es also ratsam, zunächst einmal die bestehenden Gesetze auch umzusetzen.","","","32",6,19092
"34",34," Die Bundesregierung will mit diesem Gesetz vornehmlich eins erreichen:","","","33",6,19092
"35",35," sich als Vorreiter für die Einhaltung bestehender Gesetze in Szene setzen.","","","34",6,19092
"36",36," Da ist es doch sehr interessant, dass Sie auf eine Anfrage der FDP-Fraktion vergangene Woche haben einräumen müssen, dass ausgerechnet auch beim Zoll nicht alle tarifvertraglichen Vereinbarungen eingehalten werden; denn nach Ihrer Antwort aufunsere Anfrage werden nicht für alle tariflich Beschäftigten Arbeitsplatzbeschreibungen vorgehalten.","","","35",6,19092
"37",37," Ich glaube, da kann man auch von Doppelmoral sprechen.","","","36",6,19092
"38",38," Sehr geehrte Kollegen, ich warne davor, Verbesserungen nur auf dem Papier vorzunehmen.","","","37",6,19092
"39",39," An der hier längst überfälligen Initiative zur Stärkung der Finanzkontrolle Schwarzarbeit müssen wir noch deutlich nachbessern.","","","38",6,19092
"40",40," Wir freuen uns auf die inhaltliche Auseinandersetzung in den zuständigen Ausschüssen.","","","39",6,19092
"41",41,"Herzlichen Dank.","","","40",6,19092
"42",42,"Präsident Dr.
 Wolfgang ","","","41",6,19092
