"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",71,19092
"2",2,"Vielen Dank, Herr Kollege Herrmann.","","","01",71,19092
"3",3," — Als nächste Rednerin spricht für die SPD-Fraktion die Kollegin Gabriela Heinrich.","","","02",71,19092
"4",4," Gabriela Heinrich:","","","03",71,19092
"5",5,"Sehr geehrter Herr Präsident! Meine Damen und Herren! Liebe Kolleginnen und Kollegen! Ein Register mit Daten über bestimmte Bevölkerungsgruppen wie das Ausländerzentralregister kann man durchaus kritisch sehen.","","","04",71,19092
"6",6," Allerdings:","","","05",71,19092
"7",7," Es kommt auch immer darauf an, um welche Daten es sich handelt.","","","06",71,19092
"8",8," Zum Beispiel können Angaben durchaus sinnvoll sein, um die notwendige Unterstützung des Einzelnen für die Integration herauszuarbeiten.","","","07",71,19092
"9",9,"Hierfür ist das Ausländerzentralregister eine wichtige und letztlich auch unverzichtbare Grundlage.","","","08",71,19092
"10",10," Für Asylbewerberinnen und Asylbewerber sind Daten wie Schulbildung, Studium, Ausbildung, Beruf, Sprachkenntnisse und die Teilnahme an Integrationskursen hinterlegt.","","","09",71,19092
"11",11," Das Ausländerzentralregister hat dabei jedoch das Zeug, zu polarisieren.","","","10",71,19092
"12",12," Es gibt das Interesse von Behörden, möglichst viele Daten zu sammeln, um darauf schnell und unbürokratisch zugreifen zu können, und es gibt den Datenschutz.","","","11",71,19092
"13",13,"Der Bundesrat hat Stellung genommen.","","","12",71,19092
"14",14," Und es ist klar, dass unser Gesetzentwurf zwar nicht alle Wünsche der Länder erfüllt, aber er kommt dem Anliegen der Länder entgegen.","","","13",71,19092
"15",15," Künftig sollen auch andere Behörden die für sie notwendigen Daten ohne Umwege einsehen können:","","","14",71,19092
"16",16," zum Beispiel Jugendämter, die Träger der Deutschen Rentenversicherung, das Auswärtige Amt und seine Vertretungen.","","","15",71,19092
"17",17,"Darüber hinaus fordert der Bundesrat unter anderem eine Ausweitung des automatisierten Verfahrens.","","","16",71,19092
"18",18," Alle für Integrationsmaßnahmen zuständigen Stellen der Länder und Kommunen sollen direkt zugreifen können.","","","17",71,19092
"19",19," Damit soll die Integrationsarbeit auf kommunaler Ebene und besonders die Sozialarbeit gestärkt werden.","","","18",71,19092
"20",20," Das ist sicherlich ein Punkt, über den wir im weiteren parlamentarischen Verfahren noch reden werden.","","","19",71,19092
"21",21,"Aber:","","","20",71,19092
"22",22," Der Datenschutzbeauftragte der Bundesregierung hat zu Recht darauf hingewiesen, dass keine Personenkennzahl entstehen darf.","","","21",71,19092
"23",23," Eine solche Entwicklung würde auch vom Bundesverfassungsgericht nicht akzeptiert.","","","22",71,19092
"24",24," Das Ausländerzentralregister darf Informationen speichern und zur Verfügung stellen, aber eben nicht allumfassend, nicht unbegrenzt, und es darf auch nicht jeder Zugriff darauf haben.","","","23",71,19092
"25",25," Es geht um persönliche Informationen, die geschützt werden müssen.","","","24",71,19092
"26",26,"Bei dem Gesetzentwurf geht es aber nicht nur um eine solide Grundlage für die Flüchtlings- und Integrationspolitik, sondern, wie erwähnt, auch um das Thema Sicherheit.","","","25",71,19092
"27",27," Ein Sicherheitsabgleichsv fahren wurde bereits mit dem letzten Dat t 1 tz eingeführt.","","","26",71,19092
"28",28," Terrorismusrelevante Erkenntnisse oder sonstige schwerwiegende Sicherheitsbedenken sollen damit frühzeitig weitergegeben werden.","","","27",71,19092
"29",29," Jetzt soll unter anderem die Bundespolizei mehr Befugnisse erhalten.","","","28",71,19092
"30",30,"Wir haben in den anstehenden Beratungen also noch einigen Gesprächsbedarf.","","","29",71,19092
"31",31," Es wird um die Forderungen der Länder gehen und um die Hinweise des Datenschutzbeauftragten — und um Verfahren, die die besondere Schutzbedürftigkeit von Kindern berücksichtigen.","","","30",71,19092
"32",32,"Fur die SPD-Bundestagsfraktion ist eines klar:","","","31",71,19092
"33",33," Wir wollen Daten für eine funktionierende Flüchtlings- und Integrationspolitik, Datenschutz und Sicherheit für die Bevölkerung im Land.","","","32",71,19092
"34",34," Und wir sind davon überzeugt, dass es möglich ist, diese drei Punkte miteinander zu vereinbaren.","","","33",71,19092
"35",35," Dafür setzen wir uns in den Beratungen ein.","","","34",71,19092
"36",36,"Vielen Dank.
 Vizepräsident Wolfgang ","","","35",71,19092
