"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",15,19094
"2",2," Herr Krischer.","","","01",15,19094
"3",3,"Oliver Krischer:","","","02",15,19094
"4",4,"Frau Bundeskanzlerin, ich kann Ihr Bild der Wirklichkeit an der Stelle nicht teilen.","","","03",15,19094
"5",5," Sie haben eben gesagt, wir hätten die Emissionen von 2010 bis 2020 um 20 ProzentOliver Krischerreduziert.","","","04",15,19094
"6",6," Wenn es vorher auch 20 Prozent gewesen wären, wären das 40 Prozent, und dann hätten wir jetzt das Ziel erreicht.","","","05",15,19094
"7",7," Wir verfehlen es aber krachend.","","","06",15,19094
"8",8," Wir haben ein Ziel von 40 Prozent und erreichen gerade mal 30 Prozent.","","","07",15,19094
"9",9," In den letzten zehn Jahren ist praktisch nichts an Emissionen reduziert worden.","","","08",15,19094
"10",10," Im Verkehrsbereich sind die Emissionen sogar gestiegen.","","","09",15,19094
"11",11," Ich kann nicht verstehen, wie man das als Erfolg verkaufen kann.","","","10",15,19094
"12",12," Die Bilanz der letzten zehn Jahre ist desaströs.","","","11",15,19094
"13",13," Deshalb möchte ich Sie fragen:","","","12",15,19094
"14",14," Warum kämpft Deutschland, wie beim letzten Energieministerrat, eigentlich an der Seite Polens gegen die Niederlande, gegen Spanien und gegen Schweden, die sich für das Ziel, bis 2050 den Strom zu 100 Prozent aus erneuerbaren Energien zu gewinnen, einsetzen?Präsident Dr.
 Wolfgang ","","","13",15,19094
