"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",89,19126
"2",2," Eine Rückfrage von Herrn Gastel.","","","01",89,19126
"3",3," Matthias Gastel:","","","02",89,19126
"4",4,"Herr Staatssekretär Ferlemann, es ist nicht ganz unproblematisch, das Eigenkapital zu erhöhen.","","","03",89,19126
"5",5," Wenn es für investive Zwecke gedacht ist, frage ich:","","","04",89,19126
"6",6," Warum wird dann nicht gleich noch mal mehr Geld beispielsweise bei der Leistungs- und Finanzierungsvereinbarung oder den Bedarfsplanmitteln gegeben? Die Bedarfsplanmittel sollen laut Haushaltsplanentwurf im Jahr 2020 sogar gekürzt anstatt gesteigert werden.","","","05",89,19126
"7",7," Warum geht es nicht direkt in die Infrastruktur über die bestehenden Finanzierungsinstrumente, die es gibt, sondern über den Umweg des Eigenkapitals?Enak Ferlemann, Parl.","","","06",89,19126
"8",8," Staatssekretär beim Bundesminister für Verkehr und digitale Infrastruktur:","","","07",89,19126
"9",9,"Das ist eine sehr gute Frage, Herr Kollege.","","","08",89,19126
"10",10," Sie wissen, dass ich mich seit Jahren dafür einsetze, dass wir genau so ein Regime schaffen.","","","09",89,19126
"11",11," Warum? Es gibt Aus- und Neubaumaßnahmen; die finanzieren wir aus dem Bundesschienenwegeausbaugesetz.","","","10",89,19126
"12",12," Und es gibt Unterhaltungs- und Erhaltungsmaßnahmen; die finanzieren wir aus der Leistungs- und Finanzierungsvereinbarung.","","","11",89,19126
"13",13,"Es gibt aber zahlreiche Maßnahmen, die weder aus dem einen noch aus dem anderen finanziert werden.","","","12",89,19126
"14",14," Die können wir aus dem Bundesetat gar nicht finanzieren; die sind aber für die Steigerung der Kapazität auf dem Netz höchst effektiv.","","","13",89,19126
"15",15," Die Finanzierung dieser Maßnahmen muss die Bahn selber stemmen.","","","14",89,19126
"16",16," Da die Bahn diese Kapitalausstattung nicht hat, war es für die Bundesregierung angezeigt, das Kapital der Bahn zu erhöhen, damit sie diese Investitionen, die meiner Einschätzung nach zwingend erforderlich sind, wenn wir die Kapazität auf dem Netz nachhaltig steigern wollen, tätigen kann.","","","15",89,19126
"17",17," Deswegen gibt es diese Eigenkapitalerhöhung.","","","16",89,19126
"18",18," Ich bin dem Klimakabinett außerordentlich dankbar, dass es diese weittragende Entscheidung gefällt hat.
Vizepräsidentin Claudia ","","","17",89,19126
