"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",144,19133
"2",2," Vielen Dank.","","","01",144,19133
"3",3," — Als Nächstes spricht für die Fraktion Die Linke die Kollegin Kerstin Kassner.","","","02",144,19133
"4",4," Kerstin Kassner:","","","03",144,19133
"5",5,"Herr Präsident! Liebe Kolleginnen und Kollegen! Wenn es um den Tourismus im Osten geht, können Sie mir glauben, dass ich als Bewohnerin der schönen Insel Rügen und als Wirtin einer Pension, die ich 1992 mit meinem Mann gegründet habe, weiß, wovon ich spreche.","","","04",144,19133
"6",6," Deshalb sage ich:","","","05",144,19133
"7",7," Es ist gut, dass sich vieles im Bereich Tourismus getan hat.","","","06",144,19133
"8",8," Wir können wirklich auf viele Erfolge stolz verweisen; aber es bleibt noch viel zu tun, und das sollten wir nicht leugnen.","","","07",144,19133
"9",9," Ich möchte dafür drei Gründe nennen.","","","08",144,19133
"10",10,"Der erste Grund ist die Lage der Kommunen.","","","09",144,19133
"11",11," Trotz erfolgreicher Tourismuspolitik ist es selbst in touristischen Hotspots nicht gelungen, einen selbsttragenden Aufschwung zu erreichen.","","","10",144,19133
"12",12," Das bedeutet im Umkehrschluss, dass viele Infrastrukturprojekte noch immer notleidend sind:","","","11",144,19133
"13",13," Die Digitalisierung ist ein Thema, an dem wir weiterarbeiten müssen, nicht geschlossene Radwegesysteme ist ein weiteres Thema, und beim ÖPNV gibt es wirklich dringend Nachholbedarf.","","","12",144,19133
"14",14," Beispielsweise hat auch meine Insel aufgrund des vom Tourismus verursachten Verkehrschaos Probleme.","","","13",144,19133
"15",15," Wir drohen an bestimmten Tagen zu bestimmten Zeiten im Verkehr zu ersticken.","","","14",144,19133
"16",16," Wir brauchen einen guten ÖPNV.","","","15",144,19133
"17",17," Das wäre für die Einwohner genauso wie für die Touristen gut.","","","16",144,19133
"18",18," Ein zweites Thema, bei dem ich mir wünschte, dass wir uns damit intensiver beschäftigten, betrifft die Fragen:","","","17",144,19133
"19",19," Wie stellen wir uns auf für die Zukunft? Wie schaffen wir es, dass unser Tourismus nachhaltig ist? Ich wünschte mir, dass wir viel mehr in Forschung und Kreativität investieren.","","","18",144,19133
"20",20," Wenn ich höre, dass 4,4 Millionen Euro an Forschungsmitteln für den Tourismus zur Verfügung gestellt werden und nur 2 Prozent davon in den Osten flieBen, dann sage ich:","","","19",144,19133
"21",21," Das ist eindeutig viel zu wenig.","","","20",144,19133
"22",22," Hier brauchen wir neue Ansätze.","","","21",144,19133
"23",23," Kerstin KassnerGerade am Montag wurde uns vorgestellt, welche Projekte im Rahmen einer Kreativitätsförderung durch das Kompetenzzentrum Tourismus gefördert werden.","","","22",144,19133
"24",24," Von den elf dort vorgestellten Projekten ist nur eins, ein einziges, tatsächlich im Osten zu verzeichnen.","","","23",144,19133
"25",25," Und auch hier sage ich:","","","24",144,19133
"26",26," Das ist zu wenig.","","","25",144,19133
"27",27," Das muss verändert werden.","","","26",144,19133
"28",28," Abschließend noch ein Wunsch:","","","27",144,19133
"29",29," Wer Beschäftigter in dieser Branche ist, hat es verdient, dass er auskömmlich entlohnt wird, dass er nicht von Altersarmut bedroht ist, dass er die Chancen der Reisefreiheit nicht nur theoretisch, sondern auch tatsächlich nutzen und sich in anderen Gegenden davon überzeugen kann, dass es dort auch schön ist.","","","28",144,19133
"30",30,"Vielen Dank.
Vizepräsident Thomas ","","","29",144,19133
