"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",68,19076
"2",2," Zusatzfrage der Kollegin?Daniela Kluckert:","","","01",68,19076
"3",3,"Ja, vielen Dank.","","","02",68,19076
"4",4," — Herr Staatssekretär, wir alle haben aus der Presse erfahren, wie sozusagen Zwischenergebnisse veröffentlicht und bewertet worden sind.","","","03",68,19076
"5",5," Mich würde einmal interessieren:","","","04",68,19076
"6",6," Wie bewerten Sie denn die Lage für die 800 000 Arbeitsplätze — das sind 7,7 Prozent der Wirtschaftsleistung — in der Automobilindustrie in Deutschland? Würden Sie sagen, dass diese Arbeits Daniela Kluckertplatze aufgrund der Sachen, die in der Presse bekannt geworden sind, in Gefahr sind bzw.","","","05",68,19076
"7",7," dass sie in Gefahr sind, wenn das umgesetzt werden würde?Enak Ferlemann, Parl.","","","06",68,19076
"8",8," Staatssekretär beim Bundesminister für Verkehr und digitale Infrastruktur:","","","07",68,19076
"9",9,"Sehr geehrte Frau Kollegin, ich glaube nicht, dass die Arbeitsplätze durch Veröffentlichungen in einer großen Zeitung in Gefahr geraten.","","","08",68,19076
"10",10," Ich glaube allerdings, dass, wenn diese Maßnahmen umgesetzt würden, sie schon eine Bedrohung für Arbeitsplätze in der Automobilindustrie darstellen können.","","","09",68,19076
"11",11," Deswegen muss man das, was wir als Verkehrsressort an Maßnahmen zur Einhaltung des Klimaschutzplans vorschlagen, sehr sorgsam abwägen.","","","10",68,19076
"12",12," Es geht auf der einen Seite um ökologische Fragestellungen - kein Thema -, und es geht auf der anderen Seite um ökonomische Fragestellungen.","","","11",68,19076
"13",13," Wir werden sicherlich in der Automobilwirtschaft eine große Umstellung haben.","","","12",68,19076
"14",14," Sie wissen, dass die ersten deutschen Automobilproduzenten bereits ihre Produktion von dem reinen Benzin- bzw.","","","13",68,19076
"15",15," Dieselmotor auf Elektromobilität umstellen, und dieser Prozess wird sich beschleunigen.","","","14",68,19076
"16",16," Meiner Einschätzung nach wird es deutlich mehr in die Richtung von Wasserstoff als Antrieb für Automobile gehen.","","","15",68,19076
"17",17," Von daher gesehen werden sich die Produktionsbedingungen verändern, und das wird natürlich auch Auswirkungen auf die Arbeitsplätze in der Automobilwirtschaft haben.","","","16",68,19076
"18",18,"Daniela Kluckert:","","","17",68,19076
"19",19,"Vielen Dank.","","","18",68,19076
"20",20," — Noch eine Nachfrage:","","","19",68,19076
"21",21," Das Umweltbundesamt hat eine Studie herausgegeben, die besagt, dass ein Tempolimit auf Autobahnen tatsächlich nur Einsparungen im CO,-Bereich in Höhe von 0,3 Prozent bringen würde.","","","20",68,19076
"22",22," Wirklich sinnvoll hingegen wäre — das zeigen auch neue Studien, gerade auch vom BDI veröffentlicht — die Benutzung von alternativen Kraftstoffen im Flottenbereich.","","","21",68,19076
"23",23," Jetzt ist es so, dass es natürlich auch auf europäischer Ebene entschieden wird, ob diese alternativen Kraftstoffe auf die Flottenziele angerechnet werden können.","","","22",68,19076
"24",24," Meine Frage ist:","","","23",68,19076
"25",25," Setzt sich die Bundesregierung auf EU-Ebene dafür ein, dass diese Kraftstoffe auf die CO,„-Flottenziele angerechnet werden können?Enak Ferlemann, Parl.","","","24",68,19076
"26",26," Staatssekretär beim Bundesminister für Verkehr und digitale Infrastruktur:","","","25",68,19076
"27",27,"Ich bin Ihnen sehr dankbar für die Fragestellung, weil sie eigentlich schon eine Antwort auf die vorher gestellten Fragen gibt.","","","26",68,19076
"28",28," Es ist so, dass wir uns dafür einsetzen, dass das angerechnet werden kann.","","","27",68,19076
"29",29," Wir beabsichtigen in diesem Kontext die Umstellung der Mobilität entweder auf die synthetischen Kraftstoffe, auf Elektromobilität oder — das ist mein Favorit — auf die Wasserstofffahrzeuge.
Vizepräsident Thomas ","","","28",68,19076
