"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",27,19078
"2",2,"Vielen Dank, Marie-Luise Dött.","","","01",27,19078
"3",3," — Einen schönen Tag, liebe Kolleginnen und Kollegen! — Der nächste Redner von der und für die AfD-Fraktion:","","","02",27,19078
"4",4," Andreas Bleck.","","","03",27,19078
"5",5," Andreas Bleck:","","","04",27,19078
"6",6," Schönen guten Tag, Frau Präsidentin! Werte Kolleginnen und Kollegen! Plastik ist weder gut noch böse.","","","05",27,19078
"7",7," Stattdessen ist der Umgang mit Plastik entscheidend.","","","06",27,19078
"8",8," Plastikabfälle, die eingesammelt und verwertet werden, stellen kaum oder keine Probleme für die Meere dar.","","","07",27,19078
"9",9," Dass sich die Plastikvermüllung der Meere überhaupt zu einem großen Problem entwickelt hat, liegt vornehmlich an afrikanischen und asiatischen Staaten, die weltweit zu den größten Verursachern gehören.","","","08",27,19078
"10",10," Verantwortlich ist unter anderem die fehlende Sensibilisierung der dortigen Bevölkerungen für die Umwelt.","","","09",27,19078
"11",11," Plastikabfälle werden einfach in die Flüsse entsorgt, die wiederum entwässern direkt in den Meeren.","","","10",27,19078
"12",12," Durch die Meeresströmungen werden die Plastikabfälle weltweit verteilt und bleiben nicht das alleinige Problem der Verursacher.","","","11",27,19078
"13",13,"Daher ist es ja durchaus sinnvoll, eine internationale Konvention zur Beendigung des Eintrags von Plastikabfällen einzusetzen.","","","12",27,19078
"14",14," Ob man aber mit Sanktionen bei Zuwiderhandlung ausgerechnet die weltweit größten Verursacher beteiligen kann, darf bezweifelt werden.","","","13",27,19078
"15",15," Vielmehr muss die wirtschaftliche Zusammenarbeit mit Schwellen- und Entwicklungsländern stärker an umweltpolitische Bedingungen geknüpft werden.","","","14",27,19078
"16",16," Nur mit dem dortigen Einsammeln und Verwerten von Plastikabfällen lässt sich die Plastikvermüllung der Meere im weltweiten Maßstab reduzieren.","","","15",27,19078
"17",17," Dabei ist die Verbrennung von Plastikabfällen aus Kostengründen erfolgversprechender und daher dem Recycling vorzuziehen.","","","16",27,19078
"18",18,"Im Vergleich zu den afrikanischen und asiatischen Staaten ist die Plastikvermüllung der Meere durch die Staaten der Europäischen Union gering.","","","17",27,19078
"19",19," Der Eintrag von Makroplastik beispielsweise in die deutschen Nordsee- und Ostseegewässer findet in der Regel illegal statt.","","","18",27,19078
"20",20," Wegwerfartikel aus Plastik wegen mancher illegaler Entsorgung grundsätzlich zu verbieten, würde einem grundsätzlichen Verbot des Autofahrens wegen Fahrens mancher Bürger ohne Führerschein gleichkommen.","","","19",27,19078
"21",21," Ein Verbot trifft rechtstreue und straffällige Bürger gleichermaßen.","","","20",27,19078
"22",22," Das ist aus unserer Sicht unverhältnismäßig.","","","21",27,19078
"23",23,"Bezüglich Mikro- und Nanoplastik muss lich belegt werden, ob und, wenn ja, welche gesundheit lichen Auswirkungen sie auf lebende Organismen haben.","","","22",27,19078
"24",24," Die Forschung dazu steckt in den Kinderschuhen.","","","23",27,19078
"25",25,"LaftAlles in allem sind viele Forderungen der Grünen nicht gerechtfertigt.","","","24",27,19078
"26",26," Stattdessen werden die Grünen wieder einmal ihrem Ruf als Verbots- und Sanktionspartei gerecht.","","","25",27,19078
"27",27," Eine Abgabe auf Wegwerfartikel aus Plastik folgt dem bewährten Motto „Dramatisieren, Drangsalieren, Abkassieren“.","","","26",27,19078
"28",28," Andreas BleckDer Einfallsreichtum der Grünen kennt dabei keine Grenzen.","","","27",27,19078
"29",29," Ob teure Energiewende nebst Ausstieg aus der Kohle- und Kernenergie oder die geplanten CO,- und Plastiksteuern, letztendlich wird der Bürger zur Kasse gebeten.","","","28",27,19078
"30",30," Darüber hinaus wird ein Tempolimit auf Autobahnen gefordert, um den Eintrag von Mikroplastik zu reduzieren.","","","29",27,19078
"31",31," „Freie Fahrt für freie Bürger“ soll, wenn es nach den Grünen geht, abgeschafft werden.","","","30",27,19078
"32",32," Inwieweit der Eintrag von Mikroplastik dadurch reduziert werden kann, ist wissenschaftlich ebenfalls nicht belegt; aber Hauptsache mal ein Tempolimit gefordert.","","","31",27,19078
"33",33,"Tatsächlich wird der höchste Eintrag von Mikroplastik nach Studien des Fraunhofer-Instituts vom Reifenabrieb verursacht.","","","32",27,19078
"34",34," Daher setzen wir auf die Innovationsfähigkeit der Reifenhersteller zur Erforschung anderweitiger Materialien, die den Abrieb verringern und damit die Haltbarkeit verlängern.","","","33",27,19078
"35",35," Auch die Erhöhung der Recyclingquote von Plastikabfällen in Deutschland unterstützen wir als richtigen und wichtigen Schritt.","","","34",27,19078
"36",36," Allerdings ist den Meeren, die von der Plastikvermüllung bereits stark betroffen sind, mit dieser Prävention nur bedingt geholfen.","","","35",27,19078
"37",37," Aus diesem Grund müssen wir trotz Rückschritten, wie beim Projekt »Ocean Cleanup“, innovative Projekte zur Säuberung der Meere fördern.","","","36",27,19078
"38",38,"Zu guter Letzt möchte ich noch auf Folgendes hinweisen:
Vizepräsidentin Claudia ","","","37",27,19078
