"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",84,19098
"2",2," Gestatten Sie eine Zwischenfrage, Herr Hilse?Karsten Hilse:","","","01",84,19098
"3",3,"Aber natürlich; immer gerne.","","","02",84,19098
"4",4," Das verlängert meine Redezeit.","","","03",84,19098
"5",5," — Alles klar, Frau Hendricks.","","","04",84,19098
"6",6," Stellen Sie doch auch eine Zwischenfrage.","","","05",84,19098
"7",7," Ich beantworte sie gerne.","","","06",84,19098
"8",8,"Dieter Janecek:","","","07",84,19098
"9",9,"Herr Kollege Hilse, ich persönlich finde es ja sehr gut, wenn sich die AfD in der Klimafrage so positioniert.","","","08",84,19098
"10",10," Ich glaube, Sie marginalisieren sich damit auf Dauer.","","","09",84,19098
"11",11,"Karsten Hilse:","","","10",84,19098
"12",12," Sie marginalisieren sich.","","","11",84,19098
"13",13,"Dieter Janecek:","","","12",84,19098
"14",14,"Das bietet die Möglichkeit, Sie in einigen Jahren dann hier nicht mehr anzutreffen.","","","13",84,19098
"15",15," Aber ich komme zu meiner Frage.","","","14",84,19098
"16",16,"Sie haben erneut die Zahl genannt, diese 0,00-etc.","","","15",84,19098
"17",17,"-Zahl.","","","16",84,19098
"18",18," Sie wissen ganz genau:","","","17",84,19098
"19",19," Diese Zahl bezieht sich darauf, wenn man sie überhaupt ernst nehmen kann, dass wir in Deutschland ein Jahr lang die CO,-Emissionen aussetzen.","","","18",84,19098
"20",20," Was macht diese Zahl für einen Sinn? Sollen wir dann nächstes Jahr die Braunkohlekraftwerke wieder anschalten, oder was ist der Sinn hinter dieser Zahl?Dieter JanecekDie zweite Frage.","","","19",84,19098
"21",21," Nächste Woche werden Sie ja die Creme de la Creme der Pseudowissenschaftler hier im Deutschen Bundestag versammeln, zum Beispiel Tom Wysmuller vom Heartland Institute, das von den Koch Brothers, von Philip Morris und von der Erdölindustrie der USA finanziert wird.","","","20",84,19098
"22",22," Dass Sie der Büttel der US-amerikanischen Erdölindustrie sind, ist das Ihre Aussage für den Klimaschutz? Karsten Hilse:","","","21",84,19098
"23",23," Ich bedanke mich erst einmal für die Frage.","","","22",84,19098
"24",24," Ich gehe ganz kurz darauf ein.","","","23",84,19098
"25",25,"Sie haben nicht richtig aufgepasst, glaube ich.","","","24",84,19098
"26",26," Ich habe nämlich gesagt:","","","25",84,19098
"27",27," 0,000284 Grad Einsparung bei sofortiger Abschaltung aller deutschen Kohlekraftwerke.","","","26",84,19098
"28",28," Das heißt, diese Kohlekraftwerke emittieren nie wieder CO,.","","","27",84,19098
"29",29," Diese Emissionen können also nur einmal eingespart werden.","","","28",84,19098
"30",30," Das ist das Ergebnis, das man nach den Formeln des IPCC erzielt.","","","29",84,19098
"31",31," Grundlage ist der sogenannte Equilibrium Climate Sensitivity von 3,2 Grad, der aus Sicht der meisten Wissenschaftler überhöht ist.","","","30",84,19098
"32",32," Diesen setzen Sie in die Formel ein.","","","31",84,19098
"33",33," Dann können Sie das berechnen; das können Sie selber machen.","","","32",84,19098
"34",34," Ich kann Ihnen gerne die Formel schicken.","","","33",84,19098
"35",35," Aber Sie können sie auch beim IPCC nachlesen.","","","34",84,19098
"36",36," Dann kommt genau der Wert von 0,000284 Grad Celsius heraus, um den sich die Erderwärmung verringert.","","","35",84,19098
"37",37,"Kommen wir zum nächsten Punkt.","","","36",84,19098
"38",38," Sie zum Beispiel versammeln sich hinter einer — Entschuldigung, wenn ich das so sage - erkrankten jungen Dame bzw.","","","37",84,19098
"39",39," deren Eltern bzw.","","","38",84,19098
"40",40," NGOs, die diese Kinder steuern.","","","39",84,19098
"41",41," Schauen Sie sich einmal an, wer das Spendenkonto von Fridays for Future — ich nenne die Bewegung nur No Education Fridays — verwaltet.","","","40",84,19098
"42",42," — Was hat das denn damit zu tun? — Schüler wären nie in der Lage, solche Demonstrationen selbst zu organisieren.","","","41",84,19098
"43",43," Das kostet Geld; dafür braucht man Equipment.","","","42",84,19098
"44",44," Das kann eine Schülerorganisation allein nicht machen.","","","43",84,19098
"45",45," Dahinter stecken NGOs, Grüne, Linke wahrscheinlich, wie auch immer.","","","44",84,19098
"46",46," — Gut, alles klar.","","","45",84,19098
"47",47,"Ich möchte fortfahren.","","","46",84,19098
"48",48," Für den genannten aberwitzig geringen Wert dem deutschen Steuerzahler laut IHK 170 Milliarden zu stehlen, ist für niemanden mit gesundem Menschenverstand nachvollziehbar.","","","47",84,19098
"49",49," Der Wissenschaftsjournalist Nigel Calder prophezeite 1998 — ich zitiere mit Ihrer Genehmigung —:","","","48",84,19098
"50",50,"Alle Parteien in den Industriestaaten, ob links oder rechts, werden die CO,-Erderwärmungstheorie übernehmen.","","","49",84,19098
"51",51," Dies ist eine einmalige Chance, die Luft zum Atmen zu besteuern.","","","50",84,19098
"52",52," Weil sie damit angeblich die Welt vor dem Hitzetod bewahren, erhalten die Politiker dafür auch noch Beifall.","","","51",84,19098
"53",53," Keine Partei wird dieser Versuchung widerstehen.","","","52",84,19098
"54",54,"Bei den schon länger hier Herumsitzenden hat Nigel Calder recht behalten.","","","53",84,19098
"55",55," Die AfD fordert, diesen ideologischen Irrsinn endlich zu beenden und zu einer vernünftigen Energiepolitik zurückzukehren.","","","54",84,19098
"56",56,"Vielen Dank für die Aufmerksamkeit.","","","55",84,19098
"57",57,"Vizepräsident Dr.
 Hans-Peter ","","","56",84,19098
