"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",28,19086
"2",2," Herr Kollege, gestatten Sie eine Zwischenfrage des Kollegen Theurer, FDP?Falko Mohrs:","","","01",28,19086
"3",3," Wenn die sieben Minuten noch nicht ausgereicht haben, dann bitte schön.","","","02",28,19086
"4",4,"Michael Theurer:","","","03",28,19086
"5",5,"Vielen Dank für die Méglichkeit, eine Zwischenfrage zu stellen.","","","04",28,19086
"6",6," — Sie haben die Ministererlaubnis auf europäischer Ebene angesprochen.","","","05",28,19086
"7",7," Es ist Ihnen offensichtlich entgangen, dass es heute schon eine politische Entscheidungsmöglichkeit in solchen Fragen in der Kommission gibt.","","","06",28,19086
"8",8," Ich bin bisher immer davon ausgegangen, dass es Position der Sozialdemokraten ist, dass die Europäische Kommission als europäische Bundesregierung auch die politische Verantwortung für die europäische Politik übernimmt.","","","07",28,19086
"9",9," Die Wettbewerbskommissarin hat im Kollegialorgan der Europäischen Kommission die Möglichkeit, das Ganze auf der Grundlage der rechtlichen Bewertung der Wettbewerbsbehörde zu entscheiden.","","","08",28,19086
"10",10," Das heißt, es gibt die Möglichkeit einer Ministererlaubnis auf europäischer Ebene bereits.","","","09",28,19086
"11",11,"Das, was Minister Altmaier und Minister Le Maire wollen, ist ja etwas ganz anderes:","","","10",28,19086
"12",12," Sie wollen diese Entscheidungsmöglichkeit in den Rat ziehen.","","","11",28,19086
"13",13," Das heißt, sie wollen sie der europäischen Bundesregierung, der Kommission, nehmen.","","","12",28,19086
"14",14," Meine Frage:","","","13",28,19086
"15",15," Ist Ihnen das etwa entgangen? Und sind Sie der Meinung, dass die Europäische Kommission in dieser Frage der Wettbewerbszuständigkeit geschwächt werden soll?Falko Mohrs:","","","14",28,19086
"16",16,"Herr Kollege Theurer, ich habe es ja eben deutlich gemacht:","","","15",28,19086
"17",17," Wir wollen überhaupt keine Schwächung der europäischen Ebene, wenn es um faire Marktbedingungen und wettbewerbs- und kartellrechtliche Kompetenzen geht.","","","16",28,19086
"18",18," Da haben Sie mir vielleicht nicht zugehört.","","","17",28,19086
"19",19," Wir wollen eine Stärkung, und das ist auch Aufgabe der Wettbewerbsrechtskommission 4.","","","18",28,19086
"20",20,"0, die Sie ja so ein bisschen, ich sage mal, herabqualifiziert haben.","","","19",28,19086
"21",21," Wir wollen, dass genau dort Vorschläge erarbeitet werden, wo Anpassungen auf deutscher und europäischer Ebene notwendig sind.","","","20",28,19086
"22",22,"Ich möchte zu Ihrer konkreten Frage zurückkommen.","","","21",28,19086
"23",23," Nein, es ist eben nicht so, dass die Kollegin an der Stelle — sie kommt doch sogar aus Ihrer Parteienfamilie und hat deutlich gemacht, dass sie die Entscheidung tiber Alstom und Siemens sehr klar auf Basis der vorhandenen rechtlichen Rahmenbedingungen gefällt hat — die Möglichkeit gehabt hat, eine gesamtstrukturpolitisch strategische Entscheidung zu treffen.","","","22",28,19086
"24",24," Das müssen Sie, Herr Kollege, auch anerkennen.","","","23",28,19086
"25",25," Ansonsten:","","","24",28,19086
"26",26," Sie hat ja Ihr Parteibuch.","","","25",28,19086
"27",27," Ich bin mir sicher:","","","26",28,19086
"28",28," Sie können da noch mal nachfragen.","","","27",28,19086
"29",29," Ich würde gerne weitermachen.","","","28",28,19086
"30",30,"Ein weiterer Punkt beim Thema „Fair Play in der digitalen Welt“ ist die Frage der Besteuerung.","","","29",28,19086
"31",31,"— Ich glaube, Ihre Partei hat gleich noch das Wort, Frau Kollegin.","","","30",28,19086
"32",32," Dann können Sie Ihren Punkt ja vielleicht einbringen.","","","31",28,19086
"33",33," — Was heißt:","","","32",28,19086
"34",34," „Ich traue mich nicht“? Frau Drége, ich glaube, wir haben genug Diskussionsmöglichkeiten.","","","33",28,19086
"35",35,"Präsident Dr.
 Wolfgang ","","","34",28,19086
