"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",23,19127
"2",2," Vielen Dank, Frau Kollegin.","","","01",23,19127
"3",3," — Der nächste Redner für die AfD-Fraktion ist der Kollege Kay Gottschalk.","","","02",23,19127
"4",4," Kay Gottschalk:","","","03",23,19127
"5",5,"Vielen Dank.","","","04",23,19127
"6",6," — Sehr geehrter Herr Präsident! Verehrte Kollegen! Liebe Bürgerinnen und Bürger! Herr Binding, zu Ihrem Lob — und auch zu dem von Herrn De Masi -, dass Tesla nach Berlin kommen will:","","","05",23,19127
"7",7," Ich will das nicht zu früh feiern.","","","06",23,19127
"8",8," Vielleicht dauert der Bau wieder 12, 15 Jahre wie beim Flughafen, und wir haben dann schon den Wasserstoffantrieb.","","","07",23,19127
"9",9," Dann wäre das eine Investitionsruine.","","","08",23,19127
"10",10," Rot-Rot schafft eben keine Arbeitsplätze, sondern vernichtet welche.","","","09",23,19127
"11",11," Das werde ich gleich darlegen.","","","10",23,19127
"12",12," Wir besprechen heute den von der FDP eingebrachten Antrag.","","","11",23,19127
"13",13," Aber zuvor an dieser Stelle ein bisschen Nachhilfe für den Kollegen Dr.","","","12",23,19127
"14",14," Bayaz:","","","13",23,19127
"15",15," Wenn Sie in Amerika gewesen wären, dann wüssten Sie, dass die über 5 300 deutschen Unternehmen vor Ort — auch aufgrund der dortigen Steuerreform - über 700 000 Arbeitsplätze in Amerika geschaffen haben und ein Investitionsvolumen von 409 Milliarden Euro im letzten Jahr hatten, und das bestimmt nicht, weil die Vereinigten Staaten steuerlich soKay Gottschalkunattraktiv sind.","","","14",23,19127
"16",16," Schauen Sie sich hingegen die Bilanz der schönen Bundesrepublik Deutschland an, merken Sie:","","","15",23,19127
"17",17," Die fällt ganz anders aus.","","","16",23,19127
"18",18,"Frau Kiziltepe, zu dem, was Sie hier bejammern:","","","17",23,19127
"19",19," Fangen Sie doch einfach in Ihrer so abgefeierten EU an.","","","18",23,19127
"20",20," Sie ist laut EU-Bericht jedes Jahr für 825 Milliarden Euro Steuervermeidung und -hinterziehung — das entspricht fast dem Target2-Saldo — verantwortlich.","","","19",23,19127
"21",21," Bevor Sie also weltweit anfangen, fangen Sie doch erst einmal an, das zerrüttete Haus Europa zu bestellen, statt der Zahlmeister für Europa und die Welt zu sein.","","","20",23,19127
"22",22," Das zahlen nämlich auch die deutschen Arbeitnehmerinnen und Arbeitnehmer.","","","21",23,19127
"23",23," Kommen wir aber zur Debatte.","","","22",23,19127
"24",24," Laut IfM-Institut — das gehört alles zusammen; da brauchen Sie gar nicht so zu lachen, das sollte man den Arbeitnehmerinnen und Arbeitnehmern vielleicht auch einmal vorführen Liebe Kollegen der GroKo oder der nicht mehr ganz so großen GroKo — je nachdem, wie man es sieht —, anstatt über weitere Steuerarten wie beispielsweise die Luftverkehrsteuer nachzudenken, könnten wir hier im Deutschen Bundestag doch tatsächlich einmal den Weg der FDP einschlagen und darüber nachdenken, wie man den Gürtel enger schnallen kann, also bei der Ausgabenseite anzufangen.","","","23",23,19127
"25",25," Mir würden viele Ausgaben einfallen, an die wir zusammen herangehen könnten.","","","24",23,19127
