"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",22,19088
"2",2," Der Kollege Luksic möchte eine Zusatzfrage stellen.","","","01",22,19088
"3",3,"Oliver Luksic:","","","02",22,19088
"4",4,"Dies muss auch flexibel ausgelegt werden — ähnlich wie hier das Messverfahren.","","","03",22,19088
"5",5," :","","","04",22,19088
"6",6," — und sind Sie bereit, diese zu korrigieren?Andreas Scheuer, Bundesminister für Verkehr und digitale Infrastruktur:","","","05",22,19088
"7",7,"Erstens.","","","06",22,19088
"8",8," Das BMVI ist da nicht federführend.","","","07",22,19088
"9",9," Zweitens.","","","08",22,19088
"10",10," Dieser Sachverhalt ist mir bekannt.","","","09",22,19088
"11",11," Wir werden ein wachsames Auge auf die zuständigen Behörden haben.","","","10",22,19088
"12",12," Aber das BMVI stellt keine Messstellen auf.","","","11",22,19088
"13",13,"Prasident Dr.
 Wolfgang ","","","12",22,19088
