"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",11,19136
"2",2,"Ja, es tut mir leid.","","","01",11,19136
"3",3," Die Regeln haben wir so vereinbart.","","","02",11,19136
"4",4," Die Frage soll eine Minute lang sein.","","","03",11,19136
"5",5," Sie sind 50 Prozent darüber.","","","04",11,19136
"6",6," Deswegen:","","","05",11,19136
"7",7," Wenn ich Sie dann bitte, zum Schluss zu kommen, kommen Sie auch zum Schluss.","","","06",11,19136
"8",8,"Jetzt bitte ich die Frau Bundeskanzlerin, auf die Frage zu antworten.","","","07",11,19136
"9",9,"Dr.","","","08",11,19136
"10",10," Angela Merkel, Bundeskanzlerin:","","","09",11,19136
"11",11," Ist meine Antwortzeit eigentlich auch eine Minute oder eine Minute 30 lang?Prasident Dr.
 Wolfgang ","","","10",11,19136
