"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",217,19107
"2",2,"Vielen Dank, Herr Kollege Dr.","","","01",217,19107
"3",3," Ullrich.","","","02",217,19107
"4",4," — Als nächste Rednerin hat das Wort die Kollegin Beatrix von Storch, AfD-Fraktion.","","","03",217,19107
"5",5," Beatrix von Storch:","","","04",217,19107
"6",6,"Sehr geehrter Herr Präsident! Liebe Kollegen! Wir reden über den Antrag und die Große Anfrage der Grünen zur internationalen Lage der Menschenrechte von Lesben, Schwulen, Bisexuellen, Transsexuellen, Transgendern und Intersexuellen.","","","05",217,19107
"7",7," — An dieser Stelle fehlt ein Q.","","","06",217,19107
"8",8," Ich glaube, Sie diskriminieren die Queeren.","","","07",217,19107
"9",9,"Egal, in Antrag und Anfrage vermischen die Grünen absichtsvoll - ich sage ausdrücklich:","","","08",217,19107
"10",10," legitime — Anliegen zum Schutz der persönlichen Freiheit und körperlichen Unversehrtheit mit links-grünem Ideologieexport und Klientelpolitik.","","","09",217,19107
"11",11," Die Grünen und die Normalbürger leben auf zwei verschiedenen Planeten.","","","10",217,19107
"12",12," Die einen leben in der realen Welt, müssen hart arbeiten und ächzen unter Steuern und Abgaben, unter steigenden Energie- und Wohnkosten, sie müssen sich krummlegen, um ihren Lebensstandard zu halten.","","","11",217,19107
"13",13," Die anderen leben in ihrer staatlich subventionierten links-grünen Scheinwelt, ihnen geht es so gut, dass sie sich mit Geschlechtervielfalt in Burkina Faso, der Rolle der Transsexualität in der US-Armee, Intersexualität in Nepal und der Homoehe in Uruguay beschäftigen können.","","","12",217,19107
"14",14," Die Grünen fordern, das Diplomatische Korps in den Botschaften soll in LSBTTI-Rechten geschult werden; das soll elementarer Bestandteil der Ausbildung werden.","","","13",217,19107
"15",15," Die Bundesregierung handelt bereits in vorauseilendem Gehorsam ganz in diesem grünen Sinne - ich darf zitieren —:","","","14",217,19107
"16",16," Deutsche Botschaften beteiligen sich an GayPride-Paradenin Griechenland, Israel, Italien, Lettland und Litauen.","","","15",217,19107
"17",17," Dem deutschen Steuerzahler werden Rekordsteuern abgepresst, um dann damit Diplomaten zu bezahlen, die in ihrer Dienstzeit auf den Schwulenparaden in den Hauptstädten Europas tanzen.","","","16",217,19107
"18",18," Das ist Missbrauch von Steuergeldern und kein Einsatz für Menschenrechte.","","","17",217,19107
"19",19," Gleichzeitig ist die Bundesregierung unfähig, die Kernaufgaben des Staates, zum Beispiel den Grenzschutz oder den Schutz der öffentlichen Sicherheit, zu erfüllen; sie nimmt die Probleme nicht einmal wahr.","","","18",217,19107
"20",20," Das sehen wir an den Antworten auf unsere Fragen an die Regierung:","","","19",217,19107
"21",21," Auf die Frage, ob und auf welchem Weg in Spanien angelandete Asylbewerber nach Deutschland kommen, lautet die Antwort der Regierung:","","","20",217,19107
"22",22," Darüber liegen keine Erkenntnisse vor.","","","21",217,19107
"23",23,"Und auf die Frage, ob junge Asylbewerber aus Afrika Studienvisa missbrauchen, um in Deutschland Asyl zu beantragen, Beatrix von Storchantwortet die Bundesregierung:","","","22",217,19107
"24",24," Darüber liegen keine Erkenntnisse vor.","","","23",217,19107
"25",25,"Aber wenn die Grünen fragen, in welchen Ländern auf diesem großen Globus außer „Mann“ und „Frau“ auch noch ein anderes Geschlecht amtlich eingetragen werden kann, eine wichtige Frage, mit der man nicht genug Beamte beschäftigen kann, dann ist die Anwort der Regierung lang und detailgenau - ich zitiere, mit Genehmigung des Präsidenten, nur wenige Ausschnitte -:","","","24",217,19107
"26",26,"In Teilen Kanadas ist es intersexuellen Menschen möglich, ein ihrer Identität entsprechendes Geschlecht in Form eines „X“ anzunehmen.","","","25",217,19107
"27",27," Eine Angabe im Pass ist jedoch noch nicht möglich.","","","26",217,19107
"28",28," Es kann ein zusätzliches Dokument mit einem Hinweis, dass das Geschlecht als „X“ und somit als unspezifisch anzusehen ist, erteilt werden.","","","27",217,19107
"29",29,"Ich stelle fest:","","","28",217,19107
"30",30," Die Bundesregierung hat keine Ahnung, wer die deutsche Grenze übertritt, sie kann aber in epischer Breite ausführen, wie es mit der Eintragung des dritten Geschlechtes auf Neufundland aussieht.","","","29",217,19107
"31",31," Überhaupt:","","","30",217,19107
"32",32," das dritte Geschlecht.","","","31",217,19107
"33",33," Das Thema hat uns ja auch schon hier über Gebühr beschäftigt.","","","32",217,19107
"34",34," Bisher haben sich laut „Deutschem Ärzteblatt“ in ganz Deutschland 150 Personen als „divers“ eintragen lassen.","","","33",217,19107
"35",35," Die Zahl der Abgeordneten, die über die Einführung des dritten Geschlechtes abgestimmt hat, ist also fast fünfmal so hoch wie die Zahl derer, die von der Regelung bisher Gebrauch gemacht haben.","","","34",217,19107
"36",36," Die Grünen wollen diese Politik jetzt auf die globale Ebene ausdehnen; denn Deutschland ist zu klein, um all den Absolventen der Gender Studies einen Versorgungsposten zu beschaffen.","","","35",217,19107
"37",37,"Denen wollen die Grünen ein globales Betätigungsfeld eröffnen; die Menschenrechtspolitik ist nur das Vehikel dafür.","","","36",217,19107
"38",38," Deutschland soll sich für Menschenrechte starkmachen.","","","37",217,19107
"39",39," Da haben wir Konsens.","","","38",217,19107
"40",40," Aber genau danach endet der auch.","","","39",217,19107
"41",41," Denn wenn Sie von den Grünen von Menschenrechten reden, dann meinen Sie meistens Sonderrechte für eine kleine Klientel, wie den irren Anspruch auf die freie Wahl des Geschlechtes, oder Sie kämpfen für die gleichgeschlechtliche Ehe, und das alles wollen Sie natürlich für die ganze Welt.","","","40",217,19107
"42",42," Das wollen wir weder in der ganzen Welt, aber vor allem auch nicht in Deutschland; wir wollen das gar nicht.","","","41",217,19107
"43",43," Der Dissens in Sachen LSBTTIQ zwischen der AfD und den Grünen könnte größer nicht sein, und das ist auch gut so.
 Vizepräsident Wolfgang ","","","42",217,19107
