"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",136,19134
"2",2,"Wir sind übrigens in einer Geschäftsordnungsdebatte über den Antrag der Fraktion der FDP.","","","01",136,19134
"3",3," Dazu hat jetzt das Wort Dr.","","","02",136,19134
"4",4," Fechner für die SPD-Fraktion.","","","03",136,19134
"5",5," Dr.","","","04",136,19134
"6",6," Johannes Fechner:","","","05",136,19134
"7",7,"Frau Präsidentin! Liebe Kolleginnen und Kollegen! Auch wir lehnen diesen Antrag ab.","","","06",136,19134
"8",8," Es wie der Vorredner als kompletten Schwachsinn zu bezeichnen, dass wir dafür sorgen wollen, dass Hass und Hetze im Internet nicht mehr in diesem ekelhaften Ausmaß vorhanden sind, das kann ja wohl nicht wahr sein, Herr Kollege.","","","07",136,19134
"9",9,"oder dass wir die Oppositionsrechte beschneiden würden,dass wir Sie am Gestalten hindern.","","","08",136,19134
"10",10," Dagegen hatte es ein ganz einfaches Mittel gegeben:","","","09",136,19134
"11",11," Hatten Sie sich nicht vor der Verantwortung gedrückt, wären Sie in die Regierung gegangen, dann hätten Sie die Vorstellungen, die Sie haben, längst umsetzen können.","","","10",136,19134
"12",12," Das, was Sie betrieben haben, ist Arbeitsverweigerung.","","","11",136,19134
"13",13," Dass Sie hier nur mit zehn Leuten auflaufen, spricht ja für sich; aber okay.","","","12",136,19134
"14",14," Ich glaube, wir sollten uns Zeit lassen.","","","13",136,19134
"15",15," Deswegen ist es richtig, dass wir hier in aller Ruhe dieses wichtige Gesetz beraten.","","","14",136,19134
"16",16," Wir haben ganz im Ernst schlimme Anschläge, schlimme Straftaten erleben müssen, und oft war die Ursache, dass sich die Täter im Netz radikalisiert haben.","","","15",136,19134
"17",17," Deswegen ist es wichtig, dass wir verhindern, dass sich Leute über das Netz radikalisieren und dann irgendwann auch zur Tat schreiten.","","","16",136,19134
"18",18," Deswegen müssen wir uns in aller Ruhe das NetzDG anschauen, uns mit Fachverbänden unterhalten, uns mit den Ländern austauschen, mit der Polizei, mit Verbänden und Organisationen, die sich hier gut auskennen, um zu einer guten Lösung zu kommen.","","","17",136,19134
"19",19," Das wird zu Beginn des nächsten Jahres kommen; darauf können Sie sich verlassen.","","","18",136,19134
"20",20," Ich habe den Eindruck, dass Sie den Vergleich scheuen.","","","19",136,19134
"21",21," Offensichtlich wissen Sie genau, dass wir einen guten Entwurf, der besser ist als Ihrer, präsentieren werden.","","","20",136,19134
"22",22," Deswegen haben Sie jetzt hier diesen Geschäftsordnungsantrag gestellt.","","","21",136,19134
"23",23," Das machen wir nicht mit, das werden wir ablehnen, weil wir ein gutes Gesetz wollen, und das braucht dann eben noch die eine oder andere Woche Vorbereitung.","","","22",136,19134
"24",24,"Vielen Dank.
Vizepräsidentin Claudia ","","","23",136,19134
