"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",11,19138
"2",2," Stefan Sauer, CDU/CSU, hat als Nächster das Wort.","","","01",11,19138
"3",3," Stefan Sauer:","","","02",11,19138
"4",4,"Herr Präsident! Liebe Kolleginnen und Kollegen! Verehrte Gäste auf der Besuchertribüne! Künstliche Intelligenz, kurz KI, ist eine Basisinnovation, die die Gesellschaft grundlegend verändern wird.","","","03",11,19138
"5",5," Im Zusammenhang mit der Frage „Wie wirkt Kl auf die Gesellschaft?“ gibt es die, die schon sagen:","","","04",11,19138
"6",6," „Es ist eine neue industrielle Revolution“, und es gibt die, die sich noch gar nicht damit befasst haben.","","","05",11,19138
"7",7," Ich glaube, man kann feststellen, dass es ein Stück weit vom Persönlichkeitsprofil des Einzelnen, seiner Lebensphase, aber auch seinen Informationsquel Stefan Sauerlen abhängt, wie er dazu steht.","","","06",11,19138
"8",8," Es gibt jene, die mit Sorge und Unsicherheit dieser Welt entgegenblicken, und es gibt die, die die Chancen sehen, aus der KI was zu machen.","","","07",11,19138
"9",9," Ich darf den Sachverständigen, die uns hierbei unterstützt haben, auch noch mal persönlich Danke sagen.","","","08",11,19138
"10",10," Sie haben uns geholfen und waren dabei behilflich, Sachverhalte besser einzuordnen.","","","09",11,19138
"11",11,"Ich spreche heute zur Projektgruppe „KI und Staat“.","","","10",11,19138
"12",12," Wir haben dort in drei Themenblöcken die Aufgabenstellungen schon sehr tief durchdrungen.","","","11",11,19138
"13",13," Wir können grundsätzlich feststellen, dass der Staat bei der Entscheidung für den Einsatz von KI-Systemen einer besonderen Sorgfaltspflicht unterliegt.","","","12",11,19138
"14",14," Insbesondere Transparenz und Nachvollziehbarkeit müssen uns hierbei wichtig sein.","","","13",11,19138
"15",15," Denn das, was wir von den Unternehmen fordern und was wir an Erwartungen an sie stellen, müssen wir selbst erfüllen.","","","14",11,19138
"16",16," Wir haben hier Vorbild zu sein.","","","15",11,19138
"17",17," Für alle Bereiche gelten wiederkehrende Empfehlungen, die da lauten:","","","16",11,19138
"18",18," Mitarbeiter müssen Kompetenzen aufbauen.","","","17",11,19138
"19",19," Sie müssen die Funktionsweisen der KI verstehen.","","","18",11,19138
"20",20," Wir müssen bei Systemen, die auf maschinellem Lernen aufbauen, die Risiken systematisch klassifizieren, und wir müssen vor allem sicherstellen, dass diese Systeme nicht diskriminieren, das Ganze vor dem Hintergrund einer aufgeklärten Gesellschaft.","","","19",11,19138
"21",21," Hier müssen wir die Bevölkerung entsprechend mitnehmen und Vor- und Nachteile aufzeigen.","","","20",11,19138
"22",22,"Beim ersten Themenblock „Kl in der öffentlichen Verwaltung“ wünscht man sich Leitlinien.","","","21",11,19138
"23",23," Die aus meiner Sicht wohl maßgebliche Leitlinie lautet:","","","22",11,19138
"24",24," KI-Anwendungen haben sich am Menschen zu orientieren und auf der Basis von Verwaltungsprinzipien zu erfolgen.","","","23",11,19138
"25",25," Für den Bürger muss es nachvollziehbar sein, wann und wo KI zum Einsatz kommt, sodass er sich darauf einstellenann.","","","24",11,19138
"26",26,"Für unsere Behörden gilt aber auch, dass sie gute Daten brauchen.","","","25",11,19138
"27",27," In erheblichem Maße sind wir auf die Qualität und die Integrität der Daten sowie auf deren Struktur angewiesen.","","","26",11,19138
"28",28," Wir müssen uns darauf einstellen, dass wir möglichst vollständige und durchgehende Open-DataBestände brauchen, um hier erfolgreich sein zu können.","","","27",11,19138
"29",29," Wir werden dadurch die Qualität und auch die Effizienz der Verwaltung deutlich steigern können.","","","28",11,19138
"30",30," Ich bin davon überzeugt, dass auch die Bürgerzufriedenheit steigt, wenn wir KI vernünftig zum Einsatz bringen.","","","29",11,19138
"31",31," Beim zweiten Themenblock „Smart City und Open Data“ wurde eine interessante Wechselbeziehung erkennbar:","","","30",11,19138
"32",32," Einerseits sind Smart Citys zentrale Quellen für Open Data; andererseits müssen sie von Open Data profitieren.","","","31",11,19138
"33",33," — Wir wollen dieses Potenzial schöpfen.","","","32",11,19138
"34",34," Es ist deshalb unausweichlich, dass wir operativ umsetzbare Rechtsrahmen schaffen, dass wir robuste digitale Infrastruktur generieren und — das muss allen klar sein; nicht nur uns, sondern der Gesellschaft insgesamt — dass wir nichtpersonenbezogene Daten öffentlich, frei verfügbar und ohne jegliche Nutzungseinschränkung bereitstellen; das betrifft auch Verwaltungsdaten.","","","33",11,19138
"35",35," Von diesem Grundgedanken sind wir noch weit weg.","","","34",11,19138
"36",36," Alles in allem werden wir Lebensqualität und Partizipationsmöglichkeiten deutlich steigern.","","","35",11,19138
"37",37," Wenn ich von Lebensqualität spreche, dann ist das nicht nur die des Einzelnen, bei der es darum geht, dass wir vielleicht eine bessere Mobilität oder ein angenehmeres Leben im hohen Alter ermöglichen, sondern es geht auch um die kollektive Lebensqualität:","","","36",11,19138
"38",38," saubere Umwelt, bessere Luft, weniger Verschmutzung.","","","37",11,19138
"39",39," Es kommt uns gerade beim Thema Klimaschutz sehr entgegen, wenn wir uns dem öffnen.","","","38",11,19138
"40",40,"Beim dritten Block „Innere Sicherheit, Äußere Sicherheit, IT-Sicherheit“ — da mache ich keinen Hehl draus — verlief die größte Konfliktlinie, insbesondere zu den Linken; da haben wir einige Debatten geführt.","","","39",11,19138
"41",41," Ich freue mich dennoch, dass wir Pilotprojekte wie die Gesichtserkennung am Berliner Bahnhof Südkreuz nüchtern betrachtet haben.","","","40",11,19138
"42",42," So etwas gibt es; wir müssen nur schauen, wie wir es zum Einsatz bringen.","","","41",11,19138
"43",43," Deshalb ist zusammenfassend die zentrale Handlungsempfehlung:","","","42",11,19138
"44",44," Wir brauchen eine breite gesellschaftliche Debatte.","","","43",11,19138
"45",45," Diese ist noch zu führen, damit wir hier vernünftig die Themen einsetzen.","","","44",11,19138
"46",46,"Beim Themenbereich „Äußere Sicherheit“ gibt es eine Vielzahl von Anwendungen mit positivem Effekt; diese sind allgemein auch unumstritten.","","","45",11,19138
"47",47," Bei dem kritischen Bereich der tödlichen autonomen Waffensysteme haben wir den Konsens erzielt, dass diese Waffen international geächtet werden sollen.","","","46",11,19138
"48",48," Ich glaube, das ist ein guter Konsens, auch wenn die Formulierungen zum Teil auseinandergingen.","","","47",11,19138
"49",49," Bei der sicherheitsrelevanten Forschung gibt es bereits die Festlegung, dass wir europäische Positionen stärken müssen.","","","48",11,19138
