"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",77,19137
"2",2,"Liebe Kolleginnen und Kollegen, ich darf darum bitten, dass die fünf Minuten eingehalten werden; denn sonst haben wir wieder ein Riesenproblem.","","","01",77,19137
"3",3,"Der nächste Redner ist der Kollege Dr.","","","02",77,19137
"4",4," Köhler, FDPFraktion.","","","03",77,19137
"5",5," Dr.","","","04",77,19137
"6",6," Lukas Köhler:","","","05",77,19137
"7",7,"Mein sehr verehrter Herr Präsident! Meine sehr verehrten Damen und Herren! Lieber Herr Nüßlein, Sie haben gerade gesagt, worum es geht.","","","06",77,19137
"8",8," Ich glaube, es sollte vor allen Dingen zuerst darum gehen, gute Gesetze zu machen.","","","07",77,19137
"9",9," Es sollte zunächst darum gehen, Verfassungsmäßigkeit herzustellen, und es sollte darum gehen, auch Zielerreichung sinnvoll herzustellen.","","","08",77,19137
"10",10," Beides steht hier infrage, beides muss geklart werden.","","","09",77,19137
"11",11," Deshalb kann ich Ihre Freude tiber die Verhandlungsposition der Grünen, die ja nicht Teil des Vermittlungsausschusses war, sondern an anderer Stelle mit anderen Leuten anders verhandelt wurde, nicht verstehen.","","","10",77,19137
"12",12," Aber darum geht es heute nicht.","","","11",77,19137
"13",13," Jetzt geht es erst einmal um Madrid.","","","12",77,19137
"14",14,"Meine sehr verehrten Damen und Herren, was haben wir in den letzten Tagen gehört? Eine Katastrophe, totales Versagen, die Schande von Madrid.","","","13",77,19137
"15",15," Die Panikrhetorik, die wir jetzt immer wieder hören, ist ein absolutes Trauerspiel, ein Abgesang auf jede aufgeklärte, jede vernünftige, jede gut funktionierende Demokratie.","","","14",77,19137
"16",16," Meine Damen und Herren, aber das sind wir hier:","","","15",77,19137
"17",17," Wir sind eine funktionierende Demokratie.","","","16",77,19137
"18",18," — Doch.","","","17",77,19137
"19",19,"Ja, die Conference of the Parties in Madrid hat noch nicht die gewünschten Ergebnisse gebracht.","","","18",77,19137
"20",20," Ja, wir hätten uns in einer idealen Welt gewünscht, dass auch ein ideales Ergebnis herausgekommen wäre.","","","19",77,19137
"21",21," Aber natürlich schaffen wir in der Realität jedes Jahr aufs Neue etwas Beeindruckendes.","","","20",77,19137
"22",22," Wir schaffen, dass nahezu 200 Staaten miteinander an einem Tisch sitzen, miteinander darüber verhandeln, wie das Klima gerettet werden kann.","","","21",77,19137
"23",23,"Meine Damen und Herren, ich möchte ein Zitat bringen:","","","22",77,19137
"24",24," Es ist besser, keinen Deal zu haben, als einen schlechten Deal.","","","23",77,19137
"25",25," Das klingt nach einem sehr wahren Spruch von Christian Lindner.","","","24",77,19137
"26",26," Auch wenn es nicht allen gefällt:","","","25",77,19137
"27",27," Das ist ein Spruch von Frans Timmermans.","","","26",77,19137
"28",28," Ich stimme der Sozialdemokratie ganz, ganz selten zu.","","","27",77,19137
"29",29," In diesem Fall muss ich es aber.","","","28",77,19137
"30",30," Es ist richtig, das Verhandlungsergebnis nach hinten zu schieben, auf das nächste Jahr zu schieben, sodass wir funktionierende Regeln dafür aufstellen können, wie wir internationalen Klimaschutz machen und wie wir internationale Zusammenarbeit ausführen können.","","","29",77,19137
"31",31," Dafür lohnt es sich, ein Jahr länger zu warten und dann ein Regelwerk zu haben, das wirklich funktioniert.","","","30",77,19137
"32",32," Lassen Sie mich einen Schritt zurückgehen.","","","31",77,19137
"33",33," Obwohl es, liebe Grüne, Ihnen nicht gefallen dürfte mit Ihrem Zielfanatismus:","","","32",77,19137
"34",34," Auf der COP 25 ging es nicht um Ambitionssteigerungen.","","","33",77,19137
"35",35," Das war nicht das Ziel der Verhandlungen für dieses Jahr.","","","34",77,19137
"36",36," Es ging darum, ein Regelwerk für funktionierenden Klimaschutz zu machen.","","","35",77,19137
"37",37," Es ging darum, dafür zu sorgen, dass wir eine Tonne CO; als eine Tonne CO, anrechnen.","","","36",77,19137
"38",38," Es ging vor allen Dingen darum, zu sagen, dass wir das, was wir zwischen den Staaten in der Kooperation ausarbeiten können, sinnvoll umsetzen und damit so schnell wie möglich beginnen können.","","","37",77,19137
"39",39,"Ja, es ging auch um die Frage, ob im Klimaschutz andere ökologische Positionen und Dinge eine Rolle spie Dr.","","","38",77,19137
"40",40," Lukas Köhlerlen, und darum, welche Rolle die Menschenrechte spielen müssen.","","","39",77,19137
"41",41," Und ja, es ging auch darum, zu sagen, dass wir die Frage von Schäden und Verlusten, wenn sie durch den Klimawandel entstehen, weltweit in Kooperation und Zusammenarbeit klären.","","","40",77,19137
"42",42,"Meine Damen und Herren, der Verhandlungstext, so wie er jetzt da steht, ist nicht schlecht.","","","41",77,19137
"43",43," Es stehen dort viele und richtige Punkte, die wir brauchen werden, um internationale Kooperation, um internationalen Klimaschutz zu machen.","","","42",77,19137
"44",44," Aber, meine Damen und Herren, er ist natürlich noch nicht fertig.","","","43",77,19137
"45",45," Deswegen hoffen wir im kommenden Jahr darauf, dass die Verhandlungen gut laufen werden, und darauf, dass wir wirklich dazu kommen.","","","44",77,19137
"46",46,"Aber, meine Damen und Herren, ich wünsche mir von der Europäischen Kommission und von Europa nicht nur, dass wir allgemein miteinander arbeiten.","","","45",77,19137
"47",47," Ich wünsche mir nicht nur, dass, so wie es aussieht, der Green Deal in genau die richtige Richtung der Ausweitung des Emissionshandels läuft.","","","46",77,19137
"48",48," Ich wünsche mir auch, dass wir jeden einzelnen Euro da ausgeben, wo er am sinnvollsten für den Klimaschutz ausgegeben werden kann, nämlich da, wo es am besten funktioniert.","","","47",77,19137
"49",49,"Sosehr die Ausrufung des Klimanotstands eine reine Symbolpolitik ist und sosehr ich es ablehne, rein symbolpolitisch mit Klimaschutz billig auf Stimmenfang zu gehen, so sehr muss doch jeder, der dieses Wort benutzt, dafür sorgen, dass die Artikel-6-Maßnahmen auch in Zukunft in Europa genutzt werden.","","","48",77,19137
"50",50," Ja, ich bin dagegen, Klimanotstand zu benutzen.","","","49",77,19137
"51",51," Aber wer es tut, muss doch dafür sorgen, dass dann auch die großen Fragen geklärt werden.","","","50",77,19137
"52",52," Er muss dann Ja sagen zu einer Ausweitung der Forschung in der Gentechnik.","","","51",77,19137
"53",53," Er muss Ja sagen zum Bioengineering, liebe Grüne.","","","52",77,19137
"54",54," Und er muss Ja sagen zur technischen Speicherung von COWer das auf kommunaler Ebene in München fordert, von dem erwarte ich auch Konsequenzen.","","","53",77,19137
"55",55," Wir müssen aufhören, eine reine Symbolpolitik zu machen.","","","54",77,19137
"56",56," Wer das einfordert, muss auch in München fragen:","","","55",77,19137
"57",57," Wie viele direkte und indirekte Emissionen entstehen auf dem Oktoberfest? Am Ende muss man dann auch die Konsequenz daraus ziehen.","","","56",77,19137
"58",58," Das erwarte ich von Ihnen, liebe Grüne.","","","57",77,19137
"59",59,"Vielen lieben Dank.
 Vizepräsident Wolfgang ","","","58",77,19137
