"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",36,19125
"2",2," Vielen Dank.","","","01",36,19125
"3",3," — Nächste Rednerin in der Debatte ist für die Fraktion der SPD die Kollegin Gabi Hiller-Ohm.","","","02",36,19125
"4",4," Gabriele Hiller-Ohm:","","","03",36,19125
"5",5,"Herr Prasident! Meine sehr verehrten Damen und Herren! Liebe Kolleginnen und Kollegen! Heute ist ein richtig guter Tag für den Tourismus.","","","04",36,19125
"6",6," Denn mit unserem gemeinsamen Antrag von SPD und Union stellen wir heute Weichen für eine zukunftsweisende Tourismuspolitik in unserem Land.","","","05",36,19125
"7",7," Wir haben schon im Koalitionsvertrag eine nationale Tourismusstrategie für Deutschland vereinbart.","","","06",36,19125
"8",8," Mit unserem vorliegenden Antrag zeigen wir auf, was wir von dieser Strategie erwarten.","","","07",36,19125
"9",9," Das, liebe Kolleginnen und Kollegen, ist eine richtig große Sache; denn bisher gibt es auf Bundesebene überhaupt keine Strategie, wie sich der Tourismus in Deutschland entwickeln soll.","","","08",36,19125
"10",10," Wir bringen sie erstmals in der Geschichte der Bundesrepublik jetzt auf den Weg.","","","09",36,19125
"11",11," Meine Damen und Herren, das hat bisher noch keine Koalition geschafft.","","","10",36,19125
"12",12," Sie, liebe Kolleginnen und Kollegen der AfD, blasen heute wieder einmal die Backen mächtig auf.","","","11",36,19125
"13",13," Aber was, so frage ich Sie, haben Sie bisher Positives für den Tourismus geleistet? Ich gebe Ihnen die Antwort:","","","12",36,19125
"14",14," Das können Sie gar nicht; denn dafür stehen Sie sich selbst im Weg.","","","13",36,19125
"15",15," AfD und Tourismus ist ein Widerspruch in sich.","","","14",36,19125
"16",16," Mit Ihrem Fremdenhass, Ihrer Intoleranz und Ihrer Menschenverachtung und mit den unsäglichen Faschisten in Ihren Reihen sind Sie das größte Schreckgespenst für jede gute Tourismusentwicklung in unserem Land.","","","15",36,19125
"17",17,"Denn, meine Damen und Herren, Tourismus lebt gerade von Weltoffenheit, Gastfreundschaft, Internationalitat, Aufgeschlossenheit, Hinwendung und Toleranz.","","","16",36,19125
"18",18," Aber das alles, meine Kolleginnen und Kollegen der AfD, passt nicht in Ihr politisches Konzept.","","","17",36,19125
"19",19," Deshalb können Sie niemals Botschafter für eine gute Tourismuspolitik sein.","","","18",36,19125
"20",20," Meine Damen und Herren, wir werden heute festlegen, wie die Rahmenbedingungen für den Tourismus in Deutschland auf Bundesebene aussehen sollen.","","","19",36,19125
"21",21," Ich freue mich, dass auch die Grünen einen Antrag mit ihren Forderungen an eine Tourismusstrategie eingebracht haben.","","","20",36,19125
"22",22," Vieles läuft in die gleiche Richtung.","","","21",36,19125
"23",23," Deshalb bin ich zuversichtlich, dass wir gemeinsam etwas Gutes für den Tourismus erreichen werden.","","","22",36,19125
"24",24,"Liebe Kolleginnen und Kollegen, mit der nationalen Tourismusstrategie würdigen wir nicht nur diese wichtige Branche.","","","23",36,19125
"25",25," Wir geben dem Tourismus und insbesondere den Menschen, die im Tourismus arbeiten, die Aufmerksamkeit, die sie verdienen.","","","24",36,19125
"26",26," In Deutschland sind fast 3 Millionen Beschäftigte in der Tourismusbranche tätig.","","","25",36,19125
"27",27," Jeder fünfzehnte Arbeitsplatz ist im Tourismus angesiedelt.","","","26",36,19125
"28",28," Die Branche ist vor allem von kleinen und mittelständischen Unternehmen geprägt.","","","27",36,19125
"29",29," Ihnen wollen wir unter die Arme greifen bei zukünftigen Herausforderungen wie Digitalisierung und demografischem Wandel.","","","28",36,19125
"30",30," Das Tolle ist ja:","","","29",36,19125
"31",31," Tourismus schafft Arbeitsplätze vor Ort.","","","30",36,19125
"32",32," Deshalb profitieren vom Tourismus besonders ländliche Regionen genauso wie kleinere Kommunen und Städte.","","","31",36,19125
"33",33," Tourismus kann also ein richtig starker Wirtschaftsmotor sein.","","","32",36,19125
"34",34," Das ist er ja auch bereits in vielen Regionen, und das soll so weitergehen.","","","33",36,19125
"35",35," Gleichzeitig ist Tourismus ein Dienstleistungssektor und damit, wie kaum eine andere Branche, geprägt von den Menschen, die dort arbeiten:","","","34",36,19125
"36",36," die Taxifahrerin, der Kellner, die Reinigungskraft - sie alle sorgen dafür, dass Urlaube erholsam und erlebnisreich sind.","","","35",36,19125
"37",37," Sie leisten oft eine knochenschwere Arbeit, häufig auch am Wochenende und nach den üblichen Öffnungszeiten, leider oft auch unter schweren Arbeitsbedingungen und zu schlechten Löhnen.","","","36",36,19125
"38",38," Deshalb verdient ihre Arbeit die nötige Anerkennung in Form von guter sozialer Absicherung, Einhaltung gesetzlicher Arbeitszeiten und vor allem mit angemessenen Löhnen.","","","37",36,19125
"39",39," Nach dem Mindestlohn machen wir jetzt mit der Mindestausbildungsvergütung einen weiteren wichtigen Schritt in die richtige Richtung.","","","38",36,19125
"40",40," Bei der Einführung der flächendeckenden Tarifbindung im Gastgewerbe ist nun aber auch die Branche gefordert.","","","39",36,19125
"41",41," Dem Fachkräftemangel müssen wir gemeinsam entgegenwirken.","","","40",36,19125
"42",42," Deshalb haben wir in der nationalen Tourismusstrategie die Umsetzung des F tzes verankert.","","","41",36,19125
"43",43,"Liebe Kolleginnen und Kollegen, Sie sehen, wir eröffnen dem Tourismus und den Menschen, die dort arbeiten, echte Zukunftsperspektiven.","","","42",36,19125
"44",44," Menschen machen Touris Gabriele Hiller-Ohmmus.","","","43",36,19125
"45",45," Für sie alle ist die nationale Tourismusstrategie.","","","44",36,19125
"46",46," Wir, SPD und CDU/CSU, bringen sie auf den Weg.","","","45",36,19125
"47",47," Deshalb, liebe Kolleginnen und Kollegen, ist heute ein richtig guter Tag fur den Tourismus.
 Vizeprasident Thomas ","","","46",36,19125
