"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",55,19082
"2",2," Vielen Dank.","","","01",55,19082
"3",3," — Kollege Straetmanns hat noch eine Frage.","","","02",55,19082
"4",4,"Friedrich Straetmanns:","","","03",55,19082
"5",5,"Ich bin aus Ihrer Antwort nicht ganz schlau geworden.","","","04",55,19082
"6",6," Also, entweder wir haben diese Kanäle über das Internationale Rote Kreuz, um dort humanitäre Hilfe leisten zu können, oder Sie warten auf eine eventuelle Antwort der Regierung in Venezuela, um über andere Kanäle zu helfen.","","","05",55,19082
"7",7," Sie werden mir zustimmen, dass es den hungernden Menschen relativ egal ist, auf welchem Wege ihnen geholfen wird.","","","06",55,19082
"8",8," Ich frage Sie:","","","07",55,19082
"9",9," Welche konkreten Ermittlungsersuchen oder Anfragen haben Sie an die Regierung von Venezuela gerichtet, um dort humanitäre Hilfe leisten zu können?Michelle Müntefering, Staatsministerin im Auswärtigen Amt:","","","08",55,19082
"10",10,"Das möchte ich Ihnen gerne im Einzelnen schriftlich nachreichen.
Vizepräsidentin Claudia ","","","09",55,19082
