"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",70,19090
"2",2,"Vielen Dank, Herr Kollege Dr.","","","01",70,19090
"3",3," Ullrich.","","","02",70,19090
"4",4," — Als letzte Rednerin hat die Kollegin Gabriela Heinrich, SPD-Fraktion, das Wort.","","","03",70,19090
"5",5," Gabriela Heinrich:","","","04",70,19090
"6",6,"Sehr geehrter Herr Präsident! Meine Damen und Herren! Auch ich möchte zu Beginn sehr herzlich den Vorsitzenden und die Mitglieder des Zentralrats begrüßen und mich für die gute und intensive Zusammenarbeit bedanken.","","","05",70,19090
"7",7,"Wir haben uns alle gemeinsam dafür eingesetzt, dass wir rechtzeitig zur Einsetzung der Expertenkommission auch im Plenum über die Einsetzung sprechen können, auf die wir uns im Koalitionsvertrag geeinigt haben.","","","06",70,19090
"8",8," Vom Bericht der Expertenkommission erwarte und erhoffe ich mir viele wichtige Impulse für unsere zukünftige Politik.","","","07",70,19090
"9",9,"Aus der Vielzahl der Forderungen des Antrags möchte ich eine herausgreifen.","","","08",70,19090
"10",10," Im Internet gibt es unzählige Fälle antiziganistischer Hetze, und das auch kein bisschen schwammig.","","","09",70,19090
"11",11," Wie so oft bei Hassreden werden beleidigende Begrifflichkeiten verwendet, um zu demütigen, zu diffamieren, zu bedrohen.","","","10",70,19090
"12",12," Uns war es wichtig, auch diesen Punkt in den Antrag aufzunehmen, weil der Ton im Internet widerspiegelt, wie auch in der nichtdigitalen Welt über Sinti und Roma gesprochen wird.","","","11",70,19090
"13",13," Nun, diese Art von Rassismus ist — und das ist wirklich beschämend — durchaus salonfähig geworden.","","","12",70,19090
"14",14," Um das zu erkennen, müssen wir nicht bis nach Osteuropa oder Südosteuropa blicken.","","","13",70,19090
"15",15," Was ich immer wieder mitbekomme — auch in den letzten Wochen wieder und auch unter denjenigen, die sehr wohl guten Willens sind —:","","","14",70,19090
"16",16," In den Debatten um Antiziganismus wird einiges durcheinandergeworfen.","","","15",70,19090
"17",17," Im Mittelpunkt stehen dann häufig Roma, die in den letzten Jahren aus anderen Ländern nach Deutschland migriert sind, und auch sie sind besonders von Antiziganismus betroffen und, ja, schutzwürdig.","","","16",70,19090
"18",18," Aber - und das wird leider häufig vergessen — Sinti und Roma sind eine anerkannte nationale Minderheit.","","","17",70,19090
"19",19," Sie sind ein Teil Deutschlands, wie die Dänen, Sorben und Friesen.","","","18",70,19090
"20",20," Sie sind ein Teil Deutschlands, ein Teil deutscher Geschichte, deutscher Kultur.","","","19",70,19090
"21",21," Und als Teil der deutschen Gesellschaft soll ihr Beitrag zur Kultur, ihre Geschichte als deutsche Minderheit anerkannt, gewürdigt und geschützt werden.","","","20",70,19090
"22",22," Eine wichtige Aufgabe übernimmt hierbei das Dokumentations- und Kulturzentrum Deutscher Sinti und Roma.","","","21",70,19090
"23",23," Wir wollen, dass das Zentrum sein Potenzial ausfüllen kann und die notwendige, auch finanzielle Unterstützung erhält.","","","22",70,19090
"24",24," Außerdem muss die jahrhundertealte Geschichte von Sinti und Roma an unseren Schulen thematisiert werden, ebenso die Vorurteile gegenüber dieser nationalen Minderheit, damit klar wird, was Antiziganismus ist:","","","23",70,19090
"25",25," eine Form von Menschenfeindlichkeit — eine Form von Menschenfeindlichkeit, die übrigens auch dazu führt, dass manche Angehörige der Sinti und Roma nicht selbstverständlich offen mit diesem Teil ihrer Identität umgehen.","","","24",70,19090
"26",26," Das ist sehr schade, weil uns das die positive Vielfalt in unserem Land nicht deutlich macht.","","","25",70,19090
"27",27,"Ich muss zum Schluss — obwohl man darüber streiten kann, ob es erwähnenswert ist — noch etwas loswerden:","","","26",70,19090
"28",28," Ich bin einerseits wirklich froh, dass wir heute über dieses Thema gemeinsam sprechen.","","","27",70,19090
"29",29," Aber ein fraktionsübergreifender Antrag wäre schön gewesen.","","","28",70,19090
"30",30," Schließlich haben fünf Fraktionen an diesem Antrag mitgewirkt und ihn begleitet.","","","29",70,19090
"31",31," Dass dies nicht gelungen ist, liebe Koalitionspartner, obwohl es keine inhaltlichen Differenzen gab, ist nach außen nicht vermittelbar.","","","30",70,19090
"32",32," Gabriela HeinrichDer Kampf gegen Antiziganismus hat keine Prinzipienreiterei verdient.","","","31",70,19090
"33",33," Jetzt haben wir zwei Anträge, obwohl wir uns eigentlich einig waren, und ich bedaure auch, dass ein Satz verschwunden ist.","","","32",70,19090
"34",34," Das ist unschön, aber — das ist mir sehr wichtig — das mindert nicht die Bedeutung dessen, was wir heute beschließen.","","","33",70,19090
"35",35,"Vielen Dank.
Vizepräsident Wolfgang ","","","34",70,19090
