"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",188,19107
"2",2,"Herr Kollege Lehrieder, das war vorbildlich in der Zeit, fast zwei Minuten.","","","01",188,19107
"3",3," — Als nächster Redner spricht zu uns Sebastian Münzenmaier, AfD-Fraktion.","","","02",188,19107
"4",4," Sebastian Münzenmaier:","","","03",188,19107
"5",5,"Sehr geehrter Herr Präsident! Meine Damen und Herren! Deutschland kann aufatmen:","","","04",188,19107
"6",6," Die Bundesregierung hat uns endlich mit Eckpunkten für eine nationale Tourismusstrategie beglückt.","","","05",188,19107
"7",7," Über ein Jahr lang hat die Bundesregierung jetzt intensiv nachgedacht.","","","06",188,19107
"8",8," Sie hat sich viele Gedanken gemacht, und Herr Thomas Bareiß hält die vorgeschlagenen Eckpunkte für einen Meilenstein.","","","07",188,19107
"9",9,"Wenn Sie jetzt, wie ich auch, auf konkrete Maßnahmen gehofft haben, muss ich Sie aber leider enttäuschen.","","","08",188,19107
"10",10," In 14 Monaten konnte sich die Bundesregierung auf allgemeine Zielvorgaben einigen.","","","09",188,19107
"11",11," Konkrete Maßnahmen gibt es also bislang überhaupt keine.","","","10",188,19107
"12",12," Deshalb hat sich die Regierung darauf konzentriert, möglichst blumig und staatstragend die Welt zu retten.","","","11",188,19107
"13",13," Das kennen wir schon — aber diesmal auch im Tourismus.","","","12",188,19107
"14",14," Dabei hat man derart übertrieben, dass sogar die Tageszeitung „Die Welt“ über die Eckpunkte spottet und berichtet, die nationale Tourismusstrategie mache Touristen zu „Weltenrettern“.","","","13",188,19107
"15",15," Immerhin ist, zum Beispiel, strategisches Ziel der nationalen Tourismusstrategie der Bundesregierung, für internationale Stabilität zu sorgen.","","","14",188,19107
"16",16," Ganz nebenbei soll außerdem für Frieden, Toleranz und Völkerverständigung gesorgt werden.","","","15",188,19107
"17",17," Und am besten finde ich:","","","16",188,19107
"18",18," Die wirtschaftliche Entwicklung außerhalb Deutschlands soll durch die nationale Tourismusstrategie nach vorne gebracht werden.","","","17",188,19107
"19",19,"Bei dieser ganzen Luftikusrhetorik bleibt wieder mal ein Sachverhalt außen vor:","","","18",188,19107
"20",20," die Realität.","","","19",188,19107
"21",21," Denn die Tourismuswirtschaft in Deutschland hat reale Sorgen.","","","20",188,19107
