"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",25,19098
"2",2,"— ein Kollege von der AfD möchte eine Zwischenfrage stellen.","","","01",25,19098
"3",3,"Dr.","","","02",25,19098
"4",4," Eva Högl:","","","03",25,19098
"5",5," Nein, möchte ich nicht, vielen Dank.","","","04",25,19098
"6",6,"Liebe Kolleginnen und Kollegen, noch eine letzte Bemerkung.","","","05",25,19098
"7",7," Es wird sehr darauf ankommen, wie dieses Gesetz in der Praxis umgesetzt wird.","","","06",25,19098
"8",8," Denn wir können hier noch so gute Gesetzgebung machen:","","","07",25,19098
"9",9," Am Ende ist es wichtig, dass die Behörden vor Ort die Anerkennung der Ausbildung, der Qualifikation sehr schnell auf den Weg bringen, dass die Ausländerbehörden zügig entscheiden.","","","08",25,19098
"10",10," Das Ergebnis unserer guten gesetzlichen Grundlage muss in der Praxis sein, dass Menschen zu uns kommen und wertvolle Arbeit in den Betrieben leisten können.","","","09",25,19098
"11",11,"Ich freue mich auf die weiteren Beratungen und hoffe, dass wir dieses wichtige Gesetz noch vor der Sommerpause verabschieden können, damit es sehr bald in Kraft tritt.","","","10",25,19098
"12",12,"Vielen herzlichen Dank.","","","11",25,19098
"13",13," Präsident Dr.
 Wolfgang ","","","12",25,19098
