"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",30,19133
"2",2," Frau Dörner möchte eine Nachfrage stellen.","","","01",30,19133
"3",3,"Katja Dörner:","","","02",30,19133
"4",4,"Also, der Kindeswohlvorrang, wie ihn die UN-Kinderrechtskonvention formuliert, die ja für uns bindend ist, findet in Ihrer Formulierung keinen Widerspruch.","","","03",30,19133
"5",5,"Christine Lambrecht, Bundesministerin der Justiz und für Verbraucherschutz:","","","04",30,19133
"6",6," Kein Widerspruch.","","","05",30,19133
"7",7,"Katja Dörner:","","","06",30,19133
"8",8,"Sie sprechen davon, dass in der Abwägung das Kindeswohl „angemessen berücksichtigt“ werden muss.","","","07",30,19133
"9",9," Dieses Wort „angemessen“ gibt ganz offensichtlich keine Zielrichtung vor.","","","08",30,19133
"10",10," Was beinhaltet bei Ihnen diese Formulierung „angemessene Berücksichtigung‘?Christine Lambrecht, Bundesministerin der Justiz und für Verbraucherschutz:","","","09",30,19133
"11",11,"Grundrechte bilden die Werteordnung unseres Gemeinwesens ab.","","","10",30,19133
"12",12," Da werden verschiedene Grundwerte festgeschrieben.","","","11",30,19133
"13",13," Unter Juristen nennt man es „praktische Konkordanz“, wenn verschiedene Grundrechte gegeneinander abzuwägen sind.","","","12",30,19133
"14",14,"Dadurch, dass ich Kindergrundrechte ausdrücklich erwähne, erfahren sie selbstverständlich eine Berücksichtigung auf Augenhöhe, die sie bisher nicht hatten.","","","13",30,19133
"15",15," Deswegen ist es keineswegs so, wie Sie es beschreiben, dass ich diese Rechte nicht abbilden würde.","","","14",30,19133
"16",16," Im Gegenteil:","","","15",30,19133
"17",17," Sie bekommen jetzt sogar eine Extrabenennung.","","","16",30,19133
"18",18," Das ist gut so.","","","17",30,19133
"19",19," In dieser Abwägung muss das Kindeswohl bei jedem staatlichen Handeln, sei es bei der Verwaltung, sei es im Gerichtsverfahren, sei es bei uns als Gesetzgeber, angemessen berücksichtigt werden.","","","18",30,19133
"20",20," Ich glaube, das ist längst überfällig.","","","19",30,19133
"21",21," Deswegen habe ich diesen Vorschlag vorgelegt.","","","20",30,19133
"22",22," Präsident Dr.
 Wolfgang ","","","21",30,19133
