"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",101,19101
"2",2,"Aber nicht zu lang.","","","01",101,19101
"3",3," Die Redezeit ist nämlich rum.","","","02",101,19101
"4",4,"Christian Schmidt:","","","03",101,19101
"5",5,"Frau Präsidentin, das nehme ich gerne zur Kenntnis.","","","04",101,19101
"6",6," Ich biete die Diskussion an.","","","05",101,19101
"7",7," — Nicht Ihnen, Frau Präsidentin.","","","06",101,19101
"8",8," Und ich kann auch nicht durch alle Fraktionen gehen; das geht auch nicht.","","","07",101,19101
"9",9,"Was Annegret Kramp-Karrenbauer mit dem Flugzeugträger gemeint hat, ist eine symbolische Notwendigkeit, also dass sich die europäische Sicherheitspolitik strategisch gemeinsam ausrichten muss.","","","08",101,19101
"10",10," Dazu braucht sie auch gemeinsame Blickwinkel und Strukturen.","","","09",101,19101
"11",11,"Herzlichen Dank.
 Vizepräsidentin Claudia ","","","10",101,19101
