"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",46,19080
"2",2,"Vielen Dank, Herr Kollege.","","","01",46,19080
"3",3," — Als letzter Redner hat das Wort der Kollege Dr.","","","02",46,19080
"4",4," Hans Michelbach, CDU/ CSU-Fraktion.","","","03",46,19080
"5",5," Dr.","","","04",46,19080
"6",6," h.","","","05",46,19080
"7",7," c.","","","06",46,19080
"8",8," Hans Michelbach:","","","07",46,19080
"9",9,"Herr Präsident! Sehr verehrte Kolleginnen und Kollegen! Wir, die CDU/CSU-Fraktion, stehen für eine verantwortungsbewusste, wachstumsfreundliche und leistungsgerechte Steuer- und Finanzpolitik.","","","08",46,19080
"10",10," Das bedeutet Entlastung von Bürgern und Unternehmen, Stärkung der öffentlichen Investitionen und Augenmaß bei den Ausgaben.","","","09",46,19080
"11",11," Diese Politik ist seit vielen Jahren eine Erfolgsgeschichte.","","","10",46,19080
"12",12," Sie zahlt sich für die Bürgerinnen und Bürger aus.","","","11",46,19080
"13",13," Sie trägt zu mehr Wachstum, Arbeit und Beschäftigung bei.","","","12",46,19080
"14",14," Seit 2014 kommen unsere Haushalte ohne Steuererhöhungen und immer neue Schulden aus.","","","13",46,19080
"15",15," Deshalb halten wir auch an dieser grundsätzlichen Politik fest.","","","14",46,19080
"16",16,"Die unionsgeführte Koalition bekämpft bereits seit der letzten und vorletzten Legislaturperiode erfolgreich die kalte Progression durch Anpassung der Tarifeckwerte; das ist die Wahrheit.","","","15",46,19080
"17",17," Das sollten wir auch in dieser Legislaturperiode fortsetzen, und das setzen wir Zug um Zug fort.","","","16",46,19080
"18",18," Das haben wir den Bürgerinnen und Bürgern im KoalitionsvertragDr.","","","17",46,19080
"19",19," h.","","","18",46,19080
"20",20," c.","","","19",46,19080
"21",21," Hans Michelbachgemeinsam mit unserem Koalitionspartner versprochen, und wir halten gemeinsam Wort.","","","20",46,19080
"22",22,"Die Bürgerinnen und Bürger merken es seit Jahresbeginn erneut auf ihrem Konto.","","","21",46,19080
"23",23," Das Familienentlastungsgesetz bringt allein in diesem Jahr eine Nettoentlastung von 9,3 Milliarden Euro durch Bekämpfung der kalten Progression, durch Anhebung des steuerfreien Existenzminimums und durch Erhöhung von Kindergeld und Kinderfreibetrag.","","","22",46,19080
"24",24," Bis zum Jahr 2022 summiert sich die jüngst beschlossene Entlastung auf insgesamt 35 Milliarden Euro.","","","23",46,19080
"25",25," Das sind 35 Milliarden Euro, die die Menschen mehr im Geldbeutel haben.","","","24",46,19080
"26",26," Das ist die Tatsache, und das ist auch ein guter Anreiz für die Menschen.
 Vielen Dank! Vizepräsident Wolfgang ","","","25",46,19080
