"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",44,19075
"2",2," Vielen Dank.","","","01",44,19075
"3",3," — Letzte Rednerin in dieser Debatte ist die Kollegin Yasmin Fahimi ftir die Fraktion der SPD.","","","02",44,19075
"4",4," Yasmin Fahimi:","","","03",44,19075
"5",5,"Herr Präsident! Sehr geehrtes Haus! Liebe Gäste auf den Tribünen! Ja, die berufliche Bildung ist eine tragende Säule unseres Bildungssystems.","","","04",44,19075
"6",6," Darüber gibt es große Einigkeit hier im Haus, aber im Übrigen auch bei den Arbeitgebern und Gewerkschaften.","","","05",44,19075
"7",7,"Wenn man sich aber trotzdem einmal anschaut, wie sich die Zahl der Ausbildungsbetriebe in Deutschland entwickelt hat, dann müssen wir leider feststellen, dass es da einen Rückgang gibt — und das in Zeiten des Fachkraftemangels.","","","06",44,19075
"8",8," Ich frage also:","","","07",44,19075
"9",9," Wie ist das eigentlich möglich? Was sind die Gründe? Gibt der Bildungsbericht dazu Hinweise? Ja, er gibt einen Hinweis, zum Beispiel beim Blick auf die Kleinstbetriebe, gerade im ländlichen Raum.","","","08",44,19075
"10",10," Dort fühlen sich viele alleingelassen, vielleicht überfordert.","","","09",44,19075
"11",11," Es ist für uns in der Tat eine Herausforderung, die Ausbildungsinfrastrukturen, die Möglichkeit zur Mobilität für die Auszubildenden durch Mobilitätshilfen und Azubi-Tickets in den Kommunen zu verbessern, aber auch die Berufsschulen darauf auszurichten, dass Blockunterricht möglich ist, und für entsprechende Übernachtungsmöglichkeiten in der Umgebung zu sorgen.","","","10",44,19075
"12",12,"Mich beschleicht aber das Gefühl, dass das nicht das alleinige Problem ist.","","","11",44,19075
"13",13," Wenn man sich das nämlich genauer anschaut, dann stellt man fest, dass der Rückgang von Ausbildungsbetrieben quer durch alle UnternehmensgröBen zu verzeichnen ist, also auch Großbetriebe betrifft.","","","12",44,19075
"14",14," Ich will an dieser Stelle sehr deutlich sagen:","","","13",44,19075
"15",15," Wenn wir die berufliche Bildung mit Blick auf den Fachkräftemangel so herausragend benennen, dann geht es nicht, dass sich Großunternehmen jahrzehntelanger gesellschaftlicher Verabredungen in dieser Art und Weise entziehen.","","","14",44,19075
"16",16," Das ist nicht akzeptabel.","","","15",44,19075
"17",17," Es gibt aber auch den Vorwurf:","","","16",44,19075
"18",18," Na ja, es gibt nicht ausreichend qualifizierte Bewerberinnen und Bewerber.","","","17",44,19075
"19",19," Müssen sie nicht erst noch nachgeschult bzw.","","","18",44,19075
"20",20," vorbereitet werden? — Deswegen zitiere ich schlicht und ergreifend einen Satz aus dem Bildungsbericht, der mit diesem Aberglauben aufräumt.","","","19",44,19075
"21",21," Da heißt es nämlich:","","","20",44,19075
"22",22,"Die verallgemeinerte Annahme, dass Jugendliche, die zunächst eine Alternative im Übergangssektor besuchen, auch niedrigere Kompetenzen aufweisen, kann nicht bestätigt werden.","","","21",44,19075
"23",23," Also hören Sie auf mit diesem Vorwurf.","","","22",44,19075
"24",24," Das sind vorgeschobene Probleme.","","","23",44,19075
"25",25," Nicht klagen, sondern klotzen!Bildung ist etwas wert.","","","24",44,19075
"26",26," Es muss uns die Mühe wert sein, sich die Zeit zu nehmen und eben auch die Bereitschaft zu haben, Wissen zu teilen und zu vermitteln.","","","25",44,19075
"27",27," EsYasmin Fahimiist kein Meister vom Himmel gefallen und damit eben auch keine Fachkraft von morgen.","","","26",44,19075
"28",28,"Bildung ist etwas wert.","","","27",44,19075
"29",29," Sie muss uns mindestens eine Ausbildungsvergütung wert sein, A eet Be orm o oOeine Mi fordert hat,g, wie sie die SPD geund zwar eine Ausbildungsvergütung als echten Anspruch und in einer angemessenen Höhe.","","","28",44,19075
"30",30," Was kann eine angemessene Höhe sein? Das Bildungsministerium hat einen Vorschlag vorgelegt, bei dem die Auszubildenden am Ende des Tages weniger in der Tasche behalten würden, als ein Schüler an BAföG bekommen kann.","","","29",44,19075
"31",31,"Frau Karliczek, ich bitte Sie, Ihren Vorschlag noch einmal zu überdenken.","","","30",44,19075
"32",32," Der BAföG-Schülersatz liegt derzeit bei 504 Euro.","","","31",44,19075
"33",33," Wenn wir Auszubildende mindestens gleichstellen wollen, haben sie Anspruch auf einen Mindestausbildungsbetrag von 634 Euro brutto, weil sie nämlich noch Sozialversicherungsbeiträge zahlen müssen.","","","32",44,19075
"34",34," Wenn wir uns politisch nicht angreifbar machen wollen, dass wir diese Höhe willkürlich setzten, dann müssen wir uns am Tarifvertragssystem orientieren und nicht an einer Sozialleistung wie dem Schüler-BAföG.","","","33",44,19075
"35",35," Solange Auszubildende weniger kosten als eine 450-Euro-Kraft, so lange können wir den Missbrauch auf dem Ausbildungsmarkt nicht ausschließen.","","","34",44,19075
"36",36," Deswegen müssen wir die Attraktivität von Ausbildung auch dadurch sicherstellen, dass wir eine ordentliche und nachvollzieh bare gütung einführen.","","","35",44,19075
"37",37,"oOBildung ist uns etwas wert, und eine Mindestausbildungsvergütung hat unsere Jugend verdient.","","","36",44,19075
"38",38,"Vielen Dank.
 Vizepräsident Thomas ","","","37",44,19075
