"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",75,19073
"2",2," Vielen Dank.","","","01",75,19073
"3",3," — Weitere Frage? — Bitte.","","","02",75,19073
"4",4,"Sylvia Kotting-Uhl:","","","03",75,19073
"5",5,"Ja, da möchte ich gerne nachhaken.","","","04",75,19073
"6",6," Danke, Herr Präsident.","","","05",75,19073
"7",7," — Unsere Einschätzung über Risiken und darüber, wann man gegen Risiken Vorsorge treffen muss, ist eine sehr unterschiedliche.","","","06",75,19073
"8",8," Natürlich ist der Bezug zu Deutschland gegeben, auch wenn es mit deutschem Boden nichts zu tun hat.","","","07",75,19073
"9",9,"Es geht nämlich um ein Atomkraftwerk, und zwar das älteste Europas, das gegen Unfälle und Terrorangriffe extrem unterausgelegt ist und das direkt an der deutschen Grenze steht.","","","08",75,19073
"10",10," Bei einem Unfall wäre vermutlich Deutschland aufgrund der häufig vorherrschenden Windrichtung stärker betroffen als Frankreich selbst.","","","09",75,19073
"11",11," Von diesem Atomkraftwerk wurden vermutlich Baupläne entwendet.","","","10",75,19073
"12",12," Anhand genau dieser Baupläne kann man auch feststellen, wie man dieses Kraftwerk angreifen kann.","","","11",75,19073
"13",13," Deshalb kann man so etwas hier nur in der Geheimdienststelle begutachten, und deshalb wird hier nie darüber verhandelt — mit gutem Grund.","","","12",75,19073
"14",14,"Diese Pläne sind nun vermutlich geklaut.","","","13",75,19073
"15",15," Sie sagen, es gibt keinen Hinweis, keinen Nachweis.","","","14",75,19073
"16",16," Hinweise gibt es.","","","15",75,19073
"17",17," Es gibt keinen Nachweis.","","","16",75,19073
"18",18," Es gibt aber auch keinen Beweis des Gegenteils.","","","17",75,19073
"19",19," Das ist bei einem Risiko — hier reden wir von Hochrisikoanlagen — der Punkt, um den es geht:","","","18",75,19073
"20",20," Ich brauche den Gegenbeweis.","","","19",75,19073
"21",21," Ich brauche nicht den Nachweis, sondern den Gegenbeweis.","","","20",75,19073
"22",22," Solange die Sylvia Kotting-Uhlser nicht da ist, ist eine potenzielle Gefahr im Raum, der Sie meiner Meinung nach auch nachgehen müssten.","","","21",75,19073
"23",23,"Ich frage Sie jetzt in diesem Zusammenhang, an welchen päischen Atomkraftwerken der Baukonzern Ingerop nach Kenntnis der Bundesregierung beteiligt war, insbesondere an welchen AKW in Belgien, Frankreich und der Schweiz; denn es ist nicht ausgeschlossen, dass auch andere Atomkraftwerke an unseren Grenzen betroffen sind.
 Ich gehe nicht davon aus, dass Sie mir das jetzt beantworten können, und bitte deshalb vorsorglich —Vizepräsident Thomas ","","","22",75,19073
