"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",121,19091
"2",2," Vielen Dank, Herr Staatssekretär.","","","01",121,19091
"3",3," —- Nachfrage?Katrin Werner:","","","02",121,19091
"4",4,"Ich darf wiederholen:","","","03",121,19091
"5",5," Im Sommer können wir mit Arbeitsergebnissen rechnen.","","","04",121,19091
"6",6," Mich würde im Zusammenhang mit der vorherigen Frage interessieren:","","","05",121,19091
"7",7," Die Ergebnisse aus der Arbeitsgruppe im Jahr 2017 sind nicht mit Organisationen abgesprochen worden.","","","06",121,19091
"8",8," Ich beziehe mich auf ein Interview in der „Neuen Osnabrücker Zeitung“ vom 25.","","","07",121,19091
"9",9," März, wo es heißt, dass es aktuell im Justizministerium eine Arbeitsgruppe gibt, die daran arbeitet.","","","08",121,19091
"10",10," Ganz konkret:
 Ist diese Arbeitsgruppe nicht mehr aktiv? Liegen Ihnen die Ergebnisse schon seit 2017 vor, undKatrin Wernerwerden sie jetzt nur veröffentlicht? Oder gibt es aktualisierte Varianten oder Formen?Vizepräsident Thomas ","","","09",121,19091
