"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",87,19114
"2",2," Vielen Dank, Herr Staatssekretär.","","","01",87,19114
"3",3,"Ich rufe die Frage 17 der Abgeordneten Katharina Dröge auf:","","","02",87,19114
"4",4,"Wie wird die Bundesregierung sicherstellen, dass bei Verstößen gegen das Nachhaltigkeitskapitel durch die Vertragspartner des EU-Mercosur-A die im Abkommen vereinbarten Zollerleichterungen zurückgezogen werden, vor dem Hintergrund der Aussage der Bundesministerin Julia Klöckner, dass das Nachhaltigkeitskapitel verbindliche Regelungen enthalte und dass es keine Zollerleichterungen geben könne, wenn diese nicht eingehalten würden?Herr Fuchtel, bitte.","","","03",87,19114
"5",5,"Hans-Joachim Fuchtel, Parl.","","","04",87,19114
"6",6," Staatssekretär bei der Bundesministerin für Ernährung und Landwirtschaft:","","","05",87,19114
"7",7,"Das Assozüerungsabkommen ist als völkerrechtliches Abkommen nach Abschluss der Ratifizierung durch die EU-Mitgliedstaaten sowie Zustimmung im EP und im Rat verbindlich.","","","06",87,19114
"8",8," Es enthält Vereinbarungen zur nachhaltigen Entwicklung, die beide Seiten unter anderem zur Einhaltung des Pariser Klimaschutzabkommens und einer nachhaltigen Waldwirtschaft verpflichten.","","","07",87,19114
"9",9," Die Bundesregierung geht davon aus, dass die Vertragspartner nach der politischen Einigung alle Vorbereitungen treffen, die notwendig sind, um nach einer Ratifizierung die geltenden Verpflichtungen einzuhalten.","","","08",87,19114
"10",10," Die Bundesregierung wird das Verhalten der Vertragspartner dahin gehend aufmerksam beobachten und die Kommission um einen entsprechenden Bericht bitten.
 Vizeprasidentin Claudia ","","","09",87,19114
