"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",31,19118
"2",2," Für die SPD-Fraktion hat das Wort der Kollege Arno Klare.","","","01",31,19118
"3",3," Arno Klare:","","","02",31,19118
"4",4,"Herr Präsident! Meine sehr verehrten Damen und Herren! Ich beziehe mich in meinen Ausführungen in erster Linie auf den Antrag von Bündnis 90/Die Grünen „Klimapaket neu auflegen“.","","","03",31,19118
"5",5," Den restlichen Titel können Sie selber lesen.","","","04",31,19118
"6",6," Über dem Antrag stehen die Namen derer, die den Antrag gestellt haben, zum Beispiel Stephan Kühn, Cem Özdemir, Oliver Krischer, Matthias Gastel, Stefan Gelbhaar, Daniela Wagner.","","","05",31,19118
"7",7," Ich kenne sie alle aus dem Verkehrsausschuss als Menschen, mit denen man durchaus einen Diskurs führen kann.","","","06",31,19118
"8",8," Bei Ihnen, Herr Krischer, habe ich manchmal, wenn Sie hier vorne stehen, einen anderen Eindruck.","","","07",31,19118
"9",9," Aber in aller Regel stimmt das.","","","08",31,19118
"10",10," Ich befasse mich also mit diesem Antrag.","","","09",31,19118
"11",11," Der erste Satz beginnt wie folgt:","","","10",31,19118
"12",12," ,.","","","11",31,19118
"13",13,"Mit ihrem kraftlosen Klimapaket“ Ich habe mir tiberlegt, dass ja vielleicht etwas dran ist, dass es also in der Tat kraftlos ist.","","","12",31,19118
"14",14," Wenn ich aber daran denke, dass in diesem Klimapaket zum Beispiel steht, dass wir bei der Kohleverstromung die jetzt installierten Leistungen in Höhe von 40,3 Gigawatt bis zum Jahre 2030 auf 17 reduzieren werden, also 60 Prozent dieser installierten Leistung und damit grundlastfähige Leistung abschalten werden, plus 2022 noch einmal 10 Gigawatt herausnehmen werden, nämlich den Atomstrom, halte ich das, was wir tun, gar nicht mehr für so kraftlos, sondern eher für mutig.","","","13",31,19118
"15",15," Sie schreiben weiter, dass die geplante CO,-Bepreisung wirkungslos sei.","","","14",31,19118
"16",16," Erste Bemerkung dazu:","","","15",31,19118
"17",17," Die Vermeidungskosten in der Mobilität liegen nicht bei 45 Euro oder 50 Euro, sondern bei knapp 400 Euro pro Tonne.","","","16",31,19118
"18",18," Das heißt, sie bleiben sowieso darunter.","","","17",31,19118
"19",19," Der Preis, den wir im Jahre 2024 bereits haben werden, ist schon nahe bei den von Ihnen geforderten 40 Euro, nämlich bei 35 Euro pro Tonne CO;.","","","18",31,19118
"20",20," In der mittelfristigen Finanzplanung sind das 19 Milliarden Euro, die wir einnehmen.","","","19",31,19118
"21",21," Da sind wir noch gar nicht beim höchsten Preis.","","","20",31,19118
"22",22," Wir entziehen sozusagen der Volkswirtschaft 19 Milliarden Euro, um sie als Reinvestition wieder hineinzubringen.","","","21",31,19118
"23",23," Auch das ist nicht kraftlos und mutlos, sondern, wie ich finde, durchaus angemessen.","","","22",31,19118
"24",24," Schauen wir uns die anderen Bereiche an, um die es geht.","","","23",31,19118
"25",25," Sie schreiben, dass wir in alternative Antriebe und Kraftstoffe investieren müssen.","","","24",31,19118
"26",26," Das tun wir.","","","25",31,19118
"27",27," In dem Bericht der Kohlekommission, in dem die Investition von 40 Milliarden Euro vorgeschlagen wird, sind zahlreiche Projekte aufgelistet, bei denen es um Wasserstofftechnologie geht, also um genau das, was Sie wollen, was wir gemeinsam wollen, nämlich das Investment in erneuerbare Kraftstoffe.","","","26",31,19118
"28",28," Genau das steht dort drin, unterlegt mit 40 Milliarden Euro.","","","27",31,19118
"29",29," Da sagen Sie, das sei mutlos und kraftlos? Das ist das Gegenteil davon.","","","28",31,19118
"30",30,"Wenn ich in die Industrie schaue, dann sehe ich, dass sie ähnlich handelt.","","","29",31,19118
"31",31," H2Stahl zum Beispiel — ich weiß nicht, ob Sie es kennen - ist ein H2-Projekt von thyssenkrupp in Hamborn.","","","30",31,19118
"32",32," Es gibt noch weitere 18 Projekte, die über die RED Il als Reallabore laufen.","","","31",31,19118
"33",33," Sie alle zielen in genau diese Richtung und werden mit Geld aus dem Deutschen Bundestag, das wir bewilligt haben, finanziert.","","","32",31,19118
"34",34," Arno KlareDas ist nicht kraftlos, das ist nicht mutlos.","","","33",31,19118
"35",35," Das, was wir tun, macht keine Industrienation außer uns in der Welt.","","","34",31,19118
"36",36," Keine! Das ist ein großes Projekt.","","","35",31,19118
"37",37," Wir sind Beispiel und Benchmark für die Welt.","","","36",31,19118
"38",38,"Ich sage Ihnen einen letzten Satz:","","","37",31,19118
"39",39," Wir werden damit gewinnen, Ökologisch und ökonomisch.","","","38",31,19118
"40",40," Vizepräsident Dr.
 Hans-Peter ","","","39",31,19118
