"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",56,19089
"2",2," Ich erteile zu einer Kurzintervention das Wort der Kollegin Katja Dörner.","","","01",56,19089
"3",3,"Katja Dörner:","","","02",56,19089
"4",4,"Vielen Dank, Herr Präsident.","","","03",56,19089
"5",5," — Liebe Frau Kollegin Wiesmann, zum einen möchte ich klarstellen — sie haben sich ja auf meine Aussage gestern im Ausschuss bezogen -, dass ich gesagt habe, dass die Erhöhung der Inanspruchnahmequote beim Kinderzuschlag von 30 auf 35 Prozent lächerlich ist.","","","04",56,19089
"6",6," Ich habe nicht gesagt, der gesamte Gesetzentwurf sei lächerlich.","","","05",56,19089
"7",7," Das nur zur Klarstellung.","","","06",56,19089
"8",8,"Ich möchte Sie fragen, wie Sie es bewerten, dass zwei Drittel der Kinder bzw.","","","07",56,19089
"9",9," der Familien, die eigentlich einen Anspruch auf Kinderzuschlag haben und ihn für ihre Existenzsicherung brauchen, diesen weiterhin nicht in Anspruch nehmen.","","","08",56,19089
"10",10," — Das ist die Prognose der Bundesregierung.","","","09",56,19089
"11",11," Davon muss man ja mal ausgehen.","","","10",56,19089
"12",12," Im Gesetzentwurf der Bundesregierung steht, dass sie davon ausgeht, dass es 35 Prozent sein werden.","","","11",56,19089
"13",13," Ich glaube, auf dieser Grundlage müssen wir dann hier auch diskutieren.","","","12",56,19089
"14",14,"Ich möchte Sie noch etwas fragen.","","","13",56,19089
"15",15," Sie haben eben gesagt, dass unser heute vorliegender Antrag, in dem wir fordern, den Kinderzuschlag automatisch auszuzahlen, in eine ganz andere, in eine falsche Richtung geht.","","","14",56,19089
"16",16," Ergebnis der Sondierungen mit Ihrer Fraktion — übrigens unter der Leitung dieses Bereiches durch Frau KrampKarrenbauer — war die Verständigung, dass wir den Kinderzuschlag automatisch auszahlen.","","","15",56,19089
"17",17," Ich gehe einmal davon aus, dass Ihre Verhandlungsgruppe nicht einer Lösung zustimmt, die sie selbst für nicht möglich erachtet, für den falschen Weg hält oder was auch immer.","","","16",56,19089
"18",18," Deshalb frage ich Sie:","","","17",56,19089
"19",19," Warum lehnen Sie heute unseren Antrag ab, und warum halten Sie es nicht für richtig, die Kinder zu ihrem Recht kommen zu lassen und den Kinderzuschlag automatisch an alle auszuzahlen? Vizepräsident Dr.
 Hans-Peter ","","","18",56,19089
