"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",34,19089
"2",2,"Herr Michelbach, Sie müssen zum Schluss kommen.","","","01",34,19089
"3",3,"Dr.","","","02",34,19089
"4",4," h.","","","03",34,19089
"5",5," c.","","","04",34,19089
"6",6," Hans Michelbach:","","","05",34,19089
"7",7,"Vielen Dank, Herr Präsident.","","","06",34,19089
"8",8," — Sie müssen in jedem Fall eine Grundgesetzänderung machen.","","","07",34,19089
"9",9," Daher ist es sinnvoll, sich auch mit dem Grundgesetz im Hinblick auf die Länder zu befassen.","","","08",34,19089
"10",10," Lieber Kollege Daldrup, es sind keine Querschläge und Spielchen.","","","09",34,19089
"11",11," Ich übergebe Ihnen ein Grundgesetz.","","","10",34,19089
"12",12," Sie werden sehen, was darin steht.","","","11",34,19089
"13",13," Schauen Sie sich Artikel 125a Grundgesetz an, Herr Daldrup.
 Vizepräsident Thomas ","","","12",34,19089
