"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",85,19074
"2",2,"Das Wort hat der Kollege Ottmar von Holtz, Bündnis 90/Die Grünen.","","","01",85,19074
"3",3," Ottmar von Holtz:","","","02",85,19074
"4",4,"Herr Präsident! Meine Damen und Herren! Über die Einzigartigkeit des Selous-Wildreservats in Tansania ist hier schon einiges gesagt worden.","","","03",85,19074
"5",5," Wir alle sind uns sehr schnell einig darin, zu sagen:","","","04",85,19074
"6",6," Liebe Regierung in Tansania, lasst dieses UNESCO-Weltnaturerbe unberührt! Opfert es nicht einem gigantischen, zweifelhaften Infrastrukturprojekt! — Natürlich schließen wir Grüne uns diesem Aufruf an.","","","05",85,19074
"7",7," Die beiden Anträge, über die wir heute abstimmen, sprechen in der Tat eine sich anbahnende Katastrophe an.","","","06",85,19074
"8",8," Der Staudamm wäre nicht nur ein ökologisches und soziales, sondern auch ein ökonomisches Desaster.","","","07",85,19074
"9",9," Aber ich finde, dass die Anträge auch in zweierlei Hinsicht sehr nachdenklich stimmen.","","","08",85,19074
"10",10,"Erstens werfen die Anträge Fragen auf, die immer wieder kontrovers diskutiert werden:","","","09",85,19074
"11",11," Ist das Bevormundung? Wie halten wir es mit der Konditionalisierung von Entwicklungsgeldern? Wir sagen:","","","10",85,19074
"12",12," Wir haben das Wildreservat mit zweistelligen Millionenbeträgen gefördert.","","","11",85,19074
"13",13," Dürfen wir dann jetzt auch einfordern, dass es so bleibt, wie es ist? Wer das Geld hat, hat das Sagen? Das sind keine einfachen Fragen.","","","12",85,19074
"14",14,"Ottmar von HoltzTansania hat ein Stromproblem.","","","13",85,19074
"15",15," Es muss dieses Problem lösen, um Wachstum und Beschäftigung zu ermöglichen.","","","14",85,19074
"16",16," „Wachstum“ und „Beschäftigung“, diese beiden Begriffe verwende ich in diesem Zusammenhang ganz bewusst; denn Wachstum und Beschäftigung sind auch immer Begründungen bei uns in Deutschland für Infrastrukturprojekte.","","","15",85,19074
"17",17,"Das bringt mich zu meinem zweiten nachdenklich stimmenden Punkt, zu unserer Glaubwürdigkeit.","","","16",85,19074
"18",18," Wir sind von hier, vom globalen Norden aus, immer schnell dabei, zu urteilen, wenn es um Arterhaltung, Umwelt- und Naturschutz weit entfernt von uns geht.","","","17",85,19074
"19",19," Aber wie sieht es denn bei uns zu Hause aus? Ich komme aus Niedersachsen.","","","18",85,19074
"20",20," Da gibt es zwei Reizwörter:","","","19",85,19074
"21",21," Autobahnen und Wolf.","","","20",85,19074
"22",22," In Afrika dürfen keine Elefanten, Löwen oder Leoparden erlegt werden, auch wenn sie täglich irgendwo in Afrika in irgendwelchen Dörfern Menschen bedrohen.","","","21",85,19074
"23",23," Doch die Entnahme des Wolfes, wie man das hier so verschämt nennt, soll kein Problem sein? Dabei ist der Wolf in Europa genauso geschützt wie Elefanten, Löwen und Leoparden in Afrika.","","","22",85,19074
"24",24," Den Kollegen Ferlemann, der ebenfalls aus Niedersachsen kommt - er ist nicht anwesend -, hätte ich gerne gefragt, wie er das einschätzt, da er sich doch so eindringlich für Autobahnen quer durch die Lüneburger Heide und das Marschgebiet entlang der Küste einsetzt, deren Kosten-Nutzen-Analysen sehr zweifelhaft sind.","","","23",85,19074
"25",25," Glyphosat wäre ein anderes Reizwort.","","","24",85,19074
"26",26," Hier auch völlig passend:","","","25",85,19074
"27",27," Einen schönen Gruß an RWE und den Hambacher Wald! Also, liebe Kolleginnen und Kollegen von den Koalitionsfraktionen, Ihr Antrag ist gut.","","","26",85,19074
"28",28," Von grüner Seite aus können wir ihm guten Gewissens zustimmen.","","","27",85,19074
"29",29," Dass sich CDU und CSU so eindringlich für einen Mix aus erneuerbaren Energien und dezentraler, lokaler Stromerzeugung einsetzen, hätten wir kaum für möglich gehalten.","","","28",85,19074
"30",30," Das unterstützen wir natürlich gerne.","","","29",85,19074
"31",31," Gut finde ich auch, wie differenziert Ihr Angebot an die tansanische Regierung ist.","","","30",85,19074
"32",32," Damit begegnen Sie dem Problem, das ich eingangs ansprach, nämlich der Gratwanderung zwischen Bevormundung und berechtigtem Einsatz für die Sache.","","","31",85,19074
"33",33," Vizeprasident Dr.
 Hans-Peter ","","","32",85,19074
