"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",148,19107
"2",2,"Vielen Dank, Axel Knoerig.","","","01",148,19107
"3",3," — Der letzte Redner in dieser Debatte:","","","02",148,19107
"4",4," Ulrich Lange für die CDU/CSU-Fraktion.","","","03",148,19107
"5",5," Ulrich Lange:","","","04",148,19107
"6",6,"Frau Präsidentin! Liebe Kolleginnen und Kollegen! Ich glaube, die Änderungsanträge, die wir im Rahmen dieser fünften TKG-Novelle noch eingebracht haben, waren wichtig.","","","05",148,19107
"7",7," Auch der Prozess der letzten Wochen und Monate war wichtig; denn es geht am Ende um eine verlässliche Mobilfunkversorgung und um eine verlässliche Breitbandversorgung.","","","06",148,19107
"8",8," Es geht am Ende immer um die Gleichwertigkeit von Lebensverhältnissen und um unseren Wirtschaftsstandort.","","","07",148,19107
"9",9," Wir wissen inzwischen auch, liebe Kolleginnen und Kollegen der FDP - Sie sind ja so stolz, dass Sie wieder da sind —:","","","08",148,19107
"10",10," Mit den Kräften des Marktes allein lässt sich das nicht lösen.","","","09",148,19107
"11",11," Auch das haben wir inzwischen gelernt.","","","10",148,19107
"12",12," Wir brauchen die Mobilfunkversorgung entlang der Verkehrswege.","","","11",148,19107
"13",13," Wir, die wir in Wahlkreisen verankert sind, wissen, dass in dieser Blase hier einiges darüber gesagt wird, wie die Versorgung angeblich ist.","","","12",148,19107
"14",14," Es ist aber zu erkennen, dass es vor Ort ebendiese Lücken, diese berühmten weiBen und grauen Flecken, gibt.","","","13",148,19107
"15",15,"Lassen Sie mich eines, liebe Kollegin Stumpp von den Grünen, anmerken:","","","14",148,19107
"16",16," Mit lokalem Roaming, das wir hier im Gesetz genannt haben, schließen Sie keinen einzigen weißen Fleck.","","","15",148,19107
"17",17," Sie kommen nur an grauen Flecken weiter; denn lokales Roaming hilft nur dort, wo überhaupt einUlrich LangeNetz vorhanden ist, sonst können Sie gar nicht roamen; denn im Nichts roamt nichts.","","","16",148,19107
"18",18," Das möchte ich an dieser Stelle, um die Technik zu erklären, einfach einmal darlegen.","","","17",148,19107
"19",19,"Ich sage ein herzliches Dankeschön all den Mitstreitern, die wir in den letzten Wochen und Monaten hatten, lieber Axel Knoerig, lieber Kollege Herzog.","","","18",148,19107
"20",20," Es war ein Prozess, in dem wir zwei Tanker bewegen mussten.","","","19",148,19107
"21",21," Der eine Tanker waren die TK-Unternehmen, die in der Diskussion vielleicht ein bisschen aus ihrer Komfortzone herauskommen mussten, und der andere Tanker war sehr wohl die Bundesnetzagentur, die nicht immer gleich an jeder Stelle so ambitioniert vorgegangen ist, wie wir als Politik uns das vorgestellt haben.","","","20",148,19107
"22",22,"Am Ende gilt:","","","21",148,19107
"23",23," Die Vorstellung der Menschen hinsichtlich Mobilfunk und Breitband ist:","","","22",148,19107
"24",24," Versorgung quasi als Daseinsvorsorge.","","","23",148,19107
"25",25," Das ist das, was man von uns zu Recht erwartet.","","","24",148,19107
"26",26," Mit dieser fünften TKG-Änderung haben wir jetzt auch Grundlagen geschaffen.","","","25",148,19107
"27",27," Die höhere Transparenz wurde bereits angesprochen.","","","26",148,19107
"28",28," Es muss öffentlich sichtbar sein, wo die Lücken bestehen.","","","27",148,19107
"29",29," Die Schmerzpunkte müssen genannt werden — bis hin zur einzelnen Funkzelle.","","","28",148,19107
"30",30," Die zuständige Behörde, die Bundesnetzagentur, muss auf Basis dieser Daten handeln und handeln können.
Vizepräsidentin Claudia ","","","29",148,19107
