"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",3,19107
"2",2,"Guten Morgen, liebe Kolleginnen und Kollegen! Bitte nehmen Sie Platz.","","","01",3,19107
"3",3," Die Sitzung ist eröffnet.","","","02",3,19107
"4",4,"Vor Eintritt in die Tagesordnung gratuliere ich nachträglich der Kollegin Ulli Nissen und dem Kollegen Rolf Mützenich zu ihrem jeweils 60.","","","03",3,19107
"5",5," Geburtstag, der Kollegin Ulla Schmidt zu ihrem 70.","","","04",3,19107
"6",6," und dem Kollegen Professor Dr.","","","05",3,19107
"7",7," Lothar Maier zu seinem 75.","","","06",3,19107
"8",8," Geburtstag.","","","07",3,19107
"9",9," Allen Jubilaren alle guten Wünsche im Namen des ganzen Hauses! Dann müssen wir zwei Mitglieder des Aufsichtsrats der Agentur zur Förderung von Sprunginnovationen wählen.","","","08",3,19107
"10",10," Die Fraktion der CDU/CSU schlägt hierfür den Kollegen Dr.","","","09",3,19107
"11",11," Stefan Kaufmann vor.","","","10",3,19107
"12",12," Die Fraktion der SPD benennt für dasselbe Gremium die Kollegin Dr.","","","11",3,19107
"13",13," Manja Schüle.","","","12",3,19107
"14",14," Sind Sie mit diesen Vorschlägen einverstanden? — Das ist offensichtlich der Fall.","","","13",3,19107
"15",15," Dann sind der Kollege Dr.","","","14",3,19107
"16",16," Kaufmann und die Kollegin Dr.","","","15",3,19107
"17",17," Schüle als Mitglieder des Aufsichtsrats gewählt.","","","16",3,19107
"18",18,"Es gibt eine interfraktionelle Vereinbarung, die Tagesordnung um die in der Zusatzpunktliste aufgeführten Punkte zu erweitern:","","","17",3,19107
"19",19,"ZP1 Beratung des Antrags der Abgeordneten Dr.","","","18",3,19107
"20",20," Axel Gehrke, Dr.","","","19",3,19107
"21",21," Robby Schlund, Detlev Spangenberg, weiterer Abgeordneter und der Fraktion der AfDMehr Vertrauen in die Organspende — VertrauenslösungDrucksache 19/11124Überweisungsvorschlag:","","","20",3,19107
"22",22,"Ausschuss für GesundheitAusschuss für Recht und Verbraucherschutz ZP2 Aktuelle Stundeauf Verlangen der Fraktion der FDPScheitern der Pkw-Maut und Kosten für den Steuerzahler ZP3 Eidesleistung der Bundesministerin der Justiz und für Verbraucherschutz9.","","","21",3,19107
"23",23,"00 UhrZP 4ZP 5ZP 6ZP 7 Beratung des Antrags der Abgeordneten Jörg Cezanne, Fabio De Masi, Lorenz Gösta Beutin, weiterer Abgeordneter und der Fraktion DIE LINKESozial gerechte Grundsteuer-Reform für billigere Mieten und starke KommunenDrucksache 19/7980Überweisungsvorschlag:","","","22",3,19107
"24",24,"FinanzausschussAusschuss für Recht und VerbraucherschutzAusschuss für Bau, Wohnen, Stadtentwicklung und KommunenBeratung des Antrags der Abgeordneten Caren Lay, Jörg Cezanne, Dr.","","","23",3,19107
"25",25," Gesine Lötzsch, weiterer Abgeordneter und der Fraktion DIE LINKEGrundsteuer nicht länger auf Mieterinnen und Mieter umlegenDrucksache 19/8358Überweisungsvorschlag:","","","24",3,19107
"26",26,"Ausschuss für Recht und Verbraucherschutz FinanzausschussAusschuss für Bau, Wohnen, Stadtentwicklung und KommunenFederführung strittigBeratung des Antrags der Abgeordneten Christian Dürr, Dr.","","","25",3,19107
"27",27," Florian Toncar, Frank Schäffler, weiterer Abgeordneter und der Fraktion der FDPGrundsteuer — Einfaches Flächenmodell ohne automatische SteuererhöhungenDrucksache 19/11144Überweisungsvorschlag:","","","26",3,19107
"28",28," FinanzausschussBeratung des Antrags der Abgeordneten Konstantin Kuhle, Stephan Thomae, Grigorios Aggelidis, weiterer Abgeordneter und der Fraktion der FDPClankriminalität effektiv bekämpfenDrucksache 19/11105Präsident Dr.","","","27",3,19107
"29",29," Wolfgang SchäubleÜberweisungsvorschlag:","","","28",3,19107
"30",30," Ausschuss für Inneres und Heimat Ausschuss für Recht und VerbraucherschutzBeratung des Antrags der Abgeordneten Dr.","","","29",3,19107
"31",31," Jens Brandenburg, Katja Suding, Mario Brandenburg, weiterer Abgeordneter und der Fraktion der FDPExzellenzinitiative Berufliche Bildung — Ein Update für die Aus- und Weiterbildung in der neuen ArbeitsweltDrucksache 19/11106Überweisungsvorschlag:","","","30",3,19107
"32",32,"Ausschuss für Bildung, Forschung und Technikfolgenabschätzunga) Erste Beratung des von den Abgeordneten Dr.","","","31",3,19107
"33",33," Marco Buschmann, Stephan Thomae, Grigorios Aggelidis, weiteren Abgeordneten und der Fraktion der FDP1 +,sowie den Abg A gnieszka Brugger Britta Haßelmann, Margarete Bause, weiteren Abgeordneten und der Fraktion BÜNDNIS 90/DIE GRÜNEN eingebrachten Entwurfs eines Gesetzes zur Sicherung der Gewaltenteilung bei internationalen EntscheidungsprozessenDrucksache 1911151Überweisungsvorschla,Ausschuss für Wahlprüfung, Immunität und Geschäftsordnun;Auswärtiger AusschussAusschuss für die Angelegenheiten der Europäischen Unionb) Erste Beratung des von den Abgeordneten Dr.","","","32",3,19107
"34",34," Jürgen Martens, Stephan Thomae, Grigorios Aggelidis, weiteren Abgeordneten und der Fraktion der FDP eingebrachten Entwurfs eines Gesetzes zur Stärkung der Unabhängigkeit der StaatsanwaltschaftDrucksache 19/11095Überweisungsvorschlag:","","","33",3,19107
"35",35," Ausschuss für Recht und Verbraucherschutz© waErste Beratung des von den Abgeordneten Stephan Thomae, Grigorios Aggelidis, Renata Alt, weiteren Abgeordneten und der Fraktion der FDP eingebrachten Entwurfs eines Gesetzes zur Nutzung audio-visueller Aufzeichnungen in StrafprozessenDrucksache 19/11090Überweisungsvorschlag Ausschuss für Recht und Verbraucherschutz=Beratung des Antrags der Abgeordneten Markus Tressel, Renate Künast, Tabea oO waeegh——Rößner, weiterer Abgeordneter und der Fraktion BUNDNIS 90/DIE GRUNENPauschalreisende bei Insolvenzen wirksam schützenDrucksache 19/8565Überweisungsvorschlag:","","","34",3,19107
"36",36,"Ausschuss für Recht und Verbraucherschutz Ausschuss für TourismusFederführung strittigBeratung des Antrags der Abgeordneten Daniela Wagner, Claudia Müller, Christian Kühn, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNENNeue Bundeseinrichtungen als Impulsgeber vor Ort nutzenDrucksache 19/9957Überweisungsvorschlag:","","","35",3,19107
"37",37,"Ausschuss für Inneres und HeimatAusschuss für Bau, Wohnen, Stadtentwicklung und KommunenAusschuss für Bildung, Forschung und TechnikfolgenabschätzuHaushaltsausschussFederführung strittigBeratung des Antrags der Abgeordneten Bernd Reuther, Frank Sitta, Torsten Herbst, weiterer Abgeordneter und der Fraktion der FDPForschung und Innovationen für klimafreundliches FliegenDrucksache 19/11039Überweisungsvorschlag:","","","36",3,19107
"38",38,"Ausschuss für Verkehr und digitale Infrastruktur Ausschuss für Wirtschaft und EnergieAusschuss für Umwelt, Naturschutz und nukleare SicherheitAusschuss für Bildung, Forschung und TechnikfolgenabschätzunHmushaltennsschnssBeratung des Antrags der Abgeordneten Dr.","","","37",3,19107
"39",39," Gero Clemens Hocker, Frank Sitta, Carina Konrad, weiterer Abgeordneter und der Fraktion der FDPPraxisgerechte Düngeverordnung für echten UmweltschutzDrucksache 19/11109Überweisungsvorschlag:","","","38",3,19107
"40",40,"Ausschuss für Ernährung und Landwirtschaft Ausschuss für Umwelt, Naturschutz und nukleare SicherheitAusschuss für die Angelegenheiten der Europäischen UnionBeratung des Antrags der Abgeordneten Torsten Herbst, Frank Sitta, Dr.","","","39",3,19107
"41",41," Christian Jung, weiterer Abgeordneter und der Fraktion derPräsident Dr.","","","40",3,19107
"42",42," Wolfgang Schäuble-:","","","41",3,19107
"43",43," aa —ay— —m)Qualität des Schienennetzes effektiv verbessern — Ausgaben von Steuermitteln besser kontrollierenDrucksache 1911110 ÜberweisungsvorschlagAusschuss für Verkehr ind digitale Infrastruktur HaushaltsausschussBeratung des Antrags der Abgeordneten Bernd Reuther, Frank Sitta, Torsten Herbst, weiterer Abgeordneter und der Fraktion der FDPAbladeoptimierung Mittel- und Niederrhein mittels Maßnahmengesetz schneller vorantreibenDrucksache 1911111Überweisungsvorschlag:","","","42",3,19107
"44",44,"Ausschuss für Verkehr und digitale InfrastrukturAusschuss für Umwelt, Naturschutz und nukleare SicherheitBeratung des Antrags der Abgeordneten Roman Müller--Böhm, Stephan Thomae, Grigorios Aggelidis, weiterer Abgeordneter und der Fraktion der FDPDatenschutzerklärung der Bundesregierung vereinheitlichenDrucksache 1911112Überweisungsvorschlag:","","","43",3,19107
"45",45,"Ausschuss für Inneres und Heiat Ausschuss für Recht und Verbraucherschutz Federführung strittigBeratung des Antrags der Abgeordneten Stephan Thomae, Nicole Bauer, Grigorios Aggelidis, weiterer Abgeordneter und der Fraktion der FDPStrafbarkeit von in der Öffentlichkeit heimlich gefertigten Bildaufnahmen der Intimsphäre — Sogenanntes Upskirting Drucksache 1911113Uberweisungsvorschla,Ausschuss für Recht und Verbraucherschutz Ausschuss für Familie, Senioren, Frauen und JugendBeratung des Antrags der Abgeordneten Olaf in der Beek, Alexander Graf Lambsdorff, Till Mansmann, weiterer Abgeordneter und der Fraktion der FDPInternationale Vereinbarungen umsetzen — Least Developed Countries besser unterstützenDrucksache 19/9856Überweisungsvorschlag:","","","44",3,19107
"46",46," Ausschuss für wirtschaftliche Zusammenarbeit und EntwicklungBeratung des Antrags der Abgeordneten Michael Georg Link, Katharina Willkomm, Alexander Graf Lambsdorff, weiterer Abgeordneter und der Fraktion der FDP noOpq————,Europa konkret machen — Grenzüberschreitendes Zusammenleben mit den Benelux-Staaten verbessernDrucksache 19/11116Uberweisungsvorschlag:","","","45",3,19107
"47",47," Auswartiger AusschussBeratung des Antrags der Abgeordneten Dr.","","","46",3,19107
"48",48," Kirsten Tackmann, Ralph Lenkert, Dr.","","","47",3,19107
"49",49," Gesine Lötzsch, weiterer Abgeordneter und der Fraktion DIE LINKENaturgemäße Waldbewirtschaftung im Interesse des Waldes und der Forstleute Drucksache 19/11104Überweisungsvorschlag:","","","48",3,19107
"50",50,"Ausschuss für Ernährung und LandwirtschaftAusschuss für Umwelt, Naturschutz und nukleare SicherheitBeratung des Antrags der AbgeordnetenDaniela Wagner, Sven-Christian Kindler,Christian Kühn, weiterer Abge ordneter und der Fraktion BÜNDNIS 90/ RÜNENBundesanstalt für Immobilienaufgaben nachhaltig ausrichten und zu einem gemeinnützigen Bundesbodenfonds weiterentwickelnDrucksache 19/11147Überweisungsvorschlag:","","","49",3,19107
"51",51,"HaushaltsausschussAusschuss für Bau, Wohnen, Stadtentwicklung und KommunenFederführung strittigBeratung des Antrags der Abgeordneten Dieter Janecek, Kerstin Andreae, Anja Hajduk, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNENPilotprojekt Gemeinwohl-Bilanz in BundesunternehmenDrucksache 19/11148Überweisungsvorschlag:","","","50",3,19107
"52",52,"Ausschuss für Wirtschaft und EnergieAusschuss für Umwelt, Naturschutz und nukleare SicherheitBeratung des Antrags der Abgeordneten Oliver Luksic, Frank Sitta, Torsten Herbst, weiterer Abgeordneter und der Fraktion der FDPInnovationsschub für das autonome Fahren in DeutschlandDrucksache 19/11118Überweisungsvorschlag:","","","51",3,19107
"53",53,"Ausschuss für Verkehr und digitale Infrastruktur Ausschuss ftir Recht und wieAusschuss ftir Wirtschaft und EAusschuss für die Angelegenheiten der Europäischen Uninion Ausschuss Digitale AgendaPräsident Dr.","","","52",3,19107
"54",54," Wolfgang Schäubler) Beratung des Antrags der Abgeordneten Frank Magnitz, Dr.","","","53",3,19107
"55",55," Dirk Spaniel, Leif-Erik Holm, weiterer Abgeordneter und der Fraktion der AfDLuftverkehrssteuer jetzt abschaffen Drucksache 19/11130Überweisungsvorschlag:","","","54",3,19107
"56",56,"Finanzausschuss Ausschuss für TourismHaushaltsausschussFederführung strittigZP 10 Weitere AbschlieBende Beratungen ohne Aussprache a) Beratung des Antrags der Abgeordneten Bettina Stark-Watzinger, Christian Dürr, Markus Herbrand, weiterer Abgeordneter und der Fraktion der FDPTarfamentsheteilizung } im Sustainable Finance-BeirDrucksache 19/11114b) Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Verkehr und digitale Infrastrukturzu dem Vorschlag für eine Verordnung des Europäischen Parlaments und des Rates zur Anderung der Verordnung Nr.","","","55",3,19107
"57",57," 1071/2009 und der Verordnung Nr.","","","56",3,19107
"58",58," 1072/2009 im Hinblick auf ihre Anpassung an die Entwicklungen im KraftverkehrssektorKOM281 endg.","","","57",3,19107
"59",59,"; Ratsdok.","","","58",3,19107
"60",60," 9668/17und zu dem Vorschlag für eine Verordnung des Europäischen Parlaments und des Rates zur Änderung der Verordnung Nr.","","","59",3,19107
"61",61," 561/2006 hinsichtlich der Mindestanforderungen in Bezug auf die maximalen täglichen und wöchentlichen Lenkzeiten, Mindestfahrtunterbrechungen sowie täglichen und wöchentlichen Ruhezeiten und der Verordnung Nr.","","","60",3,19107
"62",62," 165/2014 in Bezug auf die Positionsbestimmung mittels FahrtenschreibernKOM277 endg.","","","61",3,19107
