"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",32,19107
"2",2," Vielen Dank, Frau Ministerin.","","","01",32,19107
"3",3," — Als nächster Redner hat das Wort der Kollege Götz Frömming, AfD-Fraktion.","","","02",32,19107
"4",4," Dr.","","","03",32,19107
"5",5," Götz Frömming:","","","04",32,19107
"6",6,"Sehr geehrter Herr Präsident! Sehr geehrte Damen und Herren! Sehr geehrte Frau Bundesministerin Karliczek, ich weiß nicht, ob Sie in letzter Zeit einen Handwerker gebraucht haben.","","","05",32,19107
"7",7," Wenn ja, mussten Sie vermutlich ziemlich lange auf ihn warten.","","","06",32,19107
"8",8," Im Durchschnitt dauert es fast zehn Wochen, bis der Handwerker zu Ihnen kommt, wie aus dem Konjunkturbericht des Zentralverbands des Deutschen Handwerks hervorgeht — Tendenz weiter steigend.","","","07",32,19107
"9",9," Besonders lang sind die Wartezeiten im Baugewerbe.","","","08",32,19107
"10",10," Dort müssen Sie bis zu 14 Wochen warten.","","","09",32,19107
"11",11," Wir bräuchten also dringend mehr Handwerker.","","","10",32,19107
"12",12," Viele Ausbildungsstellen bleiben aber unbesetzt.","","","11",32,19107
"13",13," Stattdessen produzieren wir Heerscharen von Studienabbrechern.","","","12",32,19107
"14",14," Fast jeder dritte Student bricht sein Studium ab und verlässt die Universität vorzeitig und ohne Abschluss.","","","13",32,19107
"15",15," Die volkswirtschaftlichen Kosten sind immens.","","","14",32,19107
"16",16," Wir brauchen mehr fertige Meister und weniger gescheiterte Master.","","","15",32,19107
"17",17,"Deshalb ist es grundsätzlich begrüßenswert, dass die Bundesregierung und namentlich die Bundesbildungsministerin angekündigt haben, die berufliche Ausbildung aufzuwerten.","","","16",32,19107
"18",18," Der vorliegende Gesetzentwurf der Bundesregierung verspricht uns im Titel eine „Modernisierung und Stärkung der beruflichen Bildung“.","","","17",32,19107
"19",19," Regelungsgegenstand ist konkret das Berufsbildungsgesetz, also die gesetzliche Grundlage der dualen Berufsausbildung.","","","18",32,19107
"20",20," Diese kann — es wurde eben schon gesagt — zu Recht als ein ganz wichtiges und bewährtes Instrument zur Sicherung unseres wirtschaftlichen Wohlergebens angesehen werden.","","","19",32,19107
"21",21,"Aber jeder Eingriff in dieses bewährte System muss wohlüberlegt und gut begründet sein.","","","20",32,19107
"22",22," Ich möchte auf zwei besonders auffällige Änderungsvorhaben eingehen, die Sie eben naturgemäß sehr positiv dargestellt haben, an denen wir aber einiges zu bemängeln haben.","","","21",32,19107
"23",23,"Das Erste ist die Einführung einer Mindestvergütung für Auszubildende.","","","22",32,19107
"24",24," Das klingt erst einmal toll.","","","23",32,19107
"25",25," Diese soll im ersten Ausbildungsjahr zunächst bei 515 Euro liegen, in den nächsten drei Jahren schrittweise auf 620 Euro angehoben werden und weiter dynamisiert steigen; Sie haben es eben gesagt.","","","24",32,19107
"26",26," In den Anträgen der Linken und Grünen heißt es natürlich, dass das zu wenig sei.","","","25",32,19107
"27",27," Das war zu erwarten.","","","26",32,19107
"28",28," Über ihre Anträge werden wir im Ausschuss noch ausführlicher sprechen können.","","","27",32,19107
"29",29,"Nun könnte man denken, es sei sehr nett von der Bundesregierung, dass sie den Auszubildenden mehr Geld geben will.","","","28",32,19107
"30",30," Die Sache hat nur einen Haken:","","","29",32,19107
"31",31," Es ist gar nicht das Geld der Bundesregierung, über das hier verfügt werden soll, sondern es ist das Geld der Betriebe, über das die Regierung verfügt, als handele es sich um Steuergelder.","","","30",32,19107
"32",32," Es verwundert daher nicht, dass von der Arbeitgeberseite — auch dies haben Sie anders dargestellt — massive Kritik an dieser Regelung geübt wurde.","","","31",32,19107
"33",33," So spricht beispielsweise Roland Ermer, Präsident des Sächsischen Handwerkstages, von einer Aushebelung der Tarifautonomie.","","","32",32,19107
"34",34," Insbesondere in Ostdeutschland könne die starre Festsetzung dazu führen, dass kleinere Betriebe es sich nicht mehr leisten können, weiter auszubilden.","","","33",32,19107
"35",35," Das wäre ein verheerender Effekt.","","","34",32,19107
"36",36," Wir alle miteinander können hoffen, dass er so nicht eintritt.","","","35",32,19107
"37",37," Aber auch die Arbeitnehmer haben interessanterweise ein Problem mit der Mindestvergütung.","","","36",32,19107
"38",38," Sie befürchten für einige Branchen eine Verschlechterung.","","","37",32,19107
