"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",86,19120
"2",2," Sie haben eine weitere Frage.","","","01",86,19120
"3",3," Bitte schön, Frau Verlinden.","","","02",86,19120
"4",4,"Dr.","","","03",86,19120
"5",5," Julia Verlinden:","","","04",86,19120
"6",6,"Vielleicht können Sie eine Antwort auf eine andere Frage geben, die ich in diesem Kontext habe.","","","05",86,19120
"7",7," Ich begrüße es außerordentlich, dass sich die Bundesregierung mit dafür einsetzt, dass durch die Europäische Investitionsbank keine Atomprojekte mehr finanziert werden sollen.","","","06",86,19120
"8",8," Was tun Sie als Bundesregierung konkret dafür, dass das auch realisiert und umgesetzt werden kann? Können Sie möglicherweise andere europäische Mitgliedstaaten nennen, die Sie bei diesem Vorhaben unterstützen?Sarah Ryglewski, Parl.","","","07",86,19120
"9",9," Staatssekretärin beim Bundesminister der Finanzen:","","","08",86,19120
"10",10,"Wie es bei Verhandlungen immer so ist, stellt sich die Frage, ob man Kompromisslinien aufmachen kann.","","","09",86,19120
"11",11," Beim Thema Nuklearenergie sehen wir die nicht.","","","10",86,19120
"12",12," Das haben wir auch sehr deutlich gemacht.","","","11",86,19120
"13",13," Hier setzen wir, glaube ich, den stärksten Hebel an, indem wir deutlich machen, dass das für uns wirklich ein Hard Fact ist.","","","12",86,19120
"14",14," Es ist so — das können Sie sich ja vorstellen —:","","","13",86,19120
"15",15," Die einzelnen EU-Mitgliedstaaten, die da weniger zögerlich sind, sind ja bekannt.","","","14",86,19120
"16",16," An dieser Stelle haben wir leider auch einen Dissens mit unserem französischen Partner; das ist so.","","","15",86,19120
"17",17,"Insgesamt — das muss man natürlich sagen - ist das Thema „Atomenergie“ gerade in Deutschland besonders hoch aufgehängt.","","","16",86,19120
"18",18," Aber wir haben durchaus Unterstützer.","","","17",86,19120
"19",19," Ich kann Ihnen explizit, wer an unserer Seite wie steht, nicht benennen; denn es gibt noch eine Vielzahl von Themen.","","","18",86,19120
"20",20," Aber wir sind da durchaus nicht alleine.","","","19",86,19120
"21",21," Es ist schon relativ deutlich geworden — dass haben wir in den letzten Monaten immer wieder betont —, dass das für uns ein Hard Fact ist.
Vizepräsident Wolfgang ","","","20",86,19120
