"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",38,19112
"2",2," Vielen Dank, Kollege Uhl.","","","01",38,19112
"3",3," — Weitere Wortmeldungen zu diesem Einzelplan liegen nicht vor.","","","02",38,19112
"4",4,"Ich rufe die Tagesordnungspunkte 2 a bis 2 e und 2 g sowie die Zusatzpunkte 1 a bis 1 i auf:","","","03",38,19112
"5",5,"2 a) Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Neunten Gesetzes zur Änderung des Stasi-UnterlagenGesetzesDrucksache 19/11329Überweisungsvorschlag:","","","04",38,19112
"6",6,"Ausschuss für Kultur und Medien Ausschuss für Inneres und Heimat Ausschuss für Recht und Verbraucherschutzb) Beratung des Antrags der Abgeordneten Dr.","","","05",38,19112
"7",7," Marcel Klinge, Michael Theurer, Grigorios Aggelidis, weiterer Abgeordneter und der Fraktion der FDP Investitionen beschleunigen — Deutsche Tourismusförderung neu aufstellen Drucksache 19/9295 Überweisungsvorschlag:","","","06",38,19112
"8",8,"Ausschuss fr Tourismus & Finanzaussc Ausschuss für Wirtschaft und Energiec) Beratung des Antrags der Abgeordneten Mario Brandenburg, Dr.","","","07",38,19112
"9",9," h.","","","08",38,19112
"10",10," c.","","","09",38,19112
"11",11," Thomas Sattelberger, Katja Suding, weiterer Abgeordneter und der Fraktion der FDP New Space für die deutsche Raumfahrt Drucksache 19/11232 Überweisungsvorschla;Ausschuss für Wirtschaft und Energie Ausschuss für Bildung, Forschung und Technikfolgenabschatzungd) Beratung des Antrags der Abgeordneten Dr.","","","10",38,19112
"12",12," Petra Sitte, Anke Domscheit-Berg, Doris Achelwilm, weiterer Abgeordneter und der Fraktion DIE LINKE Soziale Innovationen stärken Drucksache 19/11234 Überweisungsvorschlag:","","","11",38,19112
"13",13,"Ausschuss für Bildung, Forschung und Technikfolgenabschätzung Ausschuss für Wirtschaft und Energie Ausschuss Digitale Agenda e) Beratung des Antrags der AbgeordnetenRoman Müller-B6hm, Stephan Thomae, Grigorios Aggelidis, weiterer Abgeordneter und der Fraktion der FDP ZP 18abCcd~~—~—~—~~Verbraucherschutz bei Beförderungsverträgen auch international gewährleistenDrucksache 19/13044Überweisungsvorschlag:","","","12",38,19112
"14",14," Ausschuss für Recht und Verbraucherschutz Ausschuss für Verkehr und digitale InfrastrukturBeratung des Antrags der Abgeordneten Harald Ebner, Renate Künast, Friedrich Ostendorff, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNENAgrarwende statt Gentechnik — Neue Gentechniken im Sinne des Vorsorgeprinzips regulieren und ökologische Landwirtschaft fördernDrucksache 19/13072Überweisungsvorschlag:","","","13",38,19112
"15",15,"Ausschuss für Ernährung und LandwirtschaftAusschuss für Umwelt, Naturschutz und nukleare Sicherheit Ausschuss für Bildung, Forschung und TechnikfolgenabschätzungErste Beratung des von den Abgeordneten Cem Ozdemir, Matthias Gastel, SvenChristian Kindler, weiteren Abgeordneten und der Fraktion BUNDNIS 90/DIE GRUNEN eingebrachten Entwurfs eines Gesetzes zur Änderung des UmsatzsteuergesetzesDrucksache 19/12089Überweisungsvorschlag:","","","14",38,19112
"16",16,"FinanzausschussAusschuss für Verkehr und digitale Infrastruktur HaushaltsausschussErste Beratung des von den Abgeordneten Filiz Polat, Dr.","","","15",38,19112
"17",17," Konstantin von Notz, Luise Amtsberg, weiteren Abgeordneten und der Fraktion BÜNDNIS 90/DIE GRÜNEN eingebrachten Entwurfs eines Gesetzes zur Wiedergutmachung im StaatsangehörigkeitsrechtDrucksache 19/12200Überweisungsvorschlag:","","","16",38,19112
"18",18," Ausschuss für Inneres und Heimat Ausschuss für Recht und Verrerche cheErste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Reform der Hebammenausbildung und zur Änderung des Fünften Buches SozialgesetzbuchDrucksache 19/12557Überweisungsvorschlag:","","","17",38,19112
"19",19,"Ausschuss für GesundheitAusschuss für Arbeit und SozialesAusschuss für Familie, Senioren, Frauen und Jugend Ausschuss für Bildung, Forschung und TechnikfolgenabschätzungBeratung des Antrags der Abgeordneten Dr.","","","18",38,19112
"20",20," Dirk Spaniel, Matthias Büttner, Leif-Erik Holm, weiterer Abgeordneter und der Fraktion der AfDVizepräsident Dr.","","","19",38,19112
"21",21," Hans-Peter FriedrichoO wmga ma> maNachhaltigkeit im Güterkraftverkehr steigern, Energieverbrauch und die Anzahl der Lkw-Fahrten vermindern, Straßen und Brücken schonenDrucksache 19/13097ÜberweisungsvorschlagAusschuss für Verkehr und I Infrastruktur & Ausschuss für Wirtschaft und EıAusschuss für Umwelt, Naturschutz und nukleare SicherheitBeratung des Antrags der Abgeordneten Stephan Protschka, Peter Felser, Franziska Gminder, weiterer Abgeordneter und der Fraktion der AfDLandwirtschaftliche Direktvermarktung stärkenDrucksache 19/13096Überweisungsvorschlag:","","","20",38,19112
"22",22,"Ausschuss für Ernährung und LandwirtschaftAusschuss für Wirtschaft und EnergieBeratung des Antrags der Abgeordneten Dr.","","","21",38,19112
"23",23," Julia Verlinden, Oliver Krischer, Christian Kühn, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRUNENÖlheizungen ersetzen, Subventionen für fossile Heizungen streichenDrucksache 19/13069Überweisungsvorschlag:","","","22",38,19112
