"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",88,19112
"2",2," Vielen Dank.","","","01",88,19112
"3",3," — Nächste Rednerin ist für die Fraktion der CDU/CSU die Kollegin Silvia Breher.","","","02",88,19112
"4",4," Silvia Breher:","","","03",88,19112
"5",5,"Sehr geehrter Herr Präsident! Liebe Kolleginnen und Kollegen! Sehr geehrte Damen und Herren! Gegen Ende der Debatte möchte ich den Blick noch auf einige Punkte im Haushalt richten, die insbesondere den ländlichen Raum angehen.","","","04",88,19112
"6",6," Mitte Juli hat die Kommission „Gleichwertige Lebensverhältnisse“ ihren Abschlussbericht vorgelegt.","","","05",88,19112
"7",7," Frau Ministerin Giffey, Sie hatten den Co-Vorsitz.","","","06",88,19112
"8",8," Die beschlossenen Umsetzungsmaßnahmen haben jetzt teilweise auch Bedeutung für Ihren Haushalt.","","","07",88,19112
"9",9,"Ich möchte insbesondere auf das Thema bürgerschaftliches Engagement und Ehrenamt eingehen, das gerade im ländlichen Raum nicht nur eine lange Tradition, sondern auch eine ganz besondere Bedeutung hat.","","","08",88,19112
"10",10," Wenn ich in meinen Wahlkreis schaue — das wird vielen anderen genauso gehen -, muss ich feststellen, dass die riesengroße Zahl von Ehrenamtlichen aus dem normalen Leben gar nicht mehr wegzudenken ist.","","","09",88,19112
"11",11," Die Ehrenamtlichen sind wesentlicher Bestandteil und halten am Ende unsere Gesellschaft zusammen.","","","10",88,19112
"12",12," Dazu gehören insbesondere die Freiwilligendienste.","","","11",88,19112
"13",13," Die haben eine ganz besondere Bedeutung.","","","12",88,19112
"14",14," Darin waren wir uns bei den Beratungen des Haushalts für 2019 einig und haben den Haushaltsansatz für die Freiwilligendienste entsprechend um 65 Millionen Euro erhöht.","","","13",88,19112
"15",15,"Umso unverständlicher ist es jetzt für mich und für meine Fraktion, dass im aktuellen Entwurf im Vergleich zum aktuellen Haushalt 50 Millionen Euro fehlen.","","","14",88,19112
"16",16," Frau Ministerin Giffey, in Ihrer letzten Haushaltsrede haben Sie selber hervorgehoben, wie wichtig die Freiwilligendienste sind.","","","15",88,19112
"17",17," Sie wollten sie weiter ausbauen, und Sie haben sogar gesagt, dass Sie einen Rechtsanspruch auf einen Platz einführen wollen.","","","16",88,19112
"18",18," Jetzt wächst der Etat auf, nur bei den Freiwilligendiensten kürzen Sie massiv.","","","17",88,19112
"19",19," Wir haben Sie im Juni dieses Jahres sogar schriftlich aufgefordert, bitte dafür zu sorgen, dass die Mittel für die Freiwilligendienste fortgeschrieben werden.","","","18",88,19112
"20",20," Denn Ehrenamtliche wie Freiwillige brauchen eines:","","","19",88,19112
"21",21," Planungssicherheit und Verlässlichkeit.","","","20",88,19112
"22",22," Ich höre aus Ihrem Haus:","","","21",88,19112
"23",23," Die Mittel 2019 fließen nicht ab.","","","22",88,19112
"24",24," — Ja, aber wie denn auch? Die Freiwilligendienste laufen nicht von Januar bis Dezember.","","","23",88,19112
"25",25," Sie starten in der Regel im Sommer mit dem Beginn des Schuljahres und gehen dann eben bis zum Sommer des nachsten Jahres.","","","24",88,19112
"26",26," Die Trager vor Ort in meinem Wahlkreis sagen mir, dass sie aufgrund der fehlenden überjährigen Finanzierungssicherheit eben das, was sie eigentlich angestrebt haben, nämlich die pädagogische Begleitung oder auch die Assistenzen für die F illig tra gar nicht anbieten können.","","","25",88,19112
"27",27," Wie allen denn Verträge geschlossen werden, wenn die Finanzierung nur von August bis Dezember gesichert ist? Es funktioniert einfach nicht, wenn die Mittel im nächsten Jahr nicht zur Verfügung stehen.","","","26",88,19112
"28",28,"Wie soll es im Sommer des nächsten Jahres weitergehen mit den 5 000 zusätzlichen Stellen, die wir jetzt drinhaben und die jetzt zu Ende finanziert werden? Wie geht es denn nächstes Jahr, von 2020 auf 2021, weiter? Dann fehlt das Geld doch wieder.","","","27",88,19112
"29",29," Planungssicherheit und Verlässlichkeit sehen für uns einfach anders aus.","","","28",88,19112
"30",30," Ehe Sie immer neue Ideen ankündigen wie zum Beispiel den Rechtsanspruch, finanzieren Sie doch erst einmal das aus, was Sie schon versprochen haben! Hier werden wir in den parlamentarischen Beratungen rangehen.","","","29",88,19112
"31",31," Ein weiteres wichtiges Thema für uns — wie im Koalitionsvertrag vereinbart und jetzt eben auch im Kabinett beschlossen — ist die Errichtung und die Ausgestaltung der „Deutschen Stiftung für Engagement und Ehrenamt“.","","","30",88,19112
"32",32," Die Stiftung soll die Strukturen gerade in den strukturschwachen und in den ländlichen Räumen für das Ehrenamt stärken.","","","31",88,19112
"33",33," Deshalb gehört für uns die Stiftung auch nicht in eine Großstadt, sondern in den ländlichen Raum.","","","32",88,19112
"34",34," Wir wollen die Stiftung in einer Kleinstadt oder in einem Mittelzentrum ansiedeln.","","","33",88,19112
"35",35," Das wäre ein starkes Signal für die Stärkung des ländlichen Raums.","","","34",88,19112
"36",36," Wir brauchen keine Stiftung zum Selbstzweck, keine Doppelstrukturen und keine Bürokratiemonster, die sich selbst verwalten.","","","35",88,19112
"37",37," Wir wollen die Ehrenamtlichen vor Ort stärken.","","","36",88,19112
"38",38," Die Ehrenamtlichen brauchen Ansprechpartner.","","","37",88,19112
"39",39," Das sind Menschen, die ihnen zur Verfügung stehen, die ihnen Know-how geben und sie begleiten.","","","38",88,19112
"40",40," Dafür werden wir sorgen.","","","39",88,19112
"41",41,"Silvia BreherGut finde ich, dass hier ein Schwerpunkt auf das Thema Digitalisierung gesetzt wird.","","","40",88,19112
"42",42," Denn es ist wichtig, Tools für die Ehrenamtlichen zu entwickeln, die diese dann abrufen können.","","","41",88,19112
"43",43," Ich kann Ihnen versprechen:","","","42",88,19112
"44",44," Wir werden uns bei der Ausgestaltung der Stiftung sehr genau und sehr intensiv einbringen.","","","43",88,19112
"45",45,"Zum Thema „Engagement und Ehrenamt“ gehören für mich zum Beispiel auch unsere Mehrgenerationenhäuser.","","","44",88,19112
"46",46," Ungefähr 540 nehmen am Bundesprogramm teil, und auch bei mir im Wahlkreis haben wir zwei.","","","45",88,19112
"47",47," Das sind nicht nur Häuser, das sind Treffpunkte für Jung und Alt mit einem unfassbar tollen Angebot - das ist natürlich jenach Ort unterschiedlich —:","","","46",88,19112
"48",48," Ferienbetreuung, Kinderbetreuung, Kleinkindergruppen, Seniorengruppen und vieles andere mehr.","","","47",88,19112
"49",49," Das alles wird geleistet mit unzähligen ehrenamtlichen Stunden vor Ort.","","","48",88,19112
"50",50,"Aber auch dort reicht Ehrenamt alleine eben nicht aus.","","","49",88,19112
"51",51," Wenn die Finanzierung jetzt verstetigt wird, dann ist das gut, und dann ist das richtig.","","","50",88,19112
"52",52," Aber diese Häuser haben seit zwölf Jahren denselben Etat zur Verfügung.","","","51",88,19112
"53",53," Es gibt keine Erhöhung.","","","52",88,19112
"54",54," Mieten steigen, Personalkosten steigen, Sachkosten steigen.","","","53",88,19112
"55",55," Das alleine kann Ehrenamt nicht auffangen.","","","54",88,19112
"56",56," Deshalb braucht es auch hier Planungssicherheit und Verlässlichkeit.","","","55",88,19112
"57",57," Finanzieren Sie diese Häuser langfristig!Noch einmal mein grundsätzlicher Appell — ähnlich wie es mein Kollege schon gemacht hat -:","","","56",88,19112
"58",58," Wir müssen die Welt nicht mit jedem Haushalt neu erfinden.","","","57",88,19112
"59",59," Lassen Sie uns doch auf das schauen, was es schon gibt und wo schon eine hervorragende Arbeit geleistet wird.","","","58",88,19112
"60",60," Das lassen Sie uns ausbauen und stärken und sicher und ehrlich finanzieren.","","","59",88,19112
"61",61," Das ist für mich der richtige Weg.","","","60",88,19112
"62",62," In diesem Sinne freue ich mich auf unsere parlamentarischen Beratungen.","","","61",88,19112
"63",63," Ich denke, dass wir an der einen oder anderen Stelle das Gute noch ein bisschen besser machen können.","","","62",88,19112
"64",64,"Vielen Dank.
 Vizepräsident Thomas ","","","63",88,19112
