"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",15,19076
"2",2," Danke sehr.","","","01",15,19076
"3",3," — Martin Sichert, AfD, stellt die nächste Frage.","","","02",15,19076
"4",4,"Martin Sichert:","","","03",15,19076
"5",5,"Frau Ministerin, wer BAföG bezieht, der kann sich ja vom Rundfunkbeitrag befreien lassen.","","","04",15,19076
"6",6," Unabhängig davon, dass wir für die Abschaffung des Rundfunkbeitrags sind, sind wir grundsätzlich für weniger Bürokratie in diesem Land.","","","05",15,19076
"7",7," In diesem Zusammenhang ist es immer gut, die Kommunikation zwischen den Behörden zu verbessern.","","","06",15,19076
"8",8," Wir sehen, dass diese Kommunikation, wenn es zulasten der Bürger geht, sehr gut funktioniert, beispielsweise wenn die Einwohnermeldeämter Meldedaten an den Beitragsservice übermitteln.","","","07",15,19076
"9",9," Könnten Sie sich vorstellen, dass wir auch einen Automatismus schaffen, dass die Daten derer, die BAföG beziehen, an den Beitragsservice gehen, sodass sich die Studenten, die sich schon mit der Bürokratie für das BAföG herumschlagen müssen, nicht auch noch mit der Bürokratie für den Rundfunkbeitrag beschäftigen müssen?Anja Karliczek, Bundesministerin für Bildung und Forschung:","","","08",15,19076
"10",10,"Bürokratieabbau ist für uns ein sehr wesentliches Thema, und genau aus dem Grunde haben wir jetzt den Aufschlag mit dem Onlinezugangsgesetz gemacht, um so die ganzen Leistungen, die der Staat bietet, zu bündeln.","","","09",15,19076
"11",11," An dieser Stelle wird es weitergehen, bis wir alle 575 Leistungen online zur Verfügung stellen können.","","","10",15,19076
"12",12," Präsident Dr.
 Wolfgang ","","","11",15,19076
