"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",18,19130
"2",2," Vielen Dank, Frau Kollegin Achelwilm.","","","01",18,19130
"3",3," — Nächste Rednerin:","","","02",18,19130
"4",4," für Bündnis 90/Die Grünen Anja Hajduk Anja Hajduk:","","","03",18,19130
"5",5,"Frau Präsidentin! Meine sehr geehrten Damen und Herren! Teil des Kanzleramtsetats, den wir hier heute beraten, ist der Kulturbereich.","","","04",18,19130
"6",6," In diesem Haushalt wird es 84 Millionen Euro mehr gegenüber dem Haushalt 2019 geben.","","","05",18,19130
"7",7," Seit Anfang der letzten Legislaturperiode ist der Kulturetat insgesamt um mehr als 50 Prozent gestiegen.","","","06",18,19130
"8",8," Ich erwähne das als Mitglied des Haushaltsausschusses, weil wir durch die Entscheidungen dort zusätzlich viel für die Kultur tun.","","","07",18,19130
"9",9," Meine Fraktion findet das im Grundsatz und weitgehend auch richtig.","","","08",18,19130
"10",10," Schwerpunkte unserer Impulse sind die Soziokultur und die Erinnerungskultur.","","","09",18,19130
"11",11," Wir freuen uns auch, dass es gelungen ist, zusammen mit den Regierungsfraktionen für die „Initiative Musik“ eine Erhöhung durchzusetzen.","","","10",18,19130
"12",12," Davon profitieren Festivals und auch die Sanierung von Livemusik-Spielstätten.","","","11",18,19130
"13",13," Da sind viele gute Punkte im Kulturbereich gelungen.","","","12",18,19130
"14",14," Ich möchte aber — das muss auch Teil dieser Debatte sein — auf einen sehr prominenten Punkt eingehen, der ziemlich problematisch war und ist:","","","13",18,19130
"15",15," Das ist das Museum der Moderne.","","","14",18,19130
"16",16," Prominent ist dieser Punkt, weil wir in diesen Haushaltsberatungen erfahren haben, dass dieser Bau in Berlin statt der angesetzten 200 Millionen Euro nunmehr 364 Millionen Euro kosten soll.","","","15",18,19130
"17",17," — Mindestens.","","","16",18,19130
"18",18," — Diese Steigerung ist kein Pappenstiel.","","","17",18,19130
"19",19," Die öffentliche Berichterstattung hierüber war weitgehend sehr kritisch, um nicht zu sagen:","","","18",18,19130
"20",20," vernichtend.","","","19",18,19130
"21",21," Frau Grütters, Sie haben die enorme Aufgabe, die Akzeptanz für dieses große Museumsprojekt wieder ins Positive zu lenken.","","","20",18,19130
"22",22," Dazu fordere ich Sie im Namen meiner Fraktion auf.","","","21",18,19130
"23",23," Wir Grüne haben im Haushaltsverfahren sehr genau nachgefragt:","","","22",18,19130
"24",24," Wo kommen die Steigerungen her? Im Wettbewerbsverfahren wurde die Grundrissfläche größer, der Baupreis — das ist zuzugestehen - ist in den letzten Jahren gestiegen, und wir haben zur Kenntnis genommen, dassAnja Hajdukdie Baugrube eine ganze Menge Geld kosten soll.","","","23",18,19130
"25",25," Im Übrigen:","","","24",18,19130
"26",26," Dass dort die Matthäuskirche und eine Platane als Naturdenkmal stehen, war schon immer bekannt.","","","25",18,19130
"27",27," Kurzum:","","","26",18,19130
"28",28," Wir erwarten, dass in den nunmehr genaueren Einzelbudgets jeweils Reserven gebildet werden und ein aktives Risikomanagement stattfindet.","","","27",18,19130
"29",29," Wir Grüne sind nicht gegen das Museum der Moderne mit den Werken des 20.","","","28",18,19130
"30",30," Jahrhunderts, aber wir haben als Parlament die Pflicht, den Menschen glaubhaft zu vermitteln, dass die öffentliche Hand auch im Kostenrahmen bauen kann.","","","29",18,19130
"31",31," Wir werden Sie an den 364 Millionen Euro messen.","","","30",18,19130
"32",32," Tun Sie das Ihre dafür.","","","31",18,19130
"33",33," Auf unsere Initiative haben wir im Haushaltsausschuss durchgesetzt, dass Sie uns regelmäßig über den Stand der Dinge berichten müssen.","","","32",18,19130
"34",34," In diesem Sinne hoffe ich, dass das Projekt jetzt wieder eine positive Wendung nehmen kann, aber dafür ist viel Arbeit nötig.","","","33",18,19130
"35",35,"Schönen Dank.
Vizepräsidentin Claudia ","","","34",18,19130
