"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",37,19122
"2",2," Jetzt ist gut.","","","01",37,19122
"3",3,"Dr.","","","02",37,19122
"4",4," Anja Weisgerber:","","","03",37,19122
"5",5,"Sehr geehrte Kollegin Verlinden, genau dieses politische Spiel haben Sie im Wirtschaftsausschuss und auch hier im Plenum schon probiert; Herr Kollege Krischer hatDr.","","","04",37,19122
"6",6," Anja Weisgerber den Vorwurf mir gegentiber schon formuliert.","","","05",37,19122
"7",7," Dieses Gesetz wird in diesem Jahr noch auf den Weg gebracht.","","","06",37,19122
"8",8," Ich kann Sie nur ermuntern, in genau diesem parteiübergreifenden Konsens diesem Gesetzentwurf dann zuzustimmen.","","","07",37,19122
"9",9,"Danke schön.","","","08",37,19122
"10",10," Präsident Dr.
 Wolfgang ","","","09",37,19122
