"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",184,19115
"2",2,"Vielen Dank, Herr Kollege.","","","01",184,19115
"3",3," — Als nächste Rednerin spricht zu uns die Kollegin Maria Klein-Schmeink, Bündnis 90/Die Grünen.","","","02",184,19115
"4",4," Maria Klein-Schmeink:","","","03",184,19115
"5",5,"Sehr geehrter Herr Präsident! Liebe Kolleginnen und Kollegen hier im Haus! Liebe Gäste zu später Stunde! Wir müssen und können sagen:","","","04",184,19115
"6",6," Es ist gut, dass wir heute ein Gesetz zur Neuordnung der Psychotherapieausbildung bekommen.","","","05",184,19115
"7",7," Damit wird ein Prozess abgeschlossen, der schon 2007 begonnen hat.","","","06",184,19115
"8",8," Dieser Prozess führt jetzt endlich zu einem Gesetz.","","","07",184,19115
"9",9," Das ist erst einmal gut.","","","08",184,19115
"10",10," Das begrüßen wir.","","","09",184,19115
"11",11," Aber man muss sagen:","","","10",184,19115
"12",12," Das ist ausgesprochen schlecht umgesetzt worden.","","","11",184,19115
"13",13," Und das hat dieser lange Prozess nicht verdient.","","","12",184,19115
"14",14,"Anders als die Vorredner von der Koalition betont haben, ist es eben nicht gelungen, eine nach vorne weisende, nachhaltige und auch substanziell gut durchdachte Reform aufzulegen.","","","13",184,19115
"15",15," Sie haben viele der Probleme, die der Grund für dieses Reformvorhaben waren, nicht wirklich aufgegriffen.","","","14",184,19115
"16",16," Das muss man kritisieren.","","","15",184,19115
"17",17," Sie haben es weder geschafft, die prekäre Lage derjenigen, die nach dem alten Ausbildungssystem ausgebildet werden, also der PiAs, zu beheben, noch haben Sie es geschafft, sie für die neuen Psychotherapeuten in Weiterbildung vollständig zu beheben.","","","16",184,19115
"18",18," Man muss einfach sagen:","","","17",184,19115
"19",19," Die Menschen, die diesen wichtigen Beruf ergreifen wollen, haben einen ganz anderen Start und eine andere Ausbildungssituation verdient.","","","18",184,19115
"20",20," Liebe Kolleginnen und Kollegen von der CDU/CSU, diejenigen in einer so wichtigen Ausbildung mit einer Vergütung auf BAföG-Niveau abzuspeisen, und das nach einem abgeschlossenen Studium der Psychologie, ist dermaßen unter Wert.","","","19",184,19115
"21",21," Dass Sie sich dafür nicht schämen und sich da nicht bewegt haben, nehme ich Ihnen tatsächlich übel.","","","20",184,19115
"22",22," Übel nehme ich Ihnen auch, dass der sozialrechtliche Status der vielen PiA, die noch in einer langen Übergangszeit weiter ausgebildet werden, nicht geklärt ist, dass wir also weiterhin in ganz vielen Bereichen von einem Praktikumsverhältnis reden.","","","21",184,19115
"23",23," Auch das muss man hart kritisieren, und das muss noch geändert werden.","","","22",184,19115
"24",24," Die Chance, die Situation der Kinder- und Jugendtherapeuten einzubeziehen, haben Sie nicht genutzt.","","","23",184,19115
"25",25," Im gesamten Prozess ist nicht klar geworden, warum Sie die Fachhochschulen, die Hochschulen für angewandte Wissenschaften, nicht einbeziehen, warum Sie den ganzen Bereich der pädagogisch Ausgebildeten nicht einbeziehen.","","","24",184,19115
"26",26," Das ist ein so wichtiger Versorgungsbereich.","","","25",184,19115
"27",27," Sie leisten im Bereich der Kinder- und Jugendpsychotherapie einen so wichtigen Beitrag, dass wir es uns gar nicht leisten können, sie nicht einzubeziehen.","","","26",184,19115
"28",28," Auch dazu muss man sagen:","","","27",184,19115
"29",29," Das ist ein großer Fehler.
 Vizepräsident Wolfgang ","","","28",184,19115
