"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",99,19106
"2",2,"Haben Sie eine weitere Nachfrage? — Keine.","","","01",99,19106
"3",3," Vielen Dank.","","","02",99,19106
"4",4,"Dann verlassen wir den Bereich des Ministeriums für Arbeit und Soziales schon wieder.","","","03",99,19106
"5",5,"Ich rufe den Geschäftsbereich des Bundesministeriums der Verteidigung auf.","","","04",99,19106
"6",6," Zur Beantwortung steht der Parlamentarische Staatssekretär Thomas Silberhorn bereit.","","","05",99,19106
"7",7,"Die erste Frage ist die Frage 9 des Abgeordneten Paul Viktor Podolay:","","","06",99,19106
"8",8,"Welche konkreten militärischen Fähigkeiten stellt die Bundeswehr der NATO in den Bereichen „kollektive Verteidigung, Abschreckung und Krisenmanagement“ bereit, und welche Fähigkeiten konnte Deutschland in den letzten neun Jahren aus der Sicht des Bundesministeriums der Verteidigung nicht ausreichend verbessern?Herr Staatssekretär.","","","07",99,19106
"9",9,"Thomas Silberhorn, Parl.","","","08",99,19106
"10",10," Staatssekretär bei der Bundesministerin der Verteidigung:","","","09",99,19106
"11",11,"Vielen Dank, Herr Präsident.","","","10",99,19106
"12",12," — Die Mitgliedstaaten der NATO leisten definierte Fähigkeitsbeiträge, die in Summe die Gesamtfähigkeiten des Bündnisses ausmachen.","","","11",99,19106
"13",13," Deutschland beteiligt sich mit Fähigkeitsbeiträgen in den militärischen Bereichen Land, Luft, Marine, Spezialkräfte und Unterstützung.","","","12",99,19106
"14",14," Im Wesentlichen bringt die Bundeswehr alle in diesen Bereichen vorhandenen militärischen Fähigkeiten der Bundeswehr in die NATO ein.","","","13",99,19106
"15",15," Ausgenommen sind lediglich die Fähigkeiten, dieParl.","","","14",99,19106
"16",16," Staatssekretär Thomas Silberhornausschließlich nationalen Vorbehalten unterliegen, beispielsweise Fähigkeiten des nationalen Risiko- und Krisenmanagements.","","","15",99,19106
"17",17,"Die Bundeswehr war seit 1990 stark auf das internationale Krisenmanagement ausgerichtet.","","","16",99,19106
"18",18," Seit den Entwicklungen in der Ostukraine und auf der Krim rückt die Bündnis- und Landesverteidigung wieder deutlich in den Fokus.","","","17",99,19106
"19",19," In dieser Hinsicht bestehen Fähigkeitsdeltas, die wir schnellstmöglich beheben wollen.","","","18",99,19106
"20",20," Dazu wurden mit den Trendwenden Finanzen, Personal und Material die Weichen gestellt, um die Bundeswehr hier auf ein stärkeres Fundament zu stellen.","","","19",99,19106
"21",21," Die Bundeswehr wächst seit 2014 wieder sowohl im Finanz- als auch im Personalund Materialbereich.","","","20",99,19106
"22",22," Es ist nun wichtig, die Entwicklung des Verteidigungsbudgets zu verstetigen, um diese Trendwenden fortführen zu können.
Vizepräsident Thomas ","","","21",99,19106
