"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",21,19106
"2",2," Danke sehr.","","","01",21,19106
"3",3," — Die nächste Frage stellt Dr.","","","02",21,19106
"4",4," Anja Weisgerber, CDU/CSU.","","","03",21,19106
"5",5,"Dr.","","","04",21,19106
"6",6," Anja Weisgerber:","","","05",21,19106
"7",7,"Sehr geehrte Frau Bundeskanzlerin, das Klimakabinett und die zuständigen Ministerien erarbeiten gerade umfangreiche Maßnahmen für mehr Klimaschutz in allen Sektoren.","","","06",21,19106
"8",8," Ziel ist, eine umfassende Klimaschutzgesetzgebung bis zum Ende dieses Jahres zu verabschieden, die es in der Form so noch nicht gegeben hat.","","","07",21,19106
"9",9," Daneben wird im Klimakabinett auch intensiv über die Frage der CO,-Bepreisung diskutiert.","","","08",21,19106
"10",10," Daher meine Frage:","","","09",21,19106
"11",11," Wie sehen Sie die Chancen, das europäische Emissionshandelssystem, das bereits eine Bepreisung vorsieht, auf europäischer Ebene oder zumindest in einer Koalition der Willigen auf andere Sektoren auszuweiten?Dr.","","","10",21,19106
"12",12," Angela Merkel, Bundeskanzlerin:","","","11",21,19106
"13",13,"Wir haben im Zusammenhang mit der Frage der Bepreisung verschiedene Aktivitäten entfaltet.","","","12",21,19106
"14",14," Unter anderem werden uns der Sachverständigenrat zur Begutachtung der gesamtwirtschaftlichen Entwicklung und das Potsdam-Institut für Klimafolgenforschung am 12.","","","13",21,19106
"15",15," Juli ein Gutachten zur Bepreisung im Nicht-ETS-Bereich vorlegen.","","","14",21,19106
"16",16," Die Idee, dass wir alle europäischen Länder davon überzeugen können, das ETS-System in der gebotenen Eile auf die Sektoren Verkehr, Gebäude und Landwirtschaft auszuweiten, ist, glaube ich, nicht zielführend, weil wir hierfür wieder einstimmige Entscheidungen brauchen.","","","15",21,19106
"17",17," Das geht nicht ohne den Europäischen Rat.","","","16",21,19106
"18",18," Eine Koalition der Willigen wird möglich sein.","","","17",21,19106
"19",19," Wir werden uns insbesondere mit den Niederlanden und mit Frankreich darüber unterhalten, wie sie die Frage der Bepreisung angehen.","","","18",21,19106
"20",20," Ob daraus eine Koalition der Willigen entsteht, kann ich heute noch nicht sagen.","","","19",21,19106
"21",21," Aber wir müssen dann ein Extrasystem erfinden, weil wir nicht einfach ins europäische System einspeisen können, wenn es dazu keine Beschlussfassung der gesamten Europäischen Union gibt.","","","20",21,19106
"22",22,"Präsident Dr.
 Wolfgang ","","","21",21,19106
