"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",105,19134
"2",2," Vielen Dank, Cornelia Möhring.","","","01",105,19134
"3",3," — Letzte Rednerin in dieser Debatte:","","","02",105,19134
"4",4," Silvia Breher für die CDU/CSU-Fraktion.","","","03",105,19134
"5",5," Silvia Breher:","","","04",105,19134
"6",6,"Sehr geehrte Frau Präsidentin! Liebe Kolleginnen und Kollegen! Sehr geehrte Damen und Herren! Ganz ehrlich:","","","05",105,19134
"7",7," Erst mal vielen Dank für diese Debatte; denn wir alle sind gemeinsam stark gegen Gewalt an Frauen.","","","06",105,19134
"8",8," Diese Debatte, dieses Thema gehört einfach in die Öffentlichkeit.","","","07",105,19134
"9",9," Das ist so ein wichtiges Thema, und — es wurde schon gesagt — das findet hinter verschlossenen Türen statt.","","","08",105,19134
"10",10," Das findet in den eigenen vier Wänden statt.","","","09",105,19134
"11",11," Die Frauen, die betroffen sind in diesem Land, haben es verdient, dass wir darüber ganz laut und deutlich sprechen und dass die Debatte in diesem Haus stattfindet.","","","10",105,19134
"12",12," An dieser Stelle möchte ich mich bedanken, bedanken bei den vielen Mitarbeitern in den Frauenhäusern und in den verschiedenen Beratungseinrichtungen für von Gewalt betroffene Frauen — sei es hauptamtlich oder ehrenamtlich —, wie auch bei mir im Wahlkreis im Frauenhaus in Vechta mit den Frauen des SkF.","","","11",105,19134
"13",13," Diese vielen Ehrenamtlichen und auch Hauptamtlichen leisten einen riesigen Dienst für die Frauen.","","","12",105,19134
"14",14," An dieser Stelle ein ganz großes Dankeschön für ihre Arbeit! Die Kriminalstatistik wurde schon genannt.","","","13",105,19134
"15",15," Jede vierte Frau - laut offizieller Statistik — wird in ihrem Leben einmal Opfer von Partnerschaftsgewalt.","","","14",105,19134
"16",16," Die Dunkelziffer ist wesentlich höher.","","","15",105,19134
"17",17," Jede vierte Frau! Wenn wir hier durch die Reihen gucken, können wir feststellen — das garantiere ich Ihnen —:","","","16",105,19134
"18",18," Auch eine der Frauen, die hier sitzen, wird davon betroffen sein.","","","17",105,19134
"19",19," — Diese Frauen sind zu 70,6 Prozent — die offizielle Zahl — deutsche Staatsangehörige.","","","18",105,19134
