"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",37,19086
"2",2,"Vielen Dank, Hansjörg Durz.","","","01",37,19086
"3",3," — Nächster Redner:","","","02",37,19086
"4",4," für die AfD-Fraktion Uwe Schulz.","","","03",37,19086
"5",5," Uwe Schulz:","","","04",37,19086
"6",6,"Frau Präsidentin! Meine Damen und Herren! Der vorliegende Antrag der FDP bezieht sich auf die marktbeherrschende Stellung internationaler Digitalkonzerne.","","","05",37,19086
"7",7," Dieses Thema ist nicht ganz neu.","","","06",37,19086
"8",8," Mittlerweile empfehlen sogar die Langzeitstudien des Kartellamts, der Marktbeherrschung durch Digitalgiganten entgegenzutreten.","","","07",37,19086
"9",9," Das ist prima.","","","08",37,19086
"10",10,"Die Antragsteller fordern, die kartell- und wettbewerbsrechtlichen Rahmenbedingungen endlich der Realität anzupassen und die Unternehmensgründungen zu erleichtern.","","","09",37,19086
"11",11," Das passt.","","","10",37,19086
"12",12," Die AfD ist voll bei Ihnen.","","","11",37,19086
"13",13," Wer in Deutschland ein Unternehmen aufbaut, ob Techbude oder Handwerksbetrieb, soll nicht von Bürokratiemonstern gegängelt werden.","","","12",37,19086
"14",14,"Auch die Regierung Merkel hat das erkannt.","","","13",37,19086
"15",15," Im Koalitionsvertrag von 2013 findet sich folgender Satz:","","","14",37,19086
"16",16,"Wir wollen das Gründen von Unternehmen leichter machen:","","","15",37,19086
"17",17," Durch eine Vereinfachung der Prozesse soll eine schnellere Unternehmensgründung möglich sein.","","","16",37,19086
"18",18,"Umsetzung in der vergangenen Legislaturperiode? Fehlanzeige, meine Damen und Herren! Dafür geht es im aktuellen Koalitionsvertrag weiter mit der Forderung nach einer Entbürokratisierung mittels „One-Stop-Shop“-Lösungen.","","","17",37,19086
"19",19," Ähnlicher Name, gleiches Ziel, offenbar gleiches Beratungsunternehmen.","","","18",37,19086
"20",20," Umsetzung bisher? Fehlanzeige!Aber auch Sie von der FDP teilten ja vor einiger Zeit mit Frau Merkel Tisch und Bett.","","","19",37,19086
"21",21," Blickt man in Ihren gemeinsamen Koalitionsvertrag von 2009, findet man dort ganz ähnliche Absichtsbekundungen, wie zum Beispiel das Errichten von Modellregionen für Bürokratieabbau oder das Erleichtern von Gründungen.","","","20",37,19086
"22",22," Das hat leider auch zwischen 2009 und 2013 nicht geklappt.","","","21",37,19086
"23",23," Schade! Aber Ihr mutiger Vorstoß heute, aus der Opposition heraus, ehrt Sie.","","","22",37,19086
"24",24,"Eine ähnliche Situation sehen wir beim längst überfälligen Wagniskapitalgesetz.","","","23",37,19086
"25",25," Was geschieht, wenn der deutsche Staat als Investor tätig wird, sehen wir derzeit beim A-380-Desaster.","","","24",37,19086
"26",26," Für die AfD jedenfalls ist klar:","","","25",37,19086
"27",27," Der Staat soll nicht Business Angel spielen.","","","26",37,19086
"28",28," Er hat aber die Rahmenbedingungen für Investoren so zu setzen, dass Unternehmensbeteiligungen attraktiv werden.","","","27",37,19086
"29",29," Wie beim Bürokratieabbau haben sich die Merkel-Regierungen auch zu Wagniskapitalregeln schon mehrfach geäußert.","","","28",37,19086
"30",30," Ich zitiere aus dem Koalitionsvertrag 2013:","","","29",37,19086
"31",31,"Wir wollen die rechtlichen und steuerlichen Rahmenbedingungen für Wagniskapital international wettbewerbsfähig gestaltenIm Koalitionsvertrag 2018 steht:","","","30",37,19086
"32",32," „Wir fördern die Gründungskultur“ und geben steuerliche Anreize für die Mobilisierung von Wagniskapital.","","","31",37,19086
"33",33," Und schaut man in den schwarz-gelben Koalitionsvertrag von 2009, so ist dort zu lesen:","","","32",37,19086
"34",34,"Wir werden bessere Rahmenbedingungen für Chancen- und Beteiligungskapital schaffen und für ein Leitbild der unternehmerischen Selbständigkeit werben.","","","33",37,19086
"35",35,"Ergebnis auch hier:","","","34",37,19086
"36",36," Es wurde nichts verwirklicht.","","","35",37,19086
"37",37,"Meine Damen und Herren, seit mindestens zehn Jahren versprechen die von Frau Merkel geführten Koalitionen weniger Bürokratie und bessere Rahmenbedingungen für Investoren.","","","36",37,19086
"38",38," Hätte man einfach mal durchgezogen, statt immer nur vollmundig anzukündigen, könnten deutsche Unternehmen heute vielleicht längst den großen US-Digitalkonzernen die Stirn bieten.","","","37",37,19086
"39",39," Und wo wir schon bei den USA sind:","","","38",37,19086
"40",40," Man muss kein Freund von Donald Trump sein; aber eines kann man neidvoll anerkennen.","","","39",37,19086
"41",41," Im Gegensatz zu allen Merkel-Regierungen arbeitet er entschieden daran, seine Wahlversprechen umzusetzen.","","","40",37,19086
"42",42," Aber, meine Damen und Herren, was nützt der Blick über den Ozean? Kehren wir zurück zum real-existierenden Deutschland.","","","41",37,19086
"43",43," Der vorliegende FDP-Antrag enthält einige gute Ansätze und Ideen.","","","42",37,19086
"44",44," Sie sind zwar nicht neu, aber müssen nun dringend umgesetzt werden.","","","43",37,19086
"45",45,"Vielen Dank.
Vizepräsidentin Claudia ","","","44",37,19086
