"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",113,19137
"2",2," Vielen Dank.","","","01",113,19137
"3",3," — Als Nächste spricht für die Fraktion Bündnis 90/Die Grünen die Kollegin Steffi Lemke.","","","02",113,19137
"4",4," Steffi Lemke:","","","03",113,19137
"5",5,"Sehr geehrter Herr Präsident! Sehr geehrte Kolleginnen und Kollegen! Das Ziel der vorliegenden Gesetzesänderung ist die Schaffung größerer Rechtssicherheit bei der Erteilung von Abscl für den Wolf.","","","04",113,19137
"6",6," Mit diesem Gesetz wird jedoch das Gegenteil erreicht.","","","05",113,19137
"7",7," Er schafft neue Rechtsunsicherheit.","","","06",113,19137
"8",8," Dies wurde Ihnen in der Expertenanhörung des Umweltausschusses von den Expertinnen durch die Bank bestätigt.","","","07",113,19137
"9",9,"Die Änderung von „erheblichen Schäden“ hin zu „ernsten Schäden“ ist nicht nachvollziehbar.","","","08",113,19137
"10",10," Es bleibt völlig unersichtlich, was Sie damit bezwecken.","","","09",113,19137
"11",11," Gerichte werden jetzt ausurteilen müssen, was der Unterschied zwischen diesen beiden Wörtern ist; denn in der Brandenburgischen Wolfsverordnung ist bereits heute festgelegt, nach heute gültigen Rechtsmaßstäben, dass nach dem zweimaligen Überwinden von Herdenschutzmaßnahmen der Wolf abgeschossen werden kann.","","","10",113,19137
"12",12," Das heißt, dass der Betrieb in seiner Existenz bedroht sein muss, ist bereits heute überhaupt nicht das Kriterium.","","","11",113,19137
"13",13,"Sie hatten wenigstens genug Einsicht, den allergrößten Klops aus Ihrem Gesetz herauszunehmen.","","","12",113,19137
"14",14," Sie haben das ursprünglich von Ihnen geplante Desaster für Gerichte, Naturschutzbehörden und unzählige geschützte Arten abgewendet.","","","13",113,19137
"15",15," Andernfalls wäre jetzt bei Hobbytierhaltung ebenfalls eine Abschussgenehmigung möglich gewesen.","","","14",113,19137
"16",16," Das ist das einzige Positive, was es in der heutigen Debatte dazu zu sagen gibt.","","","15",113,19137
"17",17," Das Hauptproblem, das Sie mit diesem Gesetz neu schaffen und das weder europarechtskonform ist noch in Deutschland zu mehr Rechtssicherheit führen wird, ist der neue $ 45a, mit dem Sie jetzt den Abschuss ganzer Rudel von Wölfen ermöglichen wollen.","","","16",113,19137
"18",18," Damit wird der Individuenbezug aufgegeben.","","","17",113,19137
"19",19," Von den Sachverständigen ist Ihnen klipp und klar gesagt worden, dass das rechtswidrig ist.","","","18",113,19137
"20",20," Es ist mit Europarecht nicht vereinbar.","","","19",113,19137
"21",21,"Die Sachverständigen haben Ihnen ebenfalls prophezeit,dass das ein Vertrag fahren der EU nac sich ziehen kann.","","","20",113,19137
"22",22," Der EuGH hat in seinem Finnland-Urteil vom Oktober 2019 klargestellt, dass ein Präventivab schuss des Wolfes europarechtlich nicht möglich ist.","","","21",113,19137
"23",23,"Der letzte Punkt.","","","22",113,19137
"24",24," Überhaupt nichts sagt Ihr Gesetzentwurf zu den real existierenden Problemen.","","","23",113,19137
"25",25," Ich komme auf Schleswig-Holstein zurück.","","","24",113,19137
"26",26," Dort existieren insgesamt zwei Wölfe, zumindest zwei nachgewiesene Wölfe.","","","25",113,19137
"27",27," Für den auffälligen männlichen Wolf GW924m, der mindestens 14-mal Herdenschutzzäune überwunden hat, wurde im Januar 2019 die Abschussgenehmigung rechtskonform erteilt.","","","26",113,19137
"28",28," Seitdem musste diese Genehmigung dreimal verlängert werden.","","","27",113,19137
"29",29," Es sind inzwischen 175 Personen zum Abschuss berechtigt, und der Wolf lebt immer noch.","","","28",113,19137
"30",30," — Herr Busen, Sie können mit Ihrer Patrone gerne mal rausgehen und versuchen, ihn zu schießen.","","","29",113,19137
"31",31," Es ist bisher 175 Personen innerhalb eines Jahres nicht gelungen.","","","30",113,19137
"32",32," Und jetzt ist dieser Wolf so frech und überquert einfach die Grenze von Schleswig-Holstein nach Mecklenburg-Vorpommern, und siehe da, die Abschussgenehmigung erlischt.","","","31",113,19137
"33",33,"Diesem Rechtsproblem widmen Sie sich in keinsterWeise.","","","32",113,19137
"34",34," Statt Probleme in der Praxis zu lösen — mein Kollege Lenkert hat zu der Weidetierprämie bereits einigesSteffi Lemkeausgefuhrt —, statt sich diesen Problemen zu widmen, schaffen Sie jetzt neue Rechtsunsicherheit mit diesem Gesetzentwurf.","","","33",113,19137
"35",35," Dafür können Sie von uns keine Zustimmung erwarten.","","","34",113,19137
"36",36,"Herzlichen Dank.
 Vizepräsident Thomas ","","","35",113,19137
