"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",56,19137
"2",2,"Vielen Dank, Frau Kollegin Wagner.","","","01",56,19137
"3",3," — Als letzter Redner zu diesem Tagesordnungspunkt hat das Wort der Kollege Kai Wegner, CDU/CSU-Fraktion.","","","02",56,19137
"4",4," Kai Wegner:","","","03",56,19137
"5",5,"Herr Präsident! Meine sehr verehrten Damen und Herren! Liebe Kolleginnen und Kollegen! Liebe Frau Wagner, ich bin ja geradezu erleichtert, kurz vor Weihnachten von einer Grünen zu hören, dass Sie gegen den Mietendeckel sind.","","","04",56,19137
"6",6," Das finde ich gut.","","","05",56,19137
"7",7," Das freut mich als Berliner, glauben Sie mir.","","","06",56,19137
"8",8," Wir haben auf dem Wohngipfel klargemacht, dass Bauen und Wohnen in dieser Legislaturperiode höchste Priorität haben.","","","07",56,19137
"9",9," Vieles, was wir auf dem Wohngipfel mit den Ländern und mit den Kommunen beraten haben, ist längst in der Umsetzung.","","","08",56,19137
"10",10,"Heute wurden schon ganz oft die Baulandkommission, die Reform des Baugesetzbuches und vieles andere angesprochen.","","","09",56,19137
"11",11," Ich möchte mich ganz herzlich bei unserem Bundesminister Horst Seehofer, aber vor allen Dingen auch bei seinem Staatssekretär Marco Wanderwitz bedanken.","","","10",56,19137
"12",12," Ich finde, die Baulandkommission hat eine ganz hervorragende Arbeit geleistet, die wir jetzt in die Gesetzgebung bringen; Bernhard Daldrup hat es schon gesagt.","","","11",56,19137
"13",13," Gleich zu Beginn des nächsten Jahres gehen wir da ran, und vor der Sommerpause, lieber Herr Kühn, werden wir ein ganz tolles neues Baugesetzbuch haben, das schnelleres Bauen ermöglicht, das mehr Bauen ermöglicht, das auch den Boden mit in den Blick nimmt.","","","12",56,19137
"14",14," Daher freue ich mich schon richtig auf das kommende Jahr.","","","13",56,19137
"15",15," Ich will auf einige Punkte aus den Anträgen der Opposition eingehen.","","","14",56,19137
"16",16,"Der erste Punkt - Sie haben es angesprochen -:","","","15",56,19137
"17",17," Bodenpreise.","","","16",56,19137
"18",18," Ja, auch wir als Koalition — das haben wir im letzten Koalitionsausschuss vereinbart — wollen die Spekulationen eindämmen.","","","17",56,19137
"19",19," Ja, wir haben gesagt, wir wollen die Grundsteuer C so gestalten, dass sie auch etwas bringt.","","","18",56,19137
"20",20,"Liebe Kolleginnen und Kollegen von der Opposition, ich schaue in Richtung Grüne und in Richtung Linkspartei.","","","19",56,19137
"21",21," — Sehr gerne auch Linksfraktion; das macht es aber nicht besser.","","","20",56,19137
"22",22,"Ich sage Ihnen:","","","21",56,19137
"23",23," Auch Länder und Kommunen müssen aufhören, Preistreiber beim Boden zu sein.","","","22",56,19137
"24",24," Wenn ich sehe, wie hoch die Grunderwerbsteuern sind, gerade in den Ländern, wo auch Sie Verantwortung tragen, dann können wir mit gutem Gewissen sagen:","","","23",56,19137
"25",25," Auch die Linke ist Preistreiber in den Ländern, wo sie Verantwortung trägt.","","","24",56,19137
"26",26,"Kai WegnerDas ist nicht in Ordnung.","","","25",56,19137
"27",27," Sie müssen schon konsistent handeln.","","","26",56,19137
"28",28," Sie verknappen Bauland in den Ländern, in denen Sie Verantwortung tragen.","","","27",56,19137
"29",29," Auch das Verknappen von Bauland führt am Ende zur Steigerung der Kosten.","","","28",56,19137
"30",30," Deswegen kann ich Ihnen nur zurufen:","","","29",56,19137
"31",31," Verwalten Sie dort, wo Sie Verantwortung tragen, nicht immer nur den Mangel, sondern nutzen Sie endlich die guten Instrumente, die wir Ihnen als Koalition, als Bund zur Verfügung stellen.","","","30",56,19137
"32",32," — In Berlin hat die Linkspartei von 2001 bis 2011 regiert, liebe Kollegin.","","","31",56,19137
"33",33," Jetzt aktuell regiert die Linkspartei schon wieder.","","","32",56,19137
"34",34," Wir haben in Berlin die geringste Zahl an Baugenehmigungen seit vielen Jahren, und die Bausenatorin heißt Lompscher von der Linkspartei, liebe Kollegin.
 Vizepräsident Wolfgang ","","","33",56,19137
