"","X","V1","Argumentativ","Claim_Premise","Satz_Nr","Rede_Nr","Sitzungsnummer"
"1",1,"","","","00",13,19116
"2",2," Sören Pellmann, Die Linke, ist der nächste Redner.","","","01",13,19116
"3",3," Sören Pellmann:","","","02",13,19116
"4",4,"Herr Präsident! Liebe Kolleginnen und Kollegen! Ein Satz, ehe ich einsteige:","","","03",13,19116
"5",5," Herr Sichert, wenn Sie sich hierhinstellen und von Menschlichkeit reden, glaube ich, ist das Thema klar verfehlt.","","","04",13,19116
"6",6," Die Kollegin Zimmermann hat bereits darüber reflektiert, welche Vorteile das heute zu beratende Gesetz für Familien an Entlastung bringt.","","","05",13,19116
"7",7," Das ist gut und begrüßenswert.","","","06",13,19116
"8",8," Allerdings ist das auch längst überfällig.","","","07",13,19116
"9",9," Erneut, liebe Kolleginnen und Kollegen, muss man feststellen:","","","08",13,19116
"10",10," Wenn es um die Belange von Menschen mit Behinderungen geht, werden diese Menschen immer nur als Anhängsel gesehen, werden Regelungen für sie immer nur in einem sogenannten Omnibusgesetz an einen Gesetzeskomplex angehängt.","","","09",13,19116
"11",11," Das ist ihrer nicht würdig.","","","10",13,19116
"12",12," Daran erkennt man auch, dass Menschen mit Behinderungen bei Ihnen offensichtlich nicht im Mittelpunkt stehen, was sie eigentlich verdient hätten.","","","11",13,19116
"13",13,"Ich will die Punkte, die im BTHG nach wie vor offen sind und wo Sie in der Pflicht sind, zu liefern, klar ansprechen:","","","12",13,19116
"14",14," Wie steht es um die Barrierefreiheit, vollumfänglich für die Privatwirtschaft? Die Linke hat einen Antrag dazu eingebracht.","","","13",13,19116
"15",15," Sie haben ihn abgelehnt.","","","14",13,19116
"16",16," So viel zur Wahrheit.","","","15",13,19116
"17",17," — Was ist mit der Änderung der Ausgleichsabgabe? Gewerkschaften und Verbände fordern seit Langem Veränderungen.","","","16",13,19116
"18",18," Vorgelegt wurde durch die Koalitionsfraktionen bisher leider nichts.","","","17",13,19116
"19",19," -— Zum AGG und zum BGG gibt es leider auch keine Vorschläge.","","","18",13,19116
"20",20," - Ich kann fortfahren:","","","19",13,19116
"21",21," Wie steht es um die Inklusion in der Bildung, die Gleichstellung von Frauen, Nothilfesysteme, Kultur, Sport, Tourismus und Mobilität? Die Serviceopposition wird Ihnen in den nächsten Sitzungswochen Anträge dazu auf den Tisch legen.","","","20",13,19116
"22",22," Dann werden wir schauen, wie ernst Sie es mit dem Thema meinen, liebe Kolleginnen und Kollegen.","","","21",13,19116
"23",23," Weiter muss die Anrechnung von Einkommen und Vermögen bei Teilhabeleistungen für Menschen mit Behinderungen endlich aufgehoben werden.","","","22",13,19116
"24",24,"Es darf bei Inklusion und Teilhabe keine finanziellen Vorbehalte geben.","","","23",13,19116
"25",25," Deswegen besteht die Kritik der Linken am BTHG weiter.","","","24",13,19116
"26",26," Menschenrechtlich ist es geboten, Kostenvorbehalte und das Zwangspooling zu streichen.","","","25",13,19116
"27",27," Herr Spahn, der heute abwesend ist, war vor wenigen Tagen in der Nähe meines Wahlkreises und hat dort mit Menschen mit Behinderungen gesprochen.","","","26",13,19116
"28",28," Die haben ihm ihre Nöte mit auf den Weg gegeben.","","","27",13,19116
"29",29," Sie haben ihre Wünsche und Sorgen geäußert, und er hat gesagt, er nehme das mit nach Berlin.","","","28",13,19116
"30",30," Ich glaube, er hat es im Auto liegen gelassen, so zumindest mein Eindruck, wenn ich mir das Vorgehen der Koalition anschaue.","","","29",13,19116
"31",31,"Zusammenfassend:","","","30",13,19116
"32",32," Erstens.","","","31",13,19116
"33",33," Der Zwang auf Menschen mit Behinderung durch Poolen muss ein Ende haben.","","","32",13,19116
"34",34," Menschen sind frei in ihren Entscheidungen.","","","33",13,19116
"35",35," Zweitens.","","","34",13,19116
"36",36," Die nachweisbare Benachteiligung auf dem Arbeitsmarkt muss endlich gestoppt werden.","","","35",13,19116
"37",37," Zu viele Unternehmerinnen und Unternehmer kaufen sich vom Menschenrecht auf Inklusion einfach frei.","","","36",13,19116
"38",38,"Drittens.","","","37",13,19116
"39",39," Barrierefreiheit ist kein Wunschkonzert.","","","38",13,19116
"40",40," In einer freien Welt sollen freie Bürger überall hinkommen können, ohne vor unüberwindbaren Barrieren zu stehen.","","","39",13,19116
"41",41,"Vielen Dank.","","","40",13,19116
"42",42," Präsident Dr.
 Wolfgang ","","","41",13,19116
